verse,source_text,target_text
GEN 3:10,"and he said, hearing your voice in the garden i was full of fear, because i was without clothing: and i kept myself from your eyes.","hèia mone na dhaa, ja'a tadèngi lii lamatua ètu ne'e. te ngaa ja'a makae, lula ja'a pake boe mèdha ètu ua. nèti èèna ka, ja'a rai pahuni iisi."
GEN 3:11,"and he said, who gave you the knowledge that you were without clothing? have you taken of the fruit of the tree which i said you were not to take?","ka lamatua peka na, cee ka dhu peka, na èu dhu pake boe mèdha-papake? de tasamia? tatu èu mu'a le hua aj'u dhu ja'a kai na, sina ma?"
GEN 3:12,"and the man said, the woman whom you gave to be with me, she gave me the fruit of the tree and i took it.","ka na b'ala, peka na, bhèni dhu èu hia ho pa'anga dènge ja'a èèna, ka dhu hia ja'a ku'a!"
GEN 3:13,"and the lord god said to the woman, what have you done? and the woman said, i was tricked by the deceit of the snake and i took it.","hèia ama lamatua peka dènge bhèni na, aku nèngu na, nga tao ka, èu ad'u madha j'ara èèna? ka bhèni ne dhaa, peka na, te mege ne ka dhu ag'o ja'a! nèti èèna ka, ja'a ku'a."
GEN 3:14,"and the lord god said to the snake, because you have done this you are cursed more than all cattle and every beast of the field; you will go flat on the earth, and dust will be your food all the days of your life:","èle èèna ka, ama lamatua dhoo mege èèna, aku nèngu na, ja'a huku èu, lula tatao èu. nèti badha aa'i-aa'i, dhoka èu di dhu abhu huku sèmi ne'e. mulai nèti deo ne'e toke èu madhe, èu dhoka rod'o dènge kakara, aa mu'a ètu rai di."
GEN 3:15,and there will be war between you and the woman and between your seed and her seed: by him will your head be crushed and by you his foot will be wounded.,"ja'a tao sèna ka, èu loe boe pamusu dènge bhèni ne. aa ana-èpu miu dua mi sèmi èèna kahèi. ana-èpu èu, èèna na kadhi hui tèdhu dhèu. te ngaa ca dhèu nèti ana-èpu bhèni ne, èèna na dhedhe palaho kètu èu."
GEN 3:16,"to the woman he said, great will be your pain in childbirth; in sorrow will your children come to birth; still your desire will be for your husband, but he will be your master.","èle èèna ka, ama lamatua peka dènge bhèni ne, èèna na, ja'a pasusa tabha èu, ropa èu dènge babia; lod'o mora iisi, èu asa tabha j'èra. masi ka sèmi èèna, d'ara èu d'èi taruu dhèu èmu èu, aa nèngu ka dhu ator èu."
GEN 3:17,"and to adam he said, because you gave ear to the voice of your wife and took of the fruit of the tree which i said you were not to take, the earth is cursed on your account; in pain you will get your food from it all your life.","ka ama lamatua peka dènge mone ne, èu madhutu boe lii paredha ja'a, te ngaa èu nanene dhoka lii dhèu èmu èu di, ka èu mu'a hua aj'u dhu ja'a kai èèna. nèti èèna ka, èu abhu huku kahèi. aa rai lèke huku kahèi. nèti deo ne'e, toke d'ai èu madhe, hud'i èu kabèli rai, heka èu abhu nganga'a kèna. dènge sab'a bia sèmi ne'e ka, èu heka mamuri kèna."
GEN 3:18,"thorns and waste plants will come up, and the plants of the field will be your food;","masi ka èu sèle rupa-rupa hini èèna ka, te ngaa dhu muri mai dhodhoka dhudhu-sete di."
GEN 3:19,with the hard work of your hands you will get your bread till you go back to the earth from which you were taken: for dust you are and to the dust you will go back.,"hud'i èu èi kabhèsu haa ku, heka rai hia èu nganga'a kèna. èu hud'i sab'a bia sèmi èèna ku, toke d'ai lod'o èu madhe. èu ne, ja'a paj'aj'i nèti rai. de ladhe èu madhe, èu j'aj'i hari rai."
GEN 3:20,and the man gave his wife the name of eve because she was the mother of all who have life.,"èle èèna ka, adam pangare dhèu èmu na ‘hawa' dhu sasoa na ‘dhu mamuri', te nèngu ka j'aj'i ina nèti dhèu dhu mamuri aa'i-aa'i."
GEN 3:21,and the lord god made for adam and for his wife coats of skins for their clothing.,"hèia ama lamatua tao mèdha-papake nèti ka'uri badha, ka papake dua ra."
GEN 3:22,"and the lord god said, now the man has become like one of us, having knowledge of good and evil; and now if he puts out his hand and takes of the fruit of the tree of life, he will go on living for ever.","ka ama lamatua peka, limuri ne, dhèu re'a le, mia dhu be'a dènge mia dhu karehe, sèmi èdhi kahèi. de mage dhoka, rèngu ra'a hua aj'u dhu èci hari na, dhu hia mamuri taa-taa."
GEN 3:23,so the lord god sent him out of the garden of eden to be a worker on the earth from which he was taken.,"èle èèna ka, na babèga eele si nèti d'ara oka eden èèna, ho lasi asa era leo, sèna ka ra mamuri dènge sab'e oka-tedhe. lula dhèu j'aj'i nèti rai, de mamuri kahèi nèti rai."
GEN 3:24,so he sent the man out; and at the east of the garden of eden he put winged ones and a flaming sword turning every way to keep the way to the tree of life.,"babège nare si, ka lamatua paredha ana pajuu na nèti sorga, dhu dènge èla, ho lasi j'aga oka èèna re ca bèka dhimu. rèngu dènge samala dhu heo ha'a-ha'a, dhu seru la'e-mai. lamatua pua si bèdho eele j'ara la'e sa d'ara, te nèngu d'èi boe dhèu puu rare hua aj'u dhu hia ra mamuri taa-taa èèna."
GEN 4:1,"and the man had connection with eve his wife, and she became with child and gave birth to cain, and said, i have got a man from the lord.","hèia adam j'unu dènge dhèu èmu na, hawa. ka bhèni ne dènge babia. hèia nara iisi ana mone ca dhèu. ka na peka, aku nèngu na, ja'a abhu le ana mone ca dhèu, lula ama lamatua soru nare le ja'a. ka na pangare ana ne, kaen dhu sasoa na ‘abhu'."
GEN 4:2,"then again she became with child and gave birth to abel, his brother. and abel was a keeper of sheep, but cain was a farmer.","hèia hawa nara iisi hari ana mone èci. ka na pangare ne habel. dua ra kapai ka, habel j'aj'i dhèu madhenge badha. aa a'a na kaen, sab'a oka-tedhe."
GEN 4:3,"and after a time, cain gave to the lord an offering of the fruits of the earth.","ca lod'o, kaen nèti isi rai na cahag'e, ka hia lamatua."
GEN 4:4,and abel gave an offering of the young lambs of his flock and of their fat. and the lord was pleased with abel's offering;,"habel nèti ana-ana uuru kahib'i-kalèbho na. na roro kahib'i-kalèbho se, ka nèti sisi dhu be'a hia lamatua. d'ara ama lamatua karej'e ropa ladhe nèdhi korban nèti habel ne."
GEN 4:5,but in cain and his offering he had no pleasure. and cain was angry and his face became sad.,"te ngaa na d'èi boe korban unu kaen. hèia kaen nasa bia, ka rèhu na mare boe."
GEN 4:6,"and the lord said to cain, why are you angry? and why is your face sad?","ka lamatua lii dènge kaen, aku nèngu na, kaen! nga tao ka èu nasa sèmi èèna, ka rèhu èu mare boe?"
GEN 4:7,"if you do well, will you not have honour? and if you do wrong, sin is waiting at the door, desiring to have you, but do not let it be your master.","ladhe tatao èu be'a, na ja'a sèmi èu dènge hua iia. de mu pangee uuru ku! ladhe èu tao bhelu, na bhabhelu èèna na'e hari èu, sama sèmi meo neo pacèli maraho. de sèmi èu neo tao bhabhelu, be'a risi core eele ka!"
GEN 4:8,"and cain said to his brother, let us go into the field: and when they were in the field, cain made an attack on his brother abel and put him to death.","ca tèka, kaen gale habel, na peka na, mai lati ngad'o oka, we. ropa dua ra d'ai d'ara oka, kaen kalabhe pamadhe ari na."
GEN 4:9,"and the lord said to cain, where is your brother abel? and he said, i have no idea: am i my brother's keeper?","ka lamatua karèi kaen, aku nèngu na, kaen! ari mu ka mia? hèia kaen dhaa, aku nèngu na, ja'a ke'a boe na ètu mia! èu ngee na, ja'a dhèu kèpe haga na, do?"
GEN 4:10,"and he said, what have you done? the voice of your brother's blood is crying to me from the earth.","ka lamatua b'ala, nga tao ka èu bhelu sèmi èèna? baku pangee na, èu pahuni more le raa ari èu ètu d'ara rai, te ja'a dhu kèdhi aa'i-aa'i le!"
GEN 4:11,"and now you are cursed from the earth, whose mouth is open to take your brother's blood from your hand;","de lii dhoo lèke le mi dedha èu. lod'o èu pamadhe ari èu, rai sakid'o nare raa na. de limuri ne, rai bisa heka nèti mamuri mi èu."
GEN 4:12,no longer will the earth give you her fruit as the reward of your work; you will be a wanderer in flight over the earth.,"de ladhe èu sab'a oka-tedhe, rai ne hia heka èu ngaa-ngaa. nèti deo ne'e, èu lu'u sa haa-sa dhimu, sèmi dhèu dhu dènge boe era paleo-palu'u."
GEN 4:13,"and cain said, my punishment is greater than my strength.","te ngaa kaen b'ala lamatua, aku nèngu na, haii! ama lamatua, ee! lamatua dhoo ja'a bia titu kèna, de ja'a pasae mèke boe nga."
GEN 4:14,"you have sent me out this day from the face of the earth and from before your face; i will be a wanderer in flight over the earth, and whoever sees me will put me to death.","lula lamatua bège eele ja'a nèti era ne'e, ja'a kaj'èu nèti ama lamatua. ja'a kako lole-laa asa mia-mia. de ladhe paraga dènge dhèu, èèna na ra pamadhe ja'a."
GEN 4:15,"and the lord said, truly, if cain is put to death, seven lives will be taken for his. and the lord put a mark on cain so that no one might put him to death.","te ngaa lamatua dhaa na, aad'o sèmi èèna! dhèu cee dhu pamadhe èu, èèna na ja'a huku ne, babia na pidhu hari risi nèti èu. hèia lamatua tao tadha mi kaen, sèna ka dhèu re'a ho baku pamadhe ne."
GEN 4:16,"and cain went away from before the face of the lord, and made his living-place in the land of nod on the east of eden.","hèia kaen tèke eele dènge era èèna. la'e pakaj'èu nèti lamatua, asa era èci, ètu bèka dhimu oka eden. era ne'e, ngara na nod dhu sasoa na, ‘lole-laa'. ka na pea ètu era èèna."
GEN 4:17,"and cain had connection with his wife and she became with child and gave birth to enoch: and he made a town, and gave the town the name of enoch after his son.","hèia kaen leo-èmu, ka dhèu èmu na dènge babia. ka nara iisi ana mone ca dhèu, dhu pangare na henok. hèia kaen patitu rae cue, ngara na henok, madhutu ngara ana na."
GEN 4:18,and enoch had a son irad: and irad became the father of mehujael: and mehujael became the father of methushael: and methushael became the father of lamech.,"ka henok matana irad. hèia irad matana mehuyael. mehuyael matana metusael. aa ana metusael, lamek."
GEN 4:19,"and lamech had two wives; the name of the one was adah, and the name of the other zillah.","dhèu èmu lamek, dhèu dua. èci ngara na ada, aa ca dhèu hari, ngara na sila."
GEN 4:20,and adah gave birth to jabal: he was the father of such as are living in tents and keep cattle.,"ana ada, ngara na yabal. ana-èpu na, j'aj'i dhèu piara badha. mamuri ra ètu boe ca era, aa ra pea dhoka ètu d'ara paleo di."
GEN 4:21,and his brother's name was jubal: he was the father of all players on instruments of music.,"ari yabal, ngara na yubal. ana-èpu yubal, j'aj'i dhèu gai sasadhu, dènge tiu sakino."
GEN 4:22,"and zillah gave birth to tubal-cain, who is the father of every maker of cutting instruments of brass and iron: and the sister of tubal-cain was naamah.","dhèu èmu lamek èci hari, sila, nara iisi tubal kaen. ana-èpu na j'aj'i tuka bèsi, ka ra tuku mèdha ae-ae tao nèti bèsi, dènge tabaga. ana hèni tubal kaen, ngara na na'ama."
GEN 4:23,"and lamech said to his wives, adah and zillah, give ear to my voice; you wives of lamech, give attention to my words, for i would put a man to death for a wound, and a young man for a blow;","ca tèka, lamek padedha iisi na ètu madha dhèu èmu dua ra, peka na, mi nanene, ee! deo na, ana mone ngèru èci neo game ja'a. te ngaa ja'a dhadhedhe ne, toke madhe."
GEN 4:24,"if seven lives are to be taken as punishment for cain's death, seventy-seven will be taken for lamech's.","dhèu dhu pamadhe kaen, abhu huku pidhu hari. te ngaa cee ka dhu neo b'ala ho pamadhe ja'a, abhu huku pidhu nguru pidhu hari."
