source_word,target_word,confidence_score
miserable,hota,4.431526431945334e-44
stench,hota,4.431526431945334e-44
constrained,aghi,4.431526431945334e-44
Could,kropna-krieutu,4.51653041480169e-44
dispersed,edonna,4.51653041480169e-44
choice,wamueheni,4.51653041480169e-44
amid,aghi,4.605006548456181e-44
dress,hota,4.696624652801896e-44
lifting,hota,4.696624652801896e-44
contained,hota,4.696624652801896e-44
unsettled,hota,4.696624652801896e-44
uprooted,hota,4.791981938626008e-44
announce,mere,4.791981938626008e-44
compulsion,hota,4.791981938626008e-44
cosmetics,hota,4.791981938626008e-44
defer,mere,4.890742300883372e-44
sentence,ina-ama,4.890742300883372e-44
proved,hota,4.890742300883372e-44
crime,hota,4.993535079645246e-44
persuading,edonna,4.993535079645246e-44
fiery,pitga,4.993535079645246e-44
bundles,rawok,5.100018115271596e-44
saving,pesiay,5.100018115271596e-44
considered,hota,5.211376851316794e-44
ascend,hota,5.211376851316794e-44
nearer,hota,5.211376851316794e-44
stop,hota,5.211376851316794e-44
heavily,mere,5.326764891667773e-44
earnestness,hota,5.326764891667773e-44
forewarned,namkek,5.326764891667773e-44
aged,hota,5.326764891667773e-44
reefs,watu,5.326764891667773e-44
autumn,watu,5.326764891667773e-44
absence,hota,5.446886122594147e-44
excusing,wamueheni,5.446886122594147e-44
prosper,hota,5.446886122594147e-44
joints,Riy,5.446886122594147e-44
springing,hota,5.572501702176795e-44
complaint,edonna,5.572501702176795e-44
reasonable,hota,5.572501702176795e-44
harmful,Hare,5.572501702176795e-44
worshiping,mere,5.70329507836482e-44
renewing,hota,5.70329507836482e-44
filth,mere,5.70329507836482e-44
peaceful,hota,5.70329507836482e-44
Farewell,Emkade,5.840077642719673e-44
support,hota,5.840077642719673e-44
utterance,hota,5.840077642719673e-44
uncle,mere,5.840077642719673e-44
utter,hota,5.983131491811e-44
namely,hota,5.983131491811e-44
adds,hota,5.983131491811e-44
confessed,mere,5.983131491811e-44
wrongfully,hota,6.132141839267185e-44
discharged,Emkade,6.132141839267185e-44
believer,Riy,6.132141839267185e-44
abounding,hota,6.132141839267185e-44
vindication,hota,6.132141839267185e-44
demonstrated,hota,6.132141839267185e-44
contend,aghi,6.132141839267185e-44
Abihail,o'tani,6.132141839267185e-44
public,mere,6.28109351389337e-44
kinsmen,hota,6.288635350306943e-44
indecency,hota,6.288635350306943e-44
presents,wotellu,6.288635350306943e-44
administration,hota,6.448477727665566e-44
Corinth-those,wamueheni,6.452347975260372e-44
idolater,u-rtowar,6.452347975260372e-44
stewardship,hota,6.452347975260372e-44
Cursed,hota,6.452347975260372e-44
note,hota,6.452347975260372e-44
greed,reiniande,6.452347975260372e-44
merrily,hota,6.452347975260372e-44
measuring,wniatatgenni,6.623633535052521e-44
crippled,rwarum,6.623633535052521e-44
dill,hota,6.623633535052521e-44
cumin,hota,6.623633535052521e-44
weightier,hota,6.623633535052521e-44
host,hota,6.623633535052521e-44
Armies,Emkade,6.623633535052521e-44
purposes,hota,6.623633535052521e-44
virtue,gah,6.627608907666113e-44
staff,yala'ami,6.691540333028897e-44
fool,hota,6.80354698574037e-44
plow,hota,6.80354698574037e-44
comparing,mere,6.80354698574037e-44
perfecter,hota,6.80354698574037e-44
despising,hota,6.80354698574037e-44
intently,namkek,6.992541575039516e-44
defend,hota,6.992541575039516e-44
directed,ina-ama,6.992541575039516e-44
perfection,hota,6.992541575039516e-44
devised,hota,6.992541575039516e-44
Servant,Nlernana,7.191099578907972e-44
worships,hota,7.191099578907972e-44
decision,ihi,7.191099578907972e-44
failed,hota,7.191099578907972e-44
wool,emekneka,7.191099578907972e-44
entrance,hota,7.191099578907972e-44
South,hota,7.400474292505228e-44
Bar,nwatiawu,7.400474292505228e-44
towns,wotellu,7.400474292505228e-44
warn,hota,7.400474292505228e-44
previously,hota,7.400474292505228e-44
destitute,hota,7.400474292505228e-44
pilgrims,mere,7.400474292505228e-44
holds,hota,7.400474292505228e-44
inhabited,hota,7.400474292505228e-44
mightier,hota,7.620516059414765e-44
borne,hota,7.620516059414765e-44
captives,hota,7.620516059414765e-44
touches,hota,7.620516059414765e-44
pot,watu,7.620516059414765e-44
avenger,hota,7.620516059414765e-44
awaken,hota,7.620516059414765e-44
worlds,hota,7.620516059414765e-44
destructive,hota,7.620516059414765e-44
promoted,rto'or,7.620516059414765e-44
countryside,re,7.853380623286302e-44
infants,katu,7.853380623286302e-44
offers,hota,7.853380623286302e-44
Medes,hota,7.853380623286302e-44
belonging,aghi,7.853380623286302e-44
decided,mere,7.853380623286302e-44
unnecessary,hota,7.853380623286302e-44
forgetting,hota,7.853380623286302e-44
stretching,hota,7.853380623286302e-44
Besides,La,7.856522603889837e-44
riding,wamueheni,8.098218439434987e-44
braided,o'tani,8.098218439434987e-44
Last,mere,8.098218439434987e-44
prior,edonna,8.098218439434987e-44
end-,hota,8.098218439434987e-44
acknowledged,hota,8.098218439434987e-44
part-that,hota,8.098218439434987e-44
deserting,mere,8.098218439434987e-44
harder,mere,8.098218439434987e-44
you-indeed,mere,8.098218439434987e-44
rings,watu,8.098218439434987e-44
pavement,watu,8.098218439434987e-44
horseback,wamueheni,8.098218439434987e-44
barns,edonna,8.358208348416103e-44
Zachariah,hota,8.358208348416103e-44
Unleavened,miaka,8.358208348416103e-44
Bread,miaka,8.358208348416103e-44
hearted,hota,8.358208348416103e-44
altered,hota,8.358208348416103e-44
owns,hota,8.358208348416103e-44
somewhat,hota,8.358208348416103e-44
immovable,hota,8.358208348416103e-44
newness,hota,8.358208348416103e-44
apostle-not,mere,8.358208348416103e-44
dead-,mere,8.358208348416103e-44
Majesty,Nlernana,8.358208348416103e-44
dawns,hota,8.358208348416103e-44
Nisan,hota,8.358208348416103e-44
snatches,namkek,8.63258582004556e-44
increasing,hota,8.63258582004556e-44
accuses,hota,8.63258582004556e-44
breakfast,hota,8.63258582004556e-44
engraved,watu,8.63258582004556e-44
aim,watu,8.63258582004556e-44
contribution,hota,8.63258582004556e-44
wide,hota,8.923105995340341e-44
hedge,ina-ama,8.923105995340341e-44
scoffed,hota,8.923105995340341e-44
associate,hota,8.923105995340341e-44
sharply,Emkade,8.923105995340341e-44
couch,nwak,8.923105995340341e-44
barred,hota,8.923105995340341e-44
fainted,hota,8.923105995340341e-44
parted,hota,9.231708106982553e-44
breathed,namkek,9.231708106982553e-44
coast,mtatanni,9.231708106982553e-44
underneath,hota,9.231708106982553e-44
daybreak,ma'ta,9.231708106982553e-44
senate,ma'ta,9.231708106982553e-44
four-footed,hota,9.231708106982553e-44
stock,honona,9.231708106982553e-44
huge,Emkade,9.56053886147636e-44
assuredly,hota,9.56053886147636e-44
strap,hota,9.56053886147636e-44
difficult,mere,9.56053886147636e-44
overtake,hota,9.56053886147636e-44
injury,hota,9.56053886147636e-44
helper,entiy,9.56053886147636e-44
occurred,hota,9.56053886147636e-44
withers,hota,9.56053886147636e-44
Wherever,tawnu,9.909006506858382e-44
confidently,honona,9.909006506858382e-44
stirring,hota,9.909006506858382e-44
intend,hota,9.909006506858382e-44
endless,hota,9.909006506858382e-44
rudiments,hota,9.909006506858382e-44
Root,hota,9.909006506858382e-44
Sivan,wotellu,9.909006506858382e-44
twenty-third,wotellu,9.909006506858382e-44
Save,hota,1.0281478696328117e-43
requested,o'tani,1.0281478696328117e-43
accompany,hota,1.0281478696328117e-43
wet,mere,1.0281478696328117e-43
philosophers,mere,1.0281478696328117e-43
conversing,mere,1.0281478696328117e-43
babbler,mere,1.0281478696328117e-43
advocating,mere,1.0281478696328117e-43
deities,mere,1.0281478696328117e-43
Foods,hota,1.0281478696328117e-43
voluntarily,ina-ama,1.0281478696328117e-43
street,aratni,1.066475193300883e-43
level,mtatanni,1.0678625126143476e-43
rue,hota,1.0678625126143476e-43
herb,hota,1.0678625126143476e-43
bypass,hota,1.0678625126143476e-43
trials,kropna-krieutu,1.0678625126143476e-43
'-God,o'tani,1.0678625126143476e-43
deliverer,o'tani,1.0678625126143476e-43
theater,re,1.0678625126143476e-43
window,namtatna,1.0678625126143476e-43
citizen,hota,1.0678625126143476e-43
sum,hota,1.0678625126143476e-43
barbarian,edonna,1.0678625126143476e-43
Scythian,edonna,1.0678625126143476e-43
wore,mere,1.1103319212128947e-43
Breaking,ra'an,1.1103319212128947e-43
lanes,edonna,1.1103319212128947e-43
woven,edonna,1.1103319212128947e-43
threaten,hota,1.1103319212128947e-43
I-not,mere,1.1103319212128947e-43
Lord-say,mere,1.1103319212128947e-43
spy,hota,1.1103319212128947e-43
tilled,Riy,1.1103319212128947e-43
binges,Miy,1.1103319212128947e-43
carousings,Miy,1.1103319212128947e-43
forbids,mere,1.1103319212128947e-43
Patmos,reiniande,1.1103319212128947e-43
Prophecy,Nalharia,1.1103319212128947e-43
endanger,aghi,1.1103319212128947e-43
Leah,honona,1.1103319212128947e-43
treat,honona,1.1103319212128947e-43
Ephrathah,honona,1.1103319212128947e-43
starting,kokokanni,1.1558765787278683e-43
Doubtless,hota,1.1558765787278683e-43
consenting,rwen,1.1558765787278683e-43
granting,rhi,1.1558765787278683e-43
Jewess,pesiay,1.1558765787278683e-43
deprive,hota,1.1558765787278683e-43
Colossae,wamueheni,1.1558765787278683e-43
belief,hota,1.1558765787278683e-43
bridle,hota,1.1558765787278683e-43
swelling,Emkade,1.1558765787278683e-43
emptiness,Emkade,1.1558765787278683e-43
escaping,Emkade,1.1558765787278683e-43
Antipas,mrieher,1.1558765787278683e-43
Witness,hota,1.1558765787278683e-43
Teresh,mere,1.1558765787278683e-43
devoted,hota,1.2047342446302915e-43
distribute,re'emu-tniarmu,1.2047342446302915e-43
proselytes,re,1.2047342446302915e-43
oppressed,tut,1.2047342446302915e-43
frightened,hota,1.2047342446302915e-43
school,hota,1.2047342446302915e-43
world-how,hota,1.2047342446302915e-43
deceitfully,hota,1.2047342446302915e-43
self-abasement,mere,1.2047342446302915e-43
indulgence,wamueheni,1.2047342446302915e-43
Persians,hota,1.2047342446302915e-43
estate,hota,1.2047342446302915e-43
Shaashgaz,edonna,1.2047342446302915e-43
concubines,edonna,1.2047342446302915e-43
delighted,edonna,1.2047342446302915e-43
imprisoned,kwahu'ru,1.2260026496707741e-43
Hypocrites,hota,1.257164764701308e-43
shrinks,hota,1.257164764701308e-43
attendant,Riy,1.257164764701308e-43
sycamore,hota,1.257164764701308e-43
devours,hota,1.257164764701308e-43
whisperings,hota,1.257164764701308e-43
forewarn,namkek,1.257164764701308e-43
memories,wialmi,1.257164764701308e-43
swear-not,hota,1.257164764701308e-43
daytime,hota,1.257164764701308e-43
spots,hota,1.257164764701308e-43
defects,hota,1.257164764701308e-43
saves,Yawalliohora,1.2871867188006046e-43
invite,Riy,1.313714996300364e-43
prophetess,nabi,1.313714996300364e-43
Wonder,hota,1.313714996300364e-43
declares,hota,1.313714996300364e-43
teachings,klierat,1.313714996300364e-43
occupied,klierat,1.313714996300364e-43
twist,hota,1.313714996300364e-43
array,kmou-kwitna,1.313714996300364e-43
fragrances,nenenan,1.313714996300364e-43
beautifying,nenenan,1.313714996300364e-43
shade,namtatna,1.313714996300364e-43
infirmity,dewade,1.3729462782495402e-43
coats,woru,1.3748697491545418e-43
divorced,edonna,1.3748697491545418e-43
nard-very,welli,1.3748697491545418e-43
mammon,hota,1.3748697491545418e-43
principal,imam-imam,1.3748697491545418e-43
counsels,edonna,1.3748697491545418e-43
travels,mere,1.3748697491545418e-43
speak-not,wonikri-woliamni,1.3748697491545418e-43
enticing,hota,1.3748697491545418e-43
antichrists,hota,1.3748697491545418e-43
contending,hota,1.3748697491545418e-43
shuts,nho'la,1.3748697491545418e-43
joyful,edonna,1.3748697491545418e-43
slaves,hota,1.3748697491545418e-43
compensated,hota,1.3748697491545418e-43
lives-to,hota,1.3748697491545418e-43
fleeing,Riy,1.3748697491545418e-43
wailing,mat,1.376382937979897e-43
gluttonous,kirkirni-ralma-rior,1.4408871477872575e-43
mill,hota,1.4408871477872575e-43
affirmed,mere,1.4408871477872575e-43
embarked,hota,1.4408871477872575e-43
boasted,Emkade,1.4408871477872575e-43
purges,Emkade,1.4408871477872575e-43
feeling,edonna,1.4408871477872575e-43
Levitical,hota,1.4408871477872575e-43
hearer,hota,1.4408871477872575e-43
practices,u-ktowar,1.4408871477872575e-43
refined,emeka,1.4408871477872575e-43
grieves,mimpiei,1.4408871477872575e-43
seriously,mimpiei,1.4408871477872575e-43
Wait,mere,1.4408871477872575e-43
sleeper,namkek,1.4408871477872575e-43
Raca,hota,1.5124925703476792e-43
strive,edonna,1.5124925703476792e-43
Abiathar,nler,1.5124925703476792e-43
Bush,hota,1.5124925703476792e-43
came-and,maka,1.5124925703476792e-43
disobeyed,edonna,1.5124925703476792e-43
heel,hota,1.5124925703476792e-43
unpersuaded,ramehra,1.5124925703476792e-43
Assaulting,ramehra,1.5124925703476792e-43
expenses,mandadata,1.5124925703476792e-43
shave,mandadata,1.5124925703476792e-43
divinity,niana,1.5124925703476792e-43
groanings,hota,1.5124925703476792e-43
proportion,hota,1.5124925703476792e-43
everything-in,hota,1.5124925703476792e-43
Once,watu,1.5124925703476792e-43
translation,pesiay,1.5124925703476792e-43
slowness,nler,1.5124925703476792e-43
Revelation,Nalharia,1.5124925703476792e-43
shattering,hota,1.5124925703476792e-43
Ephrathites,maka,1.5124925703476792e-43
portions,maka,1.5124925703476792e-43
Harbonah,hota,1.5124925703476792e-43
Hang,hota,1.5124925703476792e-43
talks,Yehudi,1.5124925703476792e-43
fame,la,1.5164301676889274e-43
sells,nade,1.5903577624374315e-43
leased,maka,1.5903577624374315e-43
nevertheless,kropna-krieutu,1.5903577624374315e-43
groomsmen,hota,1.5903577624374315e-43
carousing,hota,1.5903577624374315e-43
proofs,Nakot,1.5903577624374315e-43
tiresome,hota,1.5903577624374315e-43
exercised,pesiay,1.5903577624374315e-43
Previously,maka,1.5903577624374315e-43
Sacrifices,maka,1.5903577624374315e-43
submit,hota,1.5903577624374315e-43
forgets,hota,1.5903577624374315e-43
employ,hota,1.5903577624374315e-43
managers,hota,1.5903577624374315e-43
briefly,mak,1.5903577624374315e-43
reputation,maka,1.5903577624374315e-43
earth-to,unut,1.5903577624374315e-43
plotted,maka,1.5903577624374315e-43
likely,yohya,1.5903577624374315e-43
lighten,yohya,1.5903577624374315e-43
innermost,yohya,1.5903577624374315e-43
disfigure,emeknekama,1.675244288869434e-43
chicks,hiwi,1.675244288869434e-43
Idumaea,rma,1.675244288869434e-43
Soon,hota,1.675244288869434e-43
Standing,nhuria,1.675244288869434e-43
brood,hiwi,1.675244288869434e-43
unlawful,aghi,1.675244288869434e-43
squads,yatiaka,1.675244288869434e-43
futile,niana,1.675244288869434e-43
peddling,rahak,1.675244288869434e-43
arrange,hota,1.675244288869434e-43
generous,hota,1.675244288869434e-43
create,hota,1.675244288869434e-43
dominions,niana,1.675244288869434e-43
ligaments,naruri-nalai,1.675244288869434e-43
overlaid,watu,1.675244288869434e-43
budded,watu,1.675244288869434e-43
plundering,hota,1.675244288869434e-43
outcome,katu,1.675244288869434e-43
watches,hota,1.675244288869434e-43
Parshandatha,rwenan,1.675244288869434e-43
Dalphon,rwenan,1.675244288869434e-43
Aspatha,rwenan,1.675244288869434e-43
Poratha,rwenan,1.675244288869434e-43
Adalia,rwenan,1.675244288869434e-43
Aridatha,rwenan,1.675244288869434e-43
Parmashta,rwenan,1.675244288869434e-43
Arisai,rwenan,1.675244288869434e-43
Aridai,rwenan,1.675244288869434e-43
Vaizatha,rwenan,1.675244288869434e-43
Freely,maka,1.7680177411354253e-43
flax,mormiorni,1.7680177411354253e-43
anybody,namkek,1.7680177411354253e-43
cups,maka,1.7680177411354253e-43
pitchers,maka,1.7680177411354253e-43
premeditate,rteplu,1.7680177411354253e-43
purses,Emkade,1.7680177411354253e-43
approaches,Emkade,1.7680177411354253e-43
hinder,maka,1.7680177411354253e-43
exacted,hota,1.7680177411354253e-43
pretended,hota,1.7680177411354253e-43
rebuking,hota,1.7680177411354253e-43
sworn,maka,1.7680177411354253e-43
upside,meni-meni,1.7680177411354253e-43
clerk,watu,1.7680177411354253e-43
quieted,watu,1.7680177411354253e-43
instruments,do,1.7680177411354253e-43
figure,hota,1.7680177411354253e-43
transferred,hota,1.7680177411354253e-43
sentenced,i-hepru,1.7680177411354253e-43
radiance,niana,1.7680177411354253e-43
substance,niana,1.7680177411354253e-43
errors,maka,1.7680177411354253e-43
liberally,hota,1.7680177411354253e-43
blood-,kdenrer,1.7680177411354253e-43
accuser,lelera-melmela,1.7680177411354253e-43
Over,hota,1.7680177411354253e-43
Mehuman,maka,1.7680177411354253e-43
Biztha,maka,1.7680177411354253e-43
Harbona,maka,1.7680177411354253e-43
Bigtha,maka,1.7680177411354253e-43
Abagtha,maka,1.7680177411354253e-43
Zethar,maka,1.7680177411354253e-43
Carcass,maka,1.7680177411354253e-43
prosecutor,hota,1.8696644920322132e-43
fatlings,ha,1.8696644920322132e-43
Throw,nler,1.8696644920322132e-43
bowing,watu,1.8696644920322132e-43
farms,itdella,1.8696644920322132e-43
magistrate,hota,1.8696644920322132e-43
concerns,hota,1.8696644920322132e-43
perverts,maka,1.8696644920322132e-43
Glorify,niana,1.8696644920322132e-43
reporting,maka,1.8696644920322132e-43
objects,maka,1.8696644920322132e-43
TO,maka,1.8696644920322132e-43
AN,maka,1.8696644920322132e-43
UNKNOWN,maka,1.8696644920322132e-43
GOD,maka,1.8696644920322132e-43
strict,maka,1.8696644920322132e-43
examination,ktoran,1.8696644920322132e-43
remnant,hota,1.8696644920322132e-43
richness,rma,1.8696644920322132e-43
reasonably,hononmi,1.8696644920322132e-43
apportioned,hononmi,1.8696644920322132e-43
creates,niana,1.8696644920322132e-43
dimly,hota,1.8696644920322132e-43
triumph,niana,1.8696644920322132e-43
important-whatever,maka,1.8696644920322132e-43
man-they,maka,1.8696644920322132e-43
imparted,maka,1.8696644920322132e-43
evangelists,maka,1.8696644920322132e-43
self-pleasing,hota,1.8696644920322132e-43
alien,mere,1.8696644920322132e-43
deceptive,maka,1.8696644920322132e-43
chiefly,hota,1.8696644920322132e-43
Daring,hota,1.8696644920322132e-43
self-willed,hota,1.8696644920322132e-43
restorer,hota,1.8696644920322132e-43
sustain,hota,1.8696644920322132e-43
noticed,rwaliria,1.8822333026265467e-43
salted,niana,1.981509640210417e-43
anticipated,mutnu-rahanu,1.981509640210417e-43
toll,mutnu-rahanu,1.981509640210417e-43
hook,hota,1.981509640210417e-43
shouting,maka,1.981509640210417e-43
fists,killi,1.981509640210417e-43
entered-into,tawnu,1.981509640210417e-43
country-they,tawnu,1.981509640210417e-43
priestly,maka,1.981509640210417e-43
nursed,hota,1.981509640210417e-43
property,Nla'awa,1.981509640210417e-43
worshiper,niana,1.981509640210417e-43
leaned,namkek,1.981509640210417e-43
somebody,edonna,1.981509640210417e-43
Prochorus,maka,1.981509640210417e-43
Nicanor,maka,1.981509640210417e-43
Timon,maka,1.981509640210417e-43
Parmenas,maka,1.981509640210417e-43
Nicolaus,maka,1.981509640210417e-43
conversion,Makpesiay,1.981509640210417e-43
petitioned,hadi,1.981509640210417e-43
Market,naruri-nalai,1.981509640210417e-43
Taverns,naruri-nalai,1.981509640210417e-43
thanked,naruri-nalai,1.981509640210417e-43
impart,aghi,1.981509640210417e-43
exchanged,niana,1.981509640210417e-43
twinkling,hota,1.981509640210417e-43
Break,niana,1.981509640210417e-43
workmanship,hota,1.981509640210417e-43
admired,hota,1.981509640210417e-43
gluttons,ta'ohpa-talahara,1.981509640210417e-43
assembling,mliernohora,1.981509640210417e-43
Jude,maka,1.981509640210417e-43
lie-behold,hota,1.981509640210417e-43
blasts,hota,1.981509640210417e-43
unmixed,hota,1.981509640210417e-43
painful,maka,1.981509640210417e-43
sore,maka,1.981509640210417e-43
wantonly,hota,1.981509640210417e-43
yielding,ora-au,1.981509640210417e-43
phylacteries,tawnu,2.1046706598045952e-43
Barachiah,hota,2.1046706598045952e-43
quaked,mtatande,2.1046706598045952e-43
ointments,rma,2.1046706598045952e-43
surpassed,hota,2.1046706598045952e-43
fasten,namkek,2.1046706598045952e-43
Blastus,nawunu-nawenan,2.1046706598045952e-43
personal,nawunu-nawenan,2.1046706598045952e-43
aide,nawunu-nawenan,2.1046706598045952e-43
depended,nawunu-nawenan,2.1046706598045952e-43
disrepute,hota,2.1046706598045952e-43
warring,hota,2.1046706598045952e-43
revenge,hota,2.1046706598045952e-43
News-not,kirkirni-ralma-rior,2.1046706598045952e-43
insofar,Emkade,2.1046706598045952e-43
slanderer,niana,2.1046706598045952e-43
extortionist,niana,2.1046706598045952e-43
interprets,maka,2.1046706598045952e-43
Philippians,awuaran,2.1046706598045952e-43
grandchildren,hota,2.1046706598045952e-43
piety,hota,2.1046706598045952e-43
Apostle,niana,2.1046706598045952e-43
Priest,niana,2.1046706598045952e-43
world-the,maka,2.1046706598045952e-43
life-is,maka,2.1046706598045952e-43
fatally,emeknekama,2.1046706598045952e-43
responsible,undi,2.1046706598045952e-43
engaged,hota,2.2410824791140838e-43
leap,hota,2.2410824791140838e-43
stall,mere,2.2410824791140838e-43
fox,hota,2.2410824791140838e-43
cures,hota,2.2410824791140838e-43
envoy,hota,2.2410824791140838e-43
cors,hota,2.2410824791140838e-43
pound,narwastu,2.2410824791140838e-43
nard,narwastu,2.2410824791140838e-43
rushing,emeknekama,2.2410824791140838e-43
annoyed,hegana,2.2410824791140838e-43
pomp,lirni,2.2410824791140838e-43
heirs-heirs,hota,2.2410824791140838e-43
reply,hota,2.2410824791140838e-43
attained,maka,2.2410824791140838e-43
summed,honona,2.2410824791140838e-43
requires,hota,2.2410824791140838e-43
childish,Tamkek,2.2410824791140838e-43
us-by,hota,2.2410824791140838e-43
Timothy-was,hota,2.2410824791140838e-43
reckoning,hota,2.2410824791140838e-43
sowing,hota,2.2410824791140838e-43
uprightly,mere,2.2410824791140838e-43
commonwealth,miwniatiehra,2.2410824791140838e-43
obsessed,maka,2.2410824791140838e-43
battles,maka,2.2410824791140838e-43
chaste,katu,2.2410824791140838e-43
insist,maka,2.2410824791140838e-43
active,Nawerta-nataili,2.2410824791140838e-43
sharper,Nawerta-nataili,2.2410824791140838e-43
dividing,Nawerta-nataili,2.2410824791140838e-43
marrow,Nawerta-nataili,2.2410824791140838e-43
intentions,Nawerta-nataili,2.2410824791140838e-43
pits,hota,2.2410824791140838e-43
riotously,maka,2.2410824791140838e-43
Korah,maka,2.2410824791140838e-43
reverse,hota,2.2410824791140838e-43
Answer,hota,2.3079484170028695e-43
whitened,mere,2.3923089770258463e-43
dresser,Tamkek,2.3923089770258463e-43
garlands,mak,2.3923089770258463e-43
seller,welli,2.3923089770258463e-43
demonstrating,hota,2.3923089770258463e-43
arts,welli,2.3923089770258463e-43
inform,o'tani,2.3923089770258463e-43
accusations,rma,2.3923089770258463e-43
instigator,nana-mreran,2.3923089770258463e-43
insurrections,nana-mreran,2.3923089770258463e-43
ringleader,nana-mreran,2.3923089770258463e-43
Nazarenes,nana-mreran,2.3923089770258463e-43
unaware,maka,2.3923089770258463e-43
vile,hota,2.3923089770258463e-43
disappoint,hota,2.3923089770258463e-43
treasurer,Emkade,2.3923089770258463e-43
Things,maka,2.3923089770258463e-43
possess,hota,2.3923089770258463e-43
threshes,hota,2.3923089770258463e-43
brag,kalwiedweda,2.3923089770258463e-43
fickleness,hota,2.3923089770258463e-43
sufficiency,mere,2.3923089770258463e-43
unclothed,hota,2.3923089770258463e-43
gloriously,Emkade,2.3923089770258463e-43
wrinkle,Emkade,2.3923089770258463e-43
gaining,aghi,2.3923089770258463e-43
rapidly,la'awa,2.3923089770258463e-43
lying-a,pesiay,2.3923089770258463e-43
relieved,kanin,2.3923089770258463e-43
sets,hota,2.3923089770258463e-43
mowed,edonna,2.3923089770258463e-43
fraud,edonna,2.3923089770258463e-43
Father-to,hairi,2.3923089770258463e-43
hyacinth,maka,2.3923089770258463e-43
resembled,maka,2.3923089770258463e-43
Lightnings,maka,2.3923089770258463e-43
scarlet-colored,Nodi,2.3923089770258463e-43
execution,hota,2.3923089770258463e-43
conquered,hota,2.3923089770258463e-43
spilled,ulit,2.4477249437155943e-43
decide,plolmu-halmu,2.4723249883760347e-43
Guards,katiaka,2.50142107091003e-43
torments,maka,2.561156716294362e-43
epileptics,maka,2.561156716294362e-43
paralytics,maka,2.561156716294362e-43
sins-,hota,2.561156716294362e-43
ruined,Emkade,2.561156716294362e-43
recovering,hota,2.561156716294362e-43
Rebuking,maka,2.561156716294362e-43
Chuzas,o'tani,2.561156716294362e-43
ease,hota,2.561156716294362e-43
conducting,rma,2.561156716294362e-43
Enon,rma,2.561156716294362e-43
gardener,pede,2.561156716294362e-43
cots,u'ti,2.561156716294362e-43
mattresses,u'ti,2.561156716294362e-43
oppress,maka,2.561156716294362e-43
real,ndarat,2.561156716294362e-43
beckoning,re,2.561156716294362e-43
fulfilling,hota,2.561156716294362e-43
untie,hota,2.561156716294362e-43
fortune,hota,2.561156716294362e-43
recently,maka,2.561156716294362e-43
Rid,la'awa,2.561156716294362e-43
Lest,tlinni,2.561156716294362e-43
inappropriate,mere,2.561156716294362e-43
trickery,Emkade,2.561156716294362e-43
excellency,unut,2.561156716294362e-43
handwriting,Emkade,2.561156716294362e-43
cousin,Emkade,2.561156716294362e-43
Charge,ta'ana-temnia,2.561156716294362e-43
uncertainty,ta'ana-temnia,2.561156716294362e-43
instructing,mormiorni,2.561156716294362e-43
embraced,makahulti-kahamar,2.561156716294362e-43
action,pitga,2.561156716294362e-43
