verse,source_text,target_text,pred_text
GEN 1:12,"the earth produced vegetation, plants producing seed after their kind, and trees bearing fruit whose seed was in it, after their kind. god saw that it was good.","ètu dedha-rai, ana aaj'u se hua-hela ka madhutu rupa rèngu. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","Èle èèna ka, dhèu aaꞌi-aaꞌi ètu rai-haha, aaꞌi-aaꞌi ètu rai-haha ne, aaꞌi-aaꞌi ètu rai-haha ne, aaꞌi-aaꞌi ètu rai-haha ne, aaꞌi-aaꞌi ètu rai-haha ne, aaꞌi-aaꞌi ètu rai-haha ne, aaꞌi-aaꞌi ètu rai-haha ne, aaꞌi-aaꞌi ètu rai-haha ne, aaꞌi-aaꞌi ètu rai-haha ne, aaꞌi-aaꞌi ètu rai-haha ne, aaꞌi-aaꞌi ètu rai-haha ne, aaꞌi-aaꞌi ètu rai-haha ne, aaꞌi-aaꞌi ètu rai-haha ne. Èle èèna ka dhu beꞌa."
GEN 1:13,"this was evening and morning, the third day.","ne'e ne, lod'o ka tèlu kèna.","Èle èèna ka, bèli-camèdꞌa madꞌae dènge bèli-camèdꞌa."
GEN 1:14-15,"god said, let there be lights in the sky to divide the day from the night and let them be as signs, for seasons, for days and years. let them be lights in the sky to give light upon the earth. it was so.","hèia ama lamatua lii hari, aku nèngu na, re bèka dedha, hud'i abhu ku mèdha dhu saraa, ho pasaraa rai-haha ne. hud'i abhu mèdha dhu pasaraa re mèu, aa abhu kahèi dhu pasaraa re mèda. rèngu aa'i-aa'i se, j'aj'i tadha, ho sèna ka bisa ige lod'o, hèru, dènge tèu. ropa padhai lii nare sèmi ne'e, mèdha dhu heo aa'i-aa'i ra j'aj'i dènge ka.","Èle èèna ka, Ama Lamatua peka hari, aku Nèngu na, ""Sèmi neꞌe: abhu mèdha-panyau ètu dedha-liru, sèna ka paꞌèci lodꞌo dènge lodꞌo. Aa mèdha-panyau ètu dedha-liru, sèna ka paꞌèci lodꞌo dènge lodꞌo. Aa mèdha-panyau ètu dedha-liru, sèna ka paꞌèci dènge rai-haha."" Hèia jꞌajꞌi sèmi èèna."
GEN 1:16,"god made the two great lights, the greater light to rule the day, and the lesser light to rule the night. he made the stars also.","ka na tao ka mèdha kapai dua dhu pasaraa rai-haha. dhu kapai risi, pasaraa re mèu; aa dhu ako ana iiki, pasaraa re mèda. aa na tao hua-hètu kahèi.","Èle èèna ka, Ama Lamatua pajꞌajꞌi saraa dhu kapai. Lamatua pajꞌajꞌi saraa dhu kapai, sèna ka paredha lodꞌo. Aa Lamatua pajꞌajꞌi saraa dhu kapai, sèna ka paredha lodꞌo. Aa Lamatua pajꞌajꞌi saraa dhu kapai, sèna ka paredha lodꞌo. Lamatua pajꞌajꞌi saraa dhu kapai, sèna ka paredha lodꞌo. Lamatua pajꞌajꞌi saraa dhu kapai, sèna ka paredha lodꞌo. Lamatua pajꞌajꞌi saraa dhu kapai sèra kahèi."
GEN 1:17,"god set them in the sky to give light upon the earth,","na tèke mèdha dhu saraa sèra ètu dedha-liru, sèna ka loti mai asa rai-haha.","Lamatua pajꞌujꞌu rèngu ètu dedha-liru, sèna ka jꞌajꞌi saraa ètu rai-haha."
GEN 1:18,"to rule over the day and over the night, and to divide the light from the darkness. god saw that it was good.","ka mèdha se, pasaraa ka re mèu, aa pasaraa re mèda. dènge j'ara ne'e, na hag'e eele saraa nèti maroga. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","sèna ka paredha lodꞌo dènge mèda, sèna ka pamaꞌète aaꞌi mèu-mèu. Èle èèna ka, Ama Lamatua ladhe-leru aaꞌi mèu-mèu, sèna ka pamaꞌète aaꞌi mèu-mèu. Èle èèna ka, Ama Lamatua ladhe-leru aaꞌi mèu-mèu."
GEN 1:19,"this was evening and morning, the fourth day.","ne'e ne, lod'o ka èpa kèna.","Jꞌajꞌi madꞌae dènge bèli-camèdꞌa, jꞌajꞌi lodꞌo ka èpa."
GEN 1:20,"god said, let the waters be filled with great numbers of living creatures, and let birds fly above the earth in the expanse of the sky.","hèia ama lamatua padhai lii hari, peka na, hud'i abhu ku ae-ae dhu mamuri ètu d'ara èi. dènge hud'i abhu ku rupa-rupa manu-bhui dhu lela ètu dedha rai-haha ne.","Èle èèna ka, Ama Lamatua peka dènge dhèu aaꞌi-aaꞌi sèra, aku Nèngu na, ""Dhèu aaꞌi-aaꞌi sèra jꞌajꞌi ngiꞌu aaꞌi-aaꞌi dhu mamuri ètu dedha-liru. Aa manu-bhui sèra manu-bhui ètu dedha-liru ètu dedha-liru."""
GEN 1:21,"god created the great sea creatures, as well as every living creature after its kind, creatures that move and which fill the waters everywhere, and every winged bird after its kind. god saw that it was good.","ka na tao ka i'a aa'i-aa'i dènge badha kapai dhu mamuri ètu d'ara èi. na paj'aj'i kahèi manu-bhui aa'i-aa'i. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","Èle èèna ka, Ama Lamatua pajꞌajꞌi badha aaꞌi-aaꞌi ètu dꞌara dhasi, dènge badha aaꞌi-aaꞌi ètu dꞌara dhasi, dènge badha aaꞌi-aaꞌi ètu dꞌara dhasi, dènge badha aaꞌi-aaꞌi ètu dꞌara dhasi, dènge badha aaꞌi-aaꞌi ètu dꞌara dhasi, dènge badha aaꞌi-aaꞌi ètu dꞌara dhasi, dènge badha aaꞌi-aaꞌi ètu dꞌara dhasi, dènge badha aaꞌi-aaꞌi ètu dꞌara dhasi, dènge badha aaꞌi-aaꞌi ètu dꞌara dhasi, dènge badha aaꞌi-aaꞌi ètu dꞌara dhasi, dènge badha aaꞌi-aaꞌi ètu dꞌara dhasi."
GEN 1:22,"god blessed them, saying, be fruitful and multiply, and fill the waters in the seas. let birds multiply on the earth.","ka na padhai lii ho sèna ka hia berkat mi aa'i-aa'i dhu mamuri, peka na, i'a se, hud'i laa bèba-kacanga sèna ka papènu èi ètu mia-mia. aa manu-bhui, asa tabha kahèi.","Èle èèna ka, Ama Lamatua bꞌala si, ka Na peka dènge si, aku Nèngu na, ""Bèli-camèdꞌa miu jꞌajꞌi dhèu ae-ae, aa jꞌajꞌi dhèu ae-ae ètu dꞌara dhasi, aa manu-bhui jꞌajꞌi dhèu ae-ae ètu rai-haha."""
GEN 1:23,"this was evening and morning, the fifth day.","ne'e ne, lod'o ka lèmi kèna.","Èle èèna ka, bèli-camèdꞌa madꞌae dènge bèli-camèdꞌa."
GEN 1:24-25,"god said, let the earth produce living creatures, each according to its own kind, livestock, creeping things, and beasts of the earth, each according to its own kind. it was so. god made the beasts of the earth after their kind, the livestock after their kinds, and everything that creeps upon the ground after its kind. he saw that it was good.","ka ama lamatua peka hari, na, hud'i abhu ku rupa-rupa badha dhu mamuri ètu rai-dedha. sèmi: badha-manu dhu ani, badha hui, dènge badha dhu rod'o, èci-èci ka dènge rupa na. ropa padhai lii nare sèmi ne'e, badha aa'i-aa'i ra j'aj'i dènge ka. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","Èle èèna ka, Ama Lamatua peka dènge dhèu aaꞌi-aaꞌi sèra, aku Nèngu na, ""Dhèu aaꞌi-aaꞌi sèra tao badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi."
GEN 1:26,"god said, let us make man in our image, after our likeness. let them have dominion over the fish of the sea, over the birds of the sky, over the livestock, over all the earth, and over every creeping thing that creeps on the earth.","ka ama lamatua peka hari, aku nèngu na, hua iia, mai ta paj'aj'i dhèu, madhutu rupa èdhi. hud'i laa ra leru dènge ator i'a aa'i-aa'i ètu d'ara dhasi, manu-bhui aa'i-aa'i ètu dedha-liru, badha-manu dhu ani, dènge badha leo aa'i-aa'i ra dhu mamuri ètu rai-haha ne.","Èle èèna ka, Ama Lamatua peka dènge dhèu aaꞌi-aaꞌi, aku Nèngu na, ""Ladhe sèmi èèna, èdhi tao dhèu èci dènge èdhi, nuka sèmi èdhi. Rèngu hudꞌi paredha iꞌa-iꞌa ètu dꞌara dhasi, manu-bhui ètu dedha-liru, badha aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi!"""
GEN 1:27,god created man in his own image. in his own image he created him. male and female he created them.,"hèia na paj'aj'i dhèu rai-haha ne madhutu rupa na. na paj'aj'i si, dhèu mone dènge dhèu bhèni.","Èle èèna ka, Ama Lamatua pajꞌajꞌi dhèu rai-haha, madhutu dadꞌèi Na. Ama Lamatua pajꞌajꞌi dhèu rai-haha, dhèu mone dènge dhèu bhèni."
GEN 1:28,"god blessed them and said to them, be fruitful, and multiply. fill the earth, and subdue it. have dominion over the fish of the sea, over the birds of the sky, and over every living thing that moves upon the earth.","ka na padhai lii ho sèna ka hia berkat mi rèngu, aku nèngu na, miu hud'i bèba-kacanga ku, sèna ka pea papènu rai-haha ne, ho mi ator ne. ja'a hia miu koasa, sèna ka mi ator i'a, manu-bhui, dènge badha-manu aa'i-aa'i ra ètu rai-haha ne.","Èle èèna ka, Ama Lamatua bꞌala si. Hèia Ama Lamatua peka dènge si, aku Nèngu na, ""Bèli-camèdꞌa miu jꞌajꞌi dhèu ae-ae, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Miu hudꞌi jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Miu hudꞌi jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Miu hudꞌi jꞌajꞌi dhèu aaꞌi-aaꞌi dhu mamuri ètu rai-haha ne. Miu hudꞌi jꞌajꞌi dhèu aaꞌi-aaꞌi dhu mamuri ètu rai-haha ne. Miu hudꞌi jꞌajꞌi dhèu aaꞌi-aaꞌi dhu mamuri ètu rai-haha ne."""
GEN 1:29,"god said, see, i have given you every plant yielding seed which is upon the surface of all the earth, and every tree with fruit which has seed in it. they will be food to you.","mi nanene paie-iie! ja'a hia miu rupa-rupa nganga'a ètu rai-haha ne'e. sèmi: ana aaj'u dhu dènge hua, dhu dènge lamusi, aa dhu dènge rèu mangèru.","Èle èèna ka, Ama Lamatua peka dènge ra, aku Nèngu na, ""Sèmi neꞌe! Jaꞌa hia hua-hela aaꞌi-aaꞌi ètu rai-haha, aa hua-hela aaꞌi-aaꞌi ètu rai-haha ne, sèna ka miu bisa raꞌa."
GEN 1:30,"to every beast of the earth, to every bird of the heavens, and to everything that creeps upon the earth, and to every creature that has the breath of life i have given every green plant for food. it was so.","ja'a hia rupa-rupa ana aaj'u kahèi sèna ka j'aj'i nganga'a badha. nganga'a hia badha-manu dhu ani, badha hui, badha dhu rod'o, dènge manu-bhui. ropa padhai lii nare sèmi ne'e, nganga'a badha sèra aa'i-aa'i ra j'aj'i dènge ka.","Jaꞌa hia badha aaꞌi-aaꞌi ètu rai-haha, manu-bhui aaꞌi-aaꞌi ètu dedha-liru, dènge badha aaꞌi-aaꞌi ètu rai-haha, aa dènge badha aaꞌi-aaꞌi ètu rai-haha, aa dènge badha aaꞌi-aaꞌi ètu rai-haha. Jaꞌa hia dhèu aaꞌi-aaꞌi hua-hela aaꞌi-aaꞌi ho raꞌa-rinu."""
GEN 1:31,"god saw everything that he had made. behold, it was very good. this was evening and morning, the sixth day.","ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a. ne'e ne, lod'o ka èna kèna.","Èle èèna ka, Ama Lamatua ladhe-leru aaꞌi-aaꞌi dhu Na pajꞌajꞌi. Ka Na ladhe-leru aaꞌi-aaꞌi dhu Na pajꞌajꞌi. Èle èèna ka, jꞌajꞌi madꞌae dènge bèli-bèli."
GEN 2:1,"then the heavens and the earth were finished, and all the living things that filled them.","dènge j'ara sèmi èèna ka, ama lamatua paj'aj'i dedha-liru, rai-haha, dènge isi ra aa'i-aa'i.","Lamatua pajꞌujꞌu aaꞌi-aaꞌi ètu dedha-liru dènge rai-haha, dènge aaꞌi-aaꞌi dhu mamuri ètu dedha-liru."
GEN 2:2,"on the seventh day god came to the end of his work which he had done, and so he rested on the seventh day from all his work.","ropa na sab'a èle, asa bèli èèna, lèke dènge lod'o ka pidhu. hèia na ae nèti sasab'a-la'a na.","Èle èèna ka, dꞌai ka pidhu lodꞌo, Ama Lamatua puri-paꞌèle aaꞌi-aaꞌi dhu Na tao. Nèti èèna ka, dꞌai ka pidhu lodꞌo, Lamatua pea ètu dꞌara èmu Na."
GEN 2:3,"god blessed the seventh day and sanctified it, because in it he rested from all his work which he had done in his creation.","dènge j'ara ne'e, na tao lod'o ka pidhu ne, lod'o dhu kapai risi nèti lod'o dhu leo sèra. na tao sèmi èèna, lula na pa'èle aa'i le sasab'a na, ka ètu d'ara lod'o ka pidhu na, na ae.","Èle èèna ka, Ama Lamatua pakabꞌua hari ka pidhu, ho dedꞌe hari ne jꞌajꞌi mola-mèci, lula dꞌai lodꞌo neꞌe, Na pea taruu nèti tao aaꞌi-aaꞌi dhu Na pajꞌajꞌi ètu rai-haha ne."
GEN 2:4,"these were the events concerning the heavens and the earth, when they were created, on the day that yahweh god made the earth and the heavens.","d'ai sange ne'e ka, lii lolo ama lamatua paj'aj'i dedha-liru dènge rai-haha ne. lod'o ama lamatua heka paj'aj'i dedha-liru dènge rai-haha èèna,","Lodꞌo Lamatua pajꞌajꞌi dedha-liru dènge dedha-liru, sèmi neꞌe ka:"
GEN 2:5-6,"no bush of the field was yet in the earth, and no plant of the field had yet sprouted, for yahweh god had not caused it to rain upon the earth, and there was no man to cultivate the ground. but a mist went up from the earth and watered the whole surface of the ground.","dhae abhu mèka ana aaj'u, lula na papuru mèka èj'i. taa èèna, dhoka sèb'u èi di, mai nèti d'ara rai ho pabasa rai re dedha. aa abhu mèka dhèu rai-haha dhu tao oka-tedhe.","Lodꞌo èèna, abhu heka ajꞌu èci sa ètu rai-haha ne. Abhu heka ajꞌu èci sa ètu rai-haha ne. Nèti èèna ka, abhu heka ajꞌu èci sa ètu rai-haha ne."
GEN 2:7,"yahweh god formed man from the dust of the ground, and breathed into his nostrils the breath of life, and man became a living being.","èle èèna ka, ama lamatua nare rai ciki, ka na paj'aj'i dhèu rai-haha. hèia na tiu a'ae na asa d'ara sahènga dhèu na, ka na mamuri dènge ka.","Èle èèna ka, Lamatua pajꞌajꞌi dhèu rai-haha nèti rai-haha. Hèia Na bhèlu asa dꞌara rèhu dhèu neꞌe, ho na hia mamuri. Hèia dhèu ne jꞌajꞌi dhèu aaꞌi-aaꞌi dhu mamuri."
GEN 2:8,"yahweh god planted a garden eastward, in eden, and there he put the man whom he had formed.","hèia ama lamatua bhoke oka cue ètu rai eden, re bèka dhimu. hèia na hia dhèu ne pea ètu d'ara oka na.","Èle èèna ka, Lamatua pajꞌajꞌi hèbꞌa èci ètu hèbꞌa aae Eden. Ètu èèna, Lamatua pajꞌajꞌi dhèu rai-haha dhu Na pajꞌajꞌi le."
GEN 2:9,"out of the ground yahweh god made every tree to grow that is pleasant to the sight and good for food. this included the tree of life that was in the midst of the garden, and the tree of the knowledge of good and evil.","ètu d'ara oka èèna, na pamamuri rupa-rupa aj'u dhu be'a, dhu dhèu bisa ra'a. aa na pamamuri kahèi aj'u dua kapua ètu talora aae oka èèna. ladhe dhèu ra'e hua nèti aj'u èci, na mamuri taa-taa. aa ladhe dhèu ra'e hua nèti aj'u èci hari, ne'a hag'e mia dhu be'a, aa mia dhu karehe.","Èle èèna ka, Lamatua tao ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka."
GEN 2:10,a river went out of eden to water the garden. from there it divided and became four rivers.,"ètu era èèna, abhu loko èci dhu hae nèti d'ara oka èèna. loko èèna, èpa kacanga.","Èle èèna, bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa."
GEN 2:11,"the name of the first is pishon. it is the one which flows throughout the whole land of havilah, where there is gold.","kacanga ka èci na, ngara na pison. nèngu ka dhu hae pale-lème rai hawila dhu abhu hualaa ae-ae.","Ngara aae kapai èci, Pishon. Ngara aae ne, aaꞌi-aaꞌi dhu jꞌajꞌi le ètu rai Havila, ètu rai-haha ne, ètu rai-haha ne, èci èèna ka dènge mèdha-panyau dhu kabꞌua aaꞌi-aaꞌi ètu dꞌara rai-haha ne. Nèti èèna ka, aaꞌi-aaꞌi dhu jꞌajꞌi le ètu rai-haha ne, jꞌajꞌi le mèdha-panyau aaꞌi-aaꞌi dhu kabꞌua aaꞌi-aaꞌi dènge mèdha-panyau aaꞌi-aaꞌi dhu kabꞌua aaꞌi-aaꞌi dènge mèdha-panyau aaꞌi-aaꞌi."
GEN 2:12,the gold of that land is good. there are also bdellium and the onyx stone.,"ètu era èèna ka, abhu poe-pai, aj'u dhu raa na hèu mèngi, dènge hadhu kale'e.","Ètu era neꞌe, abhu mèdha dhu beꞌa. Ètu era neꞌe, abhu mèdha dhu beꞌa, nuka hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu hadhu had"
GEN 2:13,the name of the second river is gihon. this one flows throughout the whole land of cush.,"kacanga ka dua, ngara na gihon. kacanga ne, hae pale-lème rai kus.","Aa aaꞌi-aaꞌi ra ka dua, ngara na Gihon. Aaꞌi-aaꞌi ra ètu rai Kush aaꞌi-aaꞌi ra."
GEN 2:14,"the name of the third river is tigris, which flows east of ashur. the fourth river is the euphrates.","kacanga ka tèlu, ngara na tigris. kacanga ne'e ka, j'aj'i mi too rai asyur re ca bèka dhimu. kacanga ka èpa, ngara na efrat.","Dꞌara aae ka tèlu, ngara na Tigris. Dꞌara aae ka èpa, ngara na Efrat. Nèti èèna ka, bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa. Nèti èèna ka, bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa."
GEN 2:15,yahweh god took the man and put him into the garden of eden to work it and to maintain it.,"ka ama lamatua hia dhèu pea ètu d'ara eden, ho na ladhe-leru oka èèna.","Èle èèna ka, Lamatua dedꞌe dhèu rai-haha ne asa dꞌara oka Eden, ho na sabꞌa dènge ladhe-leru oka ne."
