verse,source_text,target_text
GEN 1:22,"then god blessed them, saying, bring foorth fruite and multiplie, and fill the waters in the seas, and let the foule multiplie in the earth.","ka na padhai lii ho sèna ka hia berkat mi aa'i-aa'i dhu mamuri, peka na, i'a se, hud'i laa bèba-kacanga sèna ka papènu èi ètu mia-mia. aa manu-bhui, asa tabha kahèi."
GEN 1:23,so the euening and the morning were the fifte day.,"ne'e ne, lod'o ka lèmi kèna."
GEN 1:24-25,"moreouer god said, let the earth bring foorth the liuing thing according to his kinde, cattel, and that which creepeth, and the beast of the earth, according to his kinde. and it was so. and god made the beast of the earth according to his kinde, and the cattell according to his kinde, and euery creeping thing of the earth according to his kind: and god saw that it was good.","ka ama lamatua peka hari, na, hud'i abhu ku rupa-rupa badha dhu mamuri ètu rai-dedha. sèmi: badha-manu dhu ani, badha hui, dènge badha dhu rod'o, èci-èci ka dènge rupa na. ropa padhai lii nare sèmi ne'e, badha aa'i-aa'i ra j'aj'i dènge ka. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a."
GEN 1:26,"furthermore god said, let vs make man in our image according to our likenes, and let them rule ouer the fish of the sea, and ouer the foule of the heauen, and ouer the beastes, and ouer all the earth, and ouer euery thing that creepeth and moueth on the earth.","ka ama lamatua peka hari, aku nèngu na, hua iia, mai ta paj'aj'i dhèu, madhutu rupa èdhi. hud'i laa ra leru dènge ator i'a aa'i-aa'i ètu d'ara dhasi, manu-bhui aa'i-aa'i ètu dedha-liru, badha-manu dhu ani, dènge badha leo aa'i-aa'i ra dhu mamuri ètu rai-haha ne."
GEN 1:27,thus god created the man in his image: in the image of god created he him: he created them male and female.,"hèia na paj'aj'i dhèu rai-haha ne madhutu rupa na. na paj'aj'i si, dhèu mone dènge dhèu bhèni."
GEN 1:28,"and god blessed them, and god said to them, bring forth fruite and multiplie, and fill the earth, and subdue it, and rule ouer the fish of the sea, and ouer the foule of the heauen, and ouer euery beast that moueth vpon the earth.","ka na padhai lii ho sèna ka hia berkat mi rèngu, aku nèngu na, miu hud'i bèba-kacanga ku, sèna ka pea papènu rai-haha ne, ho mi ator ne. ja'a hia miu koasa, sèna ka mi ator i'a, manu-bhui, dènge badha-manu aa'i-aa'i ra ètu rai-haha ne."
GEN 1:29,"and god said, beholde, i haue giuen vnto you euery herbe bearing seede, which is vpon al the earth, and euery tree, wherein is the fruite of a tree bearing seede: that shall be to you for meate.","mi nanene paie-iie! ja'a hia miu rupa-rupa nganga'a ètu rai-haha ne'e. sèmi: ana aaj'u dhu dènge hua, dhu dènge lamusi, aa dhu dènge rèu mangèru."
GEN 1:30,"likewise to euery beast of the earth, and to euery foule of the heauen, and to euery thing that moueth vpon the earth, which hath life in it selfe, euery greene herbe shall be for meate. and it was so.","ja'a hia rupa-rupa ana aaj'u kahèi sèna ka j'aj'i nganga'a badha. nganga'a hia badha-manu dhu ani, badha hui, badha dhu rod'o, dènge manu-bhui. ropa padhai lii nare sèmi ne'e, nganga'a badha sèra aa'i-aa'i ra j'aj'i dènge ka."
GEN 1:31,"and god sawe all that he had made, and loe, it was very good. so the euening and the morning were the sixt day.","ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a. ne'e ne, lod'o ka èna kèna."
GEN 2:1,"thus the heauens and the earth were finished, and all the host of them.","dènge j'ara sèmi èèna ka, ama lamatua paj'aj'i dedha-liru, rai-haha, dènge isi ra aa'i-aa'i."
GEN 2:2,"for in the seuenth day god ended his worke which he had made, and the seuenth day he rested from al his worke, which he had made.","ropa na sab'a èle, asa bèli èèna, lèke dènge lod'o ka pidhu. hèia na ae nèti sasab'a-la'a na."
GEN 2:3,"so god blessed the seuenth day, and sanctified it, because that in it he had rested from all his worke, which god had created and made.","dènge j'ara ne'e, na tao lod'o ka pidhu ne, lod'o dhu kapai risi nèti lod'o dhu leo sèra. na tao sèmi èèna, lula na pa'èle aa'i le sasab'a na, ka ètu d'ara lod'o ka pidhu na, na ae."
GEN 2:4,"these are the generations of the heauens and of the earth, when they were created, in the day that the lord god made the earth and the heauens,","d'ai sange ne'e ka, lii lolo ama lamatua paj'aj'i dedha-liru dènge rai-haha ne. lod'o ama lamatua heka paj'aj'i dedha-liru dènge rai-haha èèna,"
GEN 2:5-6,"and euery plant of the fielde, before it was in the earth, and euery herbe of the field, before it grewe: for the lord god had not caused it to raine vpon the earth, neither was there a man to till the ground, but a myst went vp from the earth, and watered all the earth.","dhae abhu mèka ana aaj'u, lula na papuru mèka èj'i. taa èèna, dhoka sèb'u èi di, mai nèti d'ara rai ho pabasa rai re dedha. aa abhu mèka dhèu rai-haha dhu tao oka-tedhe."
GEN 2:7,"the lord god also made the man of the dust of the grounde, and breathed in his face breath of life, and the man was a liuing soule.","èle èèna ka, ama lamatua nare rai ciki, ka na paj'aj'i dhèu rai-haha. hèia na tiu a'ae na asa d'ara sahènga dhèu na, ka na mamuri dènge ka."
GEN 2:8,"and the lord god planted a garden eastward in eden, and there he put the man whom he had made.","hèia ama lamatua bhoke oka cue ètu rai eden, re bèka dhimu. hèia na hia dhèu ne pea ètu d'ara oka na."
GEN 2:9,"for out of the ground made the lord god to grow euery tree pleasant to the sight, and good for meate: the tree of life also in the mids of the garden, and the tree of knowledge of good and of euill.","ètu d'ara oka èèna, na pamamuri rupa-rupa aj'u dhu be'a, dhu dhèu bisa ra'a. aa na pamamuri kahèi aj'u dua kapua ètu talora aae oka èèna. ladhe dhèu ra'e hua nèti aj'u èci, na mamuri taa-taa. aa ladhe dhèu ra'e hua nèti aj'u èci hari, ne'a hag'e mia dhu be'a, aa mia dhu karehe."
GEN 2:10,"and out of eden went a riuer to water the garden, and from thence it was deuided, and became into foure heads.","ètu era èèna, abhu loko èci dhu hae nèti d'ara oka èèna. loko èèna, èpa kacanga."
GEN 2:11,"the name of one is pishon: the same compasseth the whole land of hauilah, where is golde.","kacanga ka èci na, ngara na pison. nèngu ka dhu hae pale-lème rai hawila dhu abhu hualaa ae-ae."
GEN 2:12,"and the golde of that land is good: there is bdelium, and the onix stone.","ètu era èèna ka, abhu poe-pai, aj'u dhu raa na hèu mèngi, dènge hadhu kale'e."
GEN 2:13,and the name of the seconde riuer is gihon: the same compasseth the whole lande of cush.,"kacanga ka dua, ngara na gihon. kacanga ne, hae pale-lème rai kus."
GEN 2:14,the name also of the third riuer is hiddekel: this goeth toward the eastside of asshur: and the fourth riuer is perath,"kacanga ka tèlu, ngara na tigris. kacanga ne'e ka, j'aj'i mi too rai asyur re ca bèka dhimu. kacanga ka èpa, ngara na efrat."
GEN 2:15,"then the lord god tooke the man, and put him into the garden of eden, that he might dresse it and keepe it.","ka ama lamatua hia dhèu pea ètu d'ara eden, ho na ladhe-leru oka èèna."
GEN 2:16,"and the lord god commanded the man, saying, thou shalt eate freely of euery tree of the garden,","hèia na hia paredha mi dhèu ne, aku nèngu na, hua aaj'u aa'i-aa'i ètu d'ara oka ne, èu bisa mu'a."
GEN 2:17,"but of the tree of knowledge of good and euill, thou shalt not eate of it: for in the day that thou eatest thereof, thou shalt die the death.","te ngaa èci dhu èu bisa boe mu'a. nuka hua nèti aj'u dhu ne'a hag'e mia dhu be'a, aa mia dhu karehe. ladhe mu'a, èu madhe dènge."
GEN 2:18,"also the lord god saide, it is not good that the man should be himself alone: i wil make him an helpe meete for him.","ka ama lamatua tuhu haru lii na, aku nèngu na, babe'a na aad'o, ladhe dhèu ne mamuri mesa na. de ja'a neo paj'aj'i hia ne, anga ca dhèu dhu pamèci dènge ne."
GEN 2:19-20,"so the lord god formed of the earth euery beast of the fielde, and euery foule of the heauen, and brought them vnto the man to see howe he would call them: for howsoeuer the man named the liuing creature, so was the name thereof. the man therefore gaue names vnto all cattell, and to the foule of the heauen, and to euery beast of the fielde: but for adam founde he not an helpe meete for him.","lod'o èèna, ama lamatua nare rai ciki, ka na tao rupa-rupa badha dènge manu-bhui. hèia na pangèd'u si asa dhèu ne, sèna ka na pangare si. ka dhèu ne pangare badha se dènge manu-bhui aa'i-aa'i ra, èci-èci ka dènge ngara ra. te ngaa dhèu ne abhu mèka anga dhu pamèci dènge nèngu."
GEN 2:21,"therefore the lord god caused an heauie sleepe to fall vpon the man, and he slept: and he tooke one of his ribbes, and closed vp the flesh in steade thereof.","hèia ama lamatua pabhèj'i luu dhèu ne'e. ropa na bhèj'i, ama lamatua nare rui karasa na calaa, ka na pakateme hari nu'a deo na."
GEN 2:22,"and the ribbe which the lord god had taken from the man, made he a woman, and brought her to the man.","nèti rui ne, na paj'aj'i bhèni ca dhèu. hèia na pangèd'u bhèni ne mi dhèu èèna."
GEN 2:23,"then the man said, this now is bone of my bones, and flesh of my flesh. she shalbe called woman, because she was taken out of man.","ropa ladhe nèdhi bhèni ne, ka dhèu na peka, aku nèngu na, waaa! ne'e ne ku! sèmi ne'e ku, heka pamèci dènge ja'a kèna! rui na, sama èci èèna ka dènge rui ja'a. aa isi na, sama kahèi dènge isi ja'a. lula nèngu ne, j'aj'i nèti dhèu mone, nèti èèna ka ja'a pangare ne, ‘dhèu bhèni'."
GEN 2:24,"therefore shall man leaue his father and his mother, and shall cleaue to his wife, and they shall be one flesh.","nèti èèna ka, dhèu mone hud'i tèke eele ku ina-ama na, ho la'e mamuri d'ara èci dènge dhèu èmu-kamali na, lula dua ra, j'aj'i le èci."
GEN 2:25,"and they were both naked, the man and his wife, and were not ashamed.","lod'o èèna, dua ra dhu dènge boe mèdha-papake, te ngaa ra makae boe."
GEN 3:1,"now the serpent was more subtill then any beast of the fielde, which the lord god had made: and he said to the woman, yea, hath god in deede said, ye shall not eate of euery tree of the garden?","nèti badha aa'i-aa'i dhu ama lamatua paj'aj'i ètu rai-haha ne, mege ka dhu mèu risi kapod'e-kabèli. ca lod'o, mege karèi bhèni na, aku nèngu na, tare'a, do? ama lamatua kai miu baku mi'a hua aaj'u aa'i-aa'i ètu d'ara oka ne'e."
GEN 3:2-3,"and the woman said vnto the serpent, we eate of the fruite of the trees of the garden, but of the fruite of the tree which is in the middes of the garden, god hath said, ye shall not eate of it, neither shall ye touche it, lest ye die.","ka bhèni na b'ala, aad'o! ji'i bisa nga'a! dhodhoka aj'u ca kapua ètu talora oka ne, ama lamatua kai, baku nga'a hua na. na peka na, ji'i baku nga'a, aa baku g'ag'e hua èèna kahèi, te aad'o na, ji'i madhe!"
GEN 3:4,"then the serpent said to the woman, ye shall not die at all,","te ngaa mege na dhaa, aku nèngu na, waa! sèmi boe èèna! miu se madhe boe!"
GEN 3:5,"but god doeth knowe, that when ye shall eate thereof, your eyes shall be opened, and ye shall be as gods, knowing good and euill.","ama lamatua mema kai tare'a sèmi èèna, lula dhu ne'a le, ladhe mi'e hua aaj'u èèna, miu j'aj'i d'èlu-mèu sèmi nèngu. ho èèna na me'a mia dhu be'a, aa mia dhu karehe."
GEN 3:6,"so the woman seeing that the tree was good for meate, and that it was pleasant to the eyes, and a tree to be desired to get knowledge tooke of the fruite thereof, and did eate, and gaue also to her husband with her, and he did eate.","aa bhèni ne ladhe na aj'u ne be'a titu kèna, dènge hua na ele boe kee. na ngee, ladhe ja'a ku'a hua aj'u ne'e, ja'a d'èlu-mèu. hèia puu nare ka hua aj'u èèna, ka na'e. na'e nare, nèti hia dhèu èmu na, ka na'a kahèi."
GEN 3:7,"then the eyes of them both were opened, and they knewe that they were naked, and they sewed figge tree leaues together, and made them selues breeches.","ra'a rare ka, heka re'a na rèngu dhu pake boe mèdha dhu hutu ua rèngu. nèti èèna ka, ra lui rèu aj'u ho pa'abhe era makae rèngu."
GEN 3:8,"afterward they heard the voyce of the lord god walking in the garden in the coole of the day, and the man and his wife hid themselues from the presence of the lord god among the trees of the garden.","d'ai lod'o nihia, dua ra tadèngi lii core haga ama lamatua ètu d'ara oka èèna. ka dua ra rai lasi lu'u asa ca bèka aj'u, sèna ka lamatua baku nèdhi si."
GEN 3:9,"but the lord god called to the man, and said vnto him, where art thou?","te ngaa ama lamatua paroa mi dhèu mone èèna, aku nèngu na, adam! èu ètu mia?"
GEN 3:10,"who saide, i heard thy voyce in the garden, and was afraide: because i was naked, therefore i hid my selfe.","hèia mone na dhaa, ja'a tadèngi lii lamatua ètu ne'e. te ngaa ja'a makae, lula ja'a pake boe mèdha ètu ua. nèti èèna ka, ja'a rai pahuni iisi."
GEN 3:11,"and he saide, who tolde thee, that thou wast naked? hast thou eaten of the tree, whereof i commanded thee that thou shouldest not eate?","ka lamatua peka na, cee ka dhu peka, na èu dhu pake boe mèdha-papake? de tasamia? tatu èu mu'a le hua aj'u dhu ja'a kai na, sina ma?"
GEN 3:12,"then the man saide, the woman which thou gauest to be with me, she gaue me of the tree, and i did eate.","ka na b'ala, peka na, bhèni dhu èu hia ho pa'anga dènge ja'a èèna, ka dhu hia ja'a ku'a!"
GEN 3:13,"and the lord god saide to the woman, why hast thou done this? and the woman said, the serpent beguiled me, and i did eate.","hèia ama lamatua peka dènge bhèni na, aku nèngu na, nga tao ka, èu ad'u madha j'ara èèna? ka bhèni ne dhaa, peka na, te mege ne ka dhu ag'o ja'a! nèti èèna ka, ja'a ku'a."
GEN 3:14,"then the lord god said to the serpent, because thou hast done this, thou art cursed aboue all cattell, and aboue euery beast of the fielde: vpon thy belly shalt thou goe, and dust shalt thou eate all the dayes of thy life.","èle èèna ka, ama lamatua dhoo mege èèna, aku nèngu na, ja'a huku èu, lula tatao èu. nèti badha aa'i-aa'i, dhoka èu di dhu abhu huku sèmi ne'e. mulai nèti deo ne'e toke èu madhe, èu dhoka rod'o dènge kakara, aa mu'a ètu rai di."
GEN 3:15,"i will also put enimitie betweene thee and the woman, and betweene thy seede and her seede. he shall breake thine head, and thou shalt bruise his heele.","ja'a tao sèna ka, èu loe boe pamusu dènge bhèni ne. aa ana-èpu miu dua mi sèmi èèna kahèi. ana-èpu èu, èèna na kadhi hui tèdhu dhèu. te ngaa ca dhèu nèti ana-èpu bhèni ne, èèna na dhedhe palaho kètu èu."
GEN 3:16,"vnto the woman he said, i will greatly increase thy sorowes, and thy conceptions. in sorowe shalt thou bring foorth children, and thy desire shalbe subiect to thine husband, and he shall rule ouer thee.","èle èèna ka, ama lamatua peka dènge bhèni ne, èèna na, ja'a pasusa tabha èu, ropa èu dènge babia; lod'o mora iisi, èu asa tabha j'èra. masi ka sèmi èèna, d'ara èu d'èi taruu dhèu èmu èu, aa nèngu ka dhu ator èu."
GEN 3:17,"also to adam he said, because thou hast obeyed the voyce of thy wife, and hast eaten of the tree, whereof i commanded thee, saying, thou shalt not eate of it cursed is the earth for thy sake: in sorowe shalt thou eate of it all the dayes of thy life.","ka ama lamatua peka dènge mone ne, èu madhutu boe lii paredha ja'a, te ngaa èu nanene dhoka lii dhèu èmu èu di, ka èu mu'a hua aj'u dhu ja'a kai èèna. nèti èèna ka, èu abhu huku kahèi. aa rai lèke huku kahèi. nèti deo ne'e, toke d'ai èu madhe, hud'i èu kabèli rai, heka èu abhu nganga'a kèna. dènge sab'a bia sèmi ne'e ka, èu heka mamuri kèna."
GEN 3:18,"thornes also, and thistles shall it bring foorth to thee, and thou shalt eate the herbe of the fielde.","masi ka èu sèle rupa-rupa hini èèna ka, te ngaa dhu muri mai dhodhoka dhudhu-sete di."
GEN 3:19,"in the sweate of thy face shalt thou eate bread, till thou returne to the earth: for out of it wast thou taken, because thou art dust, and to dust shalt thou returne.","hud'i èu èi kabhèsu haa ku, heka rai hia èu nganga'a kèna. èu hud'i sab'a bia sèmi èèna ku, toke d'ai lod'o èu madhe. èu ne, ja'a paj'aj'i nèti rai. de ladhe èu madhe, èu j'aj'i hari rai."
GEN 3:20,"and the man called his wiues name heuah, because she was the mother of all liuing","èle èèna ka, adam pangare dhèu èmu na ‘hawa' dhu sasoa na ‘dhu mamuri', te nèngu ka j'aj'i ina nèti dhèu dhu mamuri aa'i-aa'i."
GEN 3:21,"vnto adam also and to his wife did the lord god make coates of skinnes, and clothed them.","hèia ama lamatua tao mèdha-papake nèti ka'uri badha, ka papake dua ra."
GEN 3:22,"and the lord god said, beholde, the man is become as one of vs, to knowe good and euill. and nowe lest he put foorth his hand, and take also of ye tree of life and eate and liue for euer,","ka ama lamatua peka, limuri ne, dhèu re'a le, mia dhu be'a dènge mia dhu karehe, sèmi èdhi kahèi. de mage dhoka, rèngu ra'a hua aj'u dhu èci hari na, dhu hia mamuri taa-taa."
GEN 3:23,"therefore the lord god sent him foorth from the garden of eden, to till ye earth, whence he was taken.","èle èèna ka, na babèga eele si nèti d'ara oka eden èèna, ho lasi asa era leo, sèna ka ra mamuri dènge sab'e oka-tedhe. lula dhèu j'aj'i nèti rai, de mamuri kahèi nèti rai."
GEN 3:24,"thus he cast out man, and at the east side of the garden of eden he set the cherubims, and the blade of a sworde shaken, to keepe the way of the tree of life.","babège nare si, ka lamatua paredha ana pajuu na nèti sorga, dhu dènge èla, ho lasi j'aga oka èèna re ca bèka dhimu. rèngu dènge samala dhu heo ha'a-ha'a, dhu seru la'e-mai. lamatua pua si bèdho eele j'ara la'e sa d'ara, te nèngu d'èi boe dhèu puu rare hua aj'u dhu hia ra mamuri taa-taa èèna."
GEN 4:1,"afterward the man knew heuah his wife, which conceiued and bare kain, and said, i haue obteined a man by the lord.","hèia adam j'unu dènge dhèu èmu na, hawa. ka bhèni ne dènge babia. hèia nara iisi ana mone ca dhèu. ka na peka, aku nèngu na, ja'a abhu le ana mone ca dhèu, lula ama lamatua soru nare le ja'a. ka na pangare ana ne, kaen dhu sasoa na ‘abhu'."
GEN 4:2,"and againe she brought foorth his brother habel, and habel was a keeper of sheepe, and kain was a tiller of the ground.","hèia hawa nara iisi hari ana mone èci. ka na pangare ne habel. dua ra kapai ka, habel j'aj'i dhèu madhenge badha. aa a'a na kaen, sab'a oka-tedhe."
GEN 4:3,"and in processe of time it came to passe, that kain brought an oblation vnto the lord of the fruite of the ground.","ca lod'o, kaen nèti isi rai na cahag'e, ka hia lamatua."
GEN 4:4,"and habel also him selfe brought of the first fruites of his sheepe, and of the fat of them, and the lord had respect vnto habel, and to his offering,","habel nèti ana-ana uuru kahib'i-kalèbho na. na roro kahib'i-kalèbho se, ka nèti sisi dhu be'a hia lamatua. d'ara ama lamatua karej'e ropa ladhe nèdhi korban nèti habel ne."
GEN 4:5,"but vnto kain and to his offering he had no regarde: wherefore kain was exceeding wroth, and his countenance fell downe.","te ngaa na d'èi boe korban unu kaen. hèia kaen nasa bia, ka rèhu na mare boe."
GEN 4:6,"then ye lord said vnto kain, why art thou wroth? and why is thy countenance cast downe?","ka lamatua lii dènge kaen, aku nèngu na, kaen! nga tao ka èu nasa sèmi èèna, ka rèhu èu mare boe?"
GEN 4:7,"if thou do well, shalt thou not be accepted? and if thou doest not well, sinne lieth at the doore: also vnto thee his desire shalbe subiect, and thou shalt rule ouer him.","ladhe tatao èu be'a, na ja'a sèmi èu dènge hua iia. de mu pangee uuru ku! ladhe èu tao bhelu, na bhabhelu èèna na'e hari èu, sama sèmi meo neo pacèli maraho. de sèmi èu neo tao bhabhelu, be'a risi core eele ka!"
GEN 4:8,"then kain spake to habel his brother. and when they were in the fielde, kain rose vp against habel his brother, and slewe him.","ca tèka, kaen gale habel, na peka na, mai lati ngad'o oka, we. ropa dua ra d'ai d'ara oka, kaen kalabhe pamadhe ari na."
GEN 4:9,"then the lord said vnto kain, where is habel thy brother? who answered, i cannot tell. am i my brothers keeper?","ka lamatua karèi kaen, aku nèngu na, kaen! ari mu ka mia? hèia kaen dhaa, aku nèngu na, ja'a ke'a boe na ètu mia! èu ngee na, ja'a dhèu kèpe haga na, do?"
GEN 4:10,"againe he said, what hast thou done? the voyce of thy brothers blood cryeth vnto me from the earth.","ka lamatua b'ala, nga tao ka èu bhelu sèmi èèna? baku pangee na, èu pahuni more le raa ari èu ètu d'ara rai, te ja'a dhu kèdhi aa'i-aa'i le!"
GEN 4:11,"now therefore thou art cursed from the earth, which hath opened her mouth to receiue thy brothers blood from thine hand.","de lii dhoo lèke le mi dedha èu. lod'o èu pamadhe ari èu, rai sakid'o nare raa na. de limuri ne, rai bisa heka nèti mamuri mi èu."
GEN 4:12,"when thou shalt till the grounde, it shall not henceforth yeelde vnto thee her strength: a vagabond and a runnagate shalt thou be in the earth.","de ladhe èu sab'a oka-tedhe, rai ne hia heka èu ngaa-ngaa. nèti deo ne'e, èu lu'u sa haa-sa dhimu, sèmi dhèu dhu dènge boe era paleo-palu'u."
GEN 4:13,"then kain said to the lord, my punishment is greater, then i can beare.","te ngaa kaen b'ala lamatua, aku nèngu na, haii! ama lamatua, ee! lamatua dhoo ja'a bia titu kèna, de ja'a pasae mèke boe nga."
GEN 4:14,"behold, thou hast cast me out this day from the earth, and from thy face shall i be hid, and shalbe a vagabond, and a runnagate in the earth, and whosoeuer findeth me, shall slay me.","lula lamatua bège eele ja'a nèti era ne'e, ja'a kaj'èu nèti ama lamatua. ja'a kako lole-laa asa mia-mia. de ladhe paraga dènge dhèu, èèna na ra pamadhe ja'a."
GEN 4:15,"then the lord said vnto him, doubtlesse whosoeuer slayeth kain, he shalbe punished seue folde. and the lord set a marke vpon kain, lest any man finding him should kill him.","te ngaa lamatua dhaa na, aad'o sèmi èèna! dhèu cee dhu pamadhe èu, èèna na ja'a huku ne, babia na pidhu hari risi nèti èu. hèia lamatua tao tadha mi kaen, sèna ka dhèu re'a ho baku pamadhe ne."
GEN 4:16,"then kain went out from the presence of the lord, and dwelt in the land of nod towarde the eastside of eden.","hèia kaen tèke eele dènge era èèna. la'e pakaj'èu nèti lamatua, asa era èci, ètu bèka dhimu oka eden. era ne'e, ngara na nod dhu sasoa na, ‘lole-laa'. ka na pea ètu era èèna."
GEN 4:17,"kain also knewe his wife, which conceiued and bare henoch: and he built a citie, and called the name of the citie by ye name of his sonne, henoch.","hèia kaen leo-èmu, ka dhèu èmu na dènge babia. ka nara iisi ana mone ca dhèu, dhu pangare na henok. hèia kaen patitu rae cue, ngara na henok, madhutu ngara ana na."
GEN 4:18,"and to henoch was borne irad, and irad begate mehuiael, and mehuiael begate methushael, and methushael begate lamech.","ka henok matana irad. hèia irad matana mehuyael. mehuyael matana metusael. aa ana metusael, lamek."
GEN 4:19,"and lamech tooke him two wiues: the name of the one was adah, and the name of the other zillah.","dhèu èmu lamek, dhèu dua. èci ngara na ada, aa ca dhèu hari, ngara na sila."
