verse,source_text,target_text,pred_text
GEN 1:24-25,"and god said, let the earth bring forth living creatures according to their kinds: livestock, land crawlers, and beasts of the earth according to their kinds. and it was so. god made the beasts of the earth according to their kinds, the livestock according to their kinds, and everything that crawls upon the earth according to its kind. and god saw that it was good.","ka ama lamatua peka hari, na, hud'i abhu ku rupa-rupa badha dhu mamuri ètu rai-dedha. sèmi: badha-manu dhu ani, badha hui, dènge badha dhu rod'o, èci-èci ka dènge rupa na. ropa padhai lii nare sèmi ne'e, badha aa'i-aa'i ra j'aj'i dènge ka. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","Èle èèna ka, Ama Lamatua paredha dhèu aaꞌi-aaꞌi sèra, aku Nèngu na, ""Dhèu aaꞌi-aaꞌi sèra tao badha aaꞌi-aaꞌi, nuka sèmi badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi. Èle èèna ka, Ama Lamatua ladhe."
GEN 1:26,"then god said, let us make man in our image, after our likeness, to rule over the fish of the sea and the birds of the air, over the livestock, and over all the earth itself and every creature that crawls upon it.","ka ama lamatua peka hari, aku nèngu na, hua iia, mai ta paj'aj'i dhèu, madhutu rupa èdhi. hud'i laa ra leru dènge ator i'a aa'i-aa'i ètu d'ara dhasi, manu-bhui aa'i-aa'i ètu dedha-liru, badha-manu dhu ani, dènge badha leo aa'i-aa'i ra dhu mamuri ètu rai-haha ne.","Èle èèna ka, Ama Lamatua peka dènge dhèu aaꞌi-aaꞌi ra, aku Nèngu na, ""Èdhi pajꞌajꞌi dhèu èci dènge èdhi, nuka sèmi èdhi. Rèngu hudꞌi paredha iꞌa-iꞌa ètu dꞌara dhasi, manu-bhui ètu dedha-liru, badha aaꞌi-aaꞌi, dènge badha aaꞌi-aaꞌi, dènge badha aaꞌi-aaꞌi, dènge aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi, aaꞌi-aaꞌi."
GEN 1:27,so god created man in his own image; in the image of god he created him; male and female he created them.,"hèia na paj'aj'i dhèu rai-haha ne madhutu rupa na. na paj'aj'i si, dhèu mone dènge dhèu bhèni.","Èle èèna ka, Ama Lamatua pajꞌajꞌi dhèu rai-haha, madhutu dadꞌèi Na. Ama Lamatua pajꞌajꞌi dhèu rai-haha, dhèu mone dènge dhèu bhèni."
GEN 1:28,"god blessed them and said to them, be fruitful and multiply, and fill the earth and subdue it; rule over the fish of the sea and the birds of the air and every creature that crawls upon the earth.","ka na padhai lii ho sèna ka hia berkat mi rèngu, aku nèngu na, miu hud'i bèba-kacanga ku, sèna ka pea papènu rai-haha ne, ho mi ator ne. ja'a hia miu koasa, sèna ka mi ator i'a, manu-bhui, dènge badha-manu aa'i-aa'i ra ètu rai-haha ne.","Èle èèna ka, Ama Lamatua hagꞌe nare lii manèngi-mangajꞌi aaꞌi-aaꞌi ètu rai-haha ne. Ka Na peka dènge si, aku Nèngu na, ""Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Miu hudꞌi jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Miu hudꞌi jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Miu hudꞌi jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Miu hudꞌi jꞌajꞌi aaꞌi-aaꞌi ètu rai-haha ne. Miu hudꞌi jꞌajꞌi aaꞌi-aaꞌi ètu rai-haha ne. Miu hudꞌi jꞌajꞌi aaꞌi-aaꞌi ètu rai-haha ne. Miu hudꞌi jꞌajꞌi aaꞌi aaꞌi-aaꞌi-aaꞌi ètu rai-haha ne."
GEN 1:29,"then god said, behold, i have given you every seed-bearing plant on the face of all the earth, and every tree whose fruit contains seed. they will be yours for food.","mi nanene paie-iie! ja'a hia miu rupa-rupa nganga'a ètu rai-haha ne'e. sèmi: ana aaj'u dhu dènge hua, dhu dènge lamusi, aa dhu dènge rèu mangèru.","Èle èèna ka, Ama Lamatua peka dènge dhèu aaꞌi-aaꞌi, aku Nèngu na, ""Sèmi neꞌe! Jaꞌa pangèdꞌu le hua-hela aaꞌi-aaꞌi ètu rai-haha ne, aa hua-hela aaꞌi-aaꞌi ètu dꞌara rai-haha ne, sèna ka miu bisa raꞌa."
GEN 1:30,and to every beast of the earth and every bird of the air and every creature that crawls upon the earth-everything that has the breath of life in it-i have given every green plant for food. and it was so.,"ja'a hia rupa-rupa ana aaj'u kahèi sèna ka j'aj'i nganga'a badha. nganga'a hia badha-manu dhu ani, badha hui, badha dhu rod'o, dènge manu-bhui. ropa padhai lii nare sèmi ne'e, nganga'a badha sèra aa'i-aa'i ra j'aj'i dènge ka.","Èle èèna ka, Ama Lamatua hia badha aaꞌi-aaꞌi ètu rai-haha, dènge manu-bhui aaꞌi-aaꞌi ètu dedha-liru, dènge badha aaꞌi-aaꞌi dhu mamuri ètu dꞌara ra. Èle èèna ka, Ama Lamatua hia ngiꞌu aaꞌi-aaꞌi dhu hua-hela, sèna ka raꞌa."
GEN 1:31,"and god looked upon all that he had made, and indeed, it was very good. and there was evening, and there was morning-the sixth day.","ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a. ne'e ne, lod'o ka èna kèna.","Èle èèna ka, Ama Lamatua ladhe-leru aaꞌi-aaꞌi dhu Na pajꞌajꞌi. Èle èèna ka, bèli-camèdꞌa madꞌae, aa bèli-camèdꞌa, jꞌajꞌi lodꞌo ka èpa."
GEN 2:1,thus the heavens and the earth were completed in all their vast array.,"dènge j'ara sèmi èèna ka, ama lamatua paj'aj'i dedha-liru, rai-haha, dènge isi ra aa'i-aa'i.","Nèti èèna ka, Ama Lamatua pajꞌajꞌi liru dènge rai-haha."
GEN 2:2,and by the seventh day god had finished the work he had been doing; so on that day he rested from all his work.,"ropa na sab'a èle, asa bèli èèna, lèke dènge lod'o ka pidhu. hèia na ae nèti sasab'a-la'a na.","Èle èèna ka, dꞌai lodꞌo kapodꞌe-kabèli, dhèu aaꞌi-aaꞌi dhu Ama Lamatua pajꞌujꞌu le. Nèti èèna ka, dꞌai lodꞌo kapodꞌe-kabèli, dhèu aaꞌi-aaꞌi dhu Ama Lamatua pajꞌujꞌu le, lèpa hari."
GEN 2:3,"then god blessed the seventh day and sanctified it, because on that day he rested from all the work of creation that he had accomplished.","dènge j'ara ne'e, na tao lod'o ka pidhu ne, lod'o dhu kapai risi nèti lod'o dhu leo sèra. na tao sèmi èèna, lula na pa'èle aa'i le sasab'a na, ka ètu d'ara lod'o ka pidhu na, na ae.","Èle èèna ka, Ama Lamatua hagꞌe nare le lodꞌo kapodꞌe-kabèli, ho paꞌèki dènge Ne. Nèti èèna ka, Lamatua pea ètu dꞌara lodꞌo kapodꞌe-kabèli. Nèti èèna ka, Lamatua pea ètu dꞌara lodꞌo kapodꞌe-kabèli èèna. Nèti èèna ka, Lamatua pea ètu dꞌara lodꞌo kapodꞌe-kabèli èèna. Nèti èèna ka, Lamatua pea ètu dꞌara lodꞌo kapodꞌe-kabèli èèna. Nèti èèna ka, Lamatua pea ètu dꞌara lodꞌo kapodꞌe-kabèli èèna."
GEN 2:4,"this is the account of the heavens and the earth when they were created, in the day that the lord god made them.","d'ai sange ne'e ka, lii lolo ama lamatua paj'aj'i dedha-liru dènge rai-haha ne. lod'o ama lamatua heka paj'aj'i dedha-liru dènge rai-haha èèna,","Lodꞌo Lamatua pajꞌajꞌi dedha-liru dènge rai-haha ne, sèmi neꞌe ka:"
GEN 2:5-6,"now no shrub of the field had yet appeared on the earth, nor had any plant of the field sprouted; for the lord god had not yet sent rain upon the earth, and there was no man to cultivate the ground. but springs welled up from the earth and watered the whole surface of the ground.","dhae abhu mèka ana aaj'u, lula na papuru mèka èj'i. taa èèna, dhoka sèb'u èi di, mai nèti d'ara rai ho pabasa rai re dedha. aa abhu mèka dhèu rai-haha dhu tao oka-tedhe.","Lodꞌo èèna, abhu heka ajꞌu èci sa ètu rai-haha ne. Abhu heka ajꞌu èci sa ètu rai-haha ne, sèna ka jꞌajꞌi aaꞌi-aaꞌi ètu rai-haha ne. Te ngaa ètu rai-haha ne jꞌajꞌi madha aaꞌi-aaꞌi, sèna ka jꞌajꞌi aaꞌi-aaꞌi ètu rai-haha ne. Nèti èèna ka, abhu heka aaꞌi-aaꞌi ètu rai-haha ne, sèna ka jꞌajꞌi aaꞌi-aaꞌi ètu rai-haha ne. Nèti èèna ka, abhu madha aaꞌi-aaꞌi ètu rai-haha ne, sèna ka jꞌajꞌi aaꞌi-aaꞌi ètu rai-haha ne."
GEN 2:7,"then the lord god formed man from the dust of the ground and breathed the breath of life into his nostrils, and the man became a living being.","èle èèna ka, ama lamatua nare rai ciki, ka na paj'aj'i dhèu rai-haha. hèia na tiu a'ae na asa d'ara sahènga dhèu na, ka na mamuri dènge ka.","Èle èèna ka, Lamatua pajꞌajꞌi dhèu rai-haha nèti dedha rai-haha. Hèia Na bhèlu asa dꞌara rèhu dhèu rai-haha ne, sèna ka na mamuri. Èle èèna ka, dhèu ne jꞌajꞌi dhèu mamuri."
GEN 2:8,"and the lord god planted a garden in eden, in the east, where he placed the man he had formed.","hèia ama lamatua bhoke oka cue ètu rai eden, re bèka dhimu. hèia na hia dhèu ne pea ètu d'ara oka na.","Èle èèna ka, Lamatua hagꞌe nare dhèu rai-haha dhu Na pajꞌajꞌi ètu rai-haha ne, ngara na Eden."
GEN 2:9,out of the ground the lord god gave growth to every tree that is pleasing to the eye and good for food. and in the middle of the garden were the tree of life and the tree of the knowledge of good and evil.,"ètu d'ara oka èèna, na pamamuri rupa-rupa aj'u dhu be'a, dhu dhèu bisa ra'a. aa na pamamuri kahèi aj'u dua kapua ètu talora aae oka èèna. ladhe dhèu ra'e hua nèti aj'u èci, na mamuri taa-taa. aa ladhe dhèu ra'e hua nèti aj'u èci hari, ne'a hag'e mia dhu be'a, aa mia dhu karehe.","Ètu dꞌara oka èèna, abhu ajꞌu aaꞌi-aaꞌi dhu hia mamuri. Aa ajꞌu aaꞌi-aaꞌi dhu hia mamuri, aa ajꞌu aaꞌi-aaꞌi dhu hia mamuri. Aa ajꞌu aaꞌi-aaꞌi dhu hia mamuri ètu dꞌara oka èèna, aa ajꞌu aaꞌi-aaꞌi dhu hia mamuri, sèna ka dhèu reꞌa mèu-mèu dhu beꞌa dènge bhabhelu-katubꞌa. Aa ajꞌu aaꞌi-aaꞌi dhu hia mamuri ètu dꞌara oka èèna, aa ajꞌu aaꞌi-aaꞌi dhu reꞌa mèu-mèu dhu beꞌa dènge bhabhelu-katubꞌa."
GEN 2:10,"now a river flowed out of eden to water the garden, and from there it branched into four headwaters:","ètu era èèna, abhu loko èci dhu hae nèti d'ara oka èèna. loko èèna, èpa kacanga.","Lodꞌo èèna, bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa."
GEN 2:11,"the name of the first river is pishon; it winds through the whole land of havilah, where there is gold.","kacanga ka èci na, ngara na pison. nèngu ka dhu hae pale-lème rai hawila dhu abhu hualaa ae-ae.","Ngara aae aae èci, Pison. Nèngu neꞌe ka dhu laꞌe asa rai Havila, ètu era èèna, dhu abhu mèdha-panyau."
GEN 2:12,"and the gold of that land is pure, and bdellium and onyx are found there.","ètu era èèna ka, abhu poe-pai, aj'u dhu raa na hèu mèngi, dènge hadhu kale'e.","Ètu dꞌara èèna, abhu mèdha-panyau dhu lèke. Ètu dꞌara èèna, abhu mèdha-panyau dhu lèke."
GEN 2:13,the name of the second river is gihon; it winds through the whole land of cush.,"kacanga ka dua, ngara na gihon. kacanga ne, hae pale-lème rai kus.","Rèngu aaꞌi-aaꞌi ra èci, ngara na Gihon. Rèngu neꞌe ka dhu dꞌai mia-mia ètu mia-mia, ètu rai Kus. Rèngu aaꞌi-aaꞌi ra jꞌajꞌi aaꞌi-aaꞌi ra. Rèngu aaꞌi-aaꞌi ra jꞌajꞌi aaꞌi-aaꞌi ra. Rèngu aaꞌi-aaꞌi ra jꞌajꞌi aaꞌi-aaꞌi ra. Rèngu aaꞌi-aaꞌi ra jꞌajꞌi aaꞌi-aaꞌi ra ètu rai-haha ne. Rèngu aaꞌi-aaꞌi ra jꞌajꞌi aaꞌi-aaꞌi ra ètu rai-haha ne. Rèngu aaꞌi-aaꞌi ra jꞌajꞌi aaꞌi-aaꞌi ra ètu rai-haha ne."
GEN 2:14,the name of the third river is hiddekel; it runs along the east side of assyria. and the fourth river is the euphrates.,"kacanga ka tèlu, ngara na tigris. kacanga ne'e ka, j'aj'i mi too rai asyur re ca bèka dhimu. kacanga ka èpa, ngara na efrat.","Nèti èèna ka, bèi-baki ka tèlu, ngara na Hidekel. Nèti èèna ka, bèi-baki ka tèlu, ngara na Efrat. Nèti èèna ka, bèi-baki ka tèlu, ngara na Efrat. Nèti èèna ka, bèi-baki ka tèlu, ngara na Hidekel. Nèti èèna ka, bèi-baki nèti bèi-baki Asuri. Nèti èèna ka, bèi-baki ka tèlu, ngara na Efrat."
GEN 2:15,then the lord god took the man and placed him in the garden of eden to cultivate and keep it.,"ka ama lamatua hia dhèu pea ètu d'ara eden, ho na ladhe-leru oka èèna.","Èle èèna ka, Lamatua sèmi nare dhèu rai-haha ne, hèia Na pajꞌujꞌu ne ètu dꞌara hèbꞌa Eden, sèna ka na ladhe-leru dènge ladhe-leru èèna."
GEN 2:16,"and the lord god commanded him, you may eat freely from every tree of the garden,","hèia na hia paredha mi dhèu ne, aku nèngu na, hua aaj'u aa'i-aa'i ètu d'ara oka ne, èu bisa mu'a.","Èle èèna ka, Lamatua paredha dhèu aaꞌi-aaꞌi sèra, aku Nèngu na, ""Èu bisa raꞌa ngaa-ngaa nèti ajꞌu aaꞌi-aaꞌi ètu dꞌara oka ne."""
