verse,source_text,target_text
GEN 1:22,"and blessed them, and said, wax ye, and be ye multiplied, and fill ye the waters of the sea, and the birds be multiplied on the earth.","ka na padhai lii ho sèna ka hia berkat mi aa'i-aa'i dhu mamuri, peka na, i'a se, hud'i laa bèba-kacanga sèna ka papènu èi ètu mia-mia. aa manu-bhui, asa tabha kahèi."
GEN 1:23,"and the eventide and the morrowtide was made, the fifth day.","ne'e ne, lod'o ka lèmi kèna."
GEN 1:24-25,"and god said, the earth bring forth a living soul in his kind, work beasts, and reptiles, either creeping beasts, and unreasonable beasts of the earth, by their kinds; and it was done so. and god said, let the earth bring forth living souls after their kind, yea, work beasts, and reptiles, or creeping beasts, and unreasoning beasts of the earth, all after their kind; and it was done so. and god made unreasonable beasts of the earth by their kinds, and work beasts, and each creeping beast of the earth in his kind. and god saw that it was good; and god made the unreasoning beasts of the earth after their kind, and the work beasts, and the reptiles of the earth, each after its kind. and god saw that it was good;","ka ama lamatua peka hari, na, hud'i abhu ku rupa-rupa badha dhu mamuri ètu rai-dedha. sèmi: badha-manu dhu ani, badha hui, dènge badha dhu rod'o, èci-èci ka dènge rupa na. ropa padhai lii nare sèmi ne'e, badha aa'i-aa'i ra j'aj'i dènge ka. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a."
GEN 1:26,"and said, make we man to our image and likeness, and be he sovereign to the fishes of the sea, and to the volatiles of the heavens, and to the unreasonable beasts of the earth, and to each creature, and to each creeping beast/each reptile, which is moved in the earth. and said, let us make man in our image and likeness, and be he sovereign over the fishes of the sea, and over the birds of the air, and over the unreasoning beasts of the earth, yea, over each creature, and over each reptile which creepeth on the earth.","ka ama lamatua peka hari, aku nèngu na, hua iia, mai ta paj'aj'i dhèu, madhutu rupa èdhi. hud'i laa ra leru dènge ator i'a aa'i-aa'i ètu d'ara dhasi, manu-bhui aa'i-aa'i ètu dedha-liru, badha-manu dhu ani, dènge badha leo aa'i-aa'i ra dhu mamuri ètu rai-haha ne."
GEN 1:27,"and god made of nought a man to his image and likeness; god made of nought a man, to the image of god; god made of nought them, male and female. and so god made out of nothing a man in his image and likeness; god made out of nothing a man in the image of god; yea, god made them out of nothing, male and female.","hèia na paj'aj'i dhèu rai-haha ne madhutu rupa na. na paj'aj'i si, dhèu mone dènge dhèu bhèni."
GEN 1:28,"and god blessed them, and said, increase ye, and be ye multiplied, and fill ye the earth, and make ye it subject; and be ye lords to the fishes of the sea, and to the volatiles of the heavens, and to all living beasts that be moved on the earth, or and be ye lords, or rule ye, over the fishes of the sea, and the birds of the air, and all the living beasts that move on the earth.","ka na padhai lii ho sèna ka hia berkat mi rèngu, aku nèngu na, miu hud'i bèba-kacanga ku, sèna ka pea papènu rai-haha ne, ho mi ator ne. ja'a hia miu koasa, sèna ka mi ator i'a, manu-bhui, dènge badha-manu aa'i-aa'i ra ètu rai-haha ne."
GEN 1:29,"and god said, lo! i have given to you each herb bearing seed on the earth, and all the trees that have in themselves the seed of their kind, that they be into meat to you or so that they can be food for you;","mi nanene paie-iie! ja'a hia miu rupa-rupa nganga'a ètu rai-haha ne'e. sèmi: ana aaj'u dhu dènge hua, dhu dènge lamusi, aa dhu dènge rèu mangèru."
GEN 1:30,"and to all living beasts of the earth, and to each bird of the heavens, and to all things that be moved in the earth, and in which is a living soul, that they have them to eat; and it was done so. and also for all the living beasts of the earth, and for each bird of the air, and for all the things that creep on the earth, and in which is a living soul, so that they have them to eat; and it was done so.","ja'a hia rupa-rupa ana aaj'u kahèi sèna ka j'aj'i nganga'a badha. nganga'a hia badha-manu dhu ani, badha hui, badha dhu rod'o, dènge manu-bhui. ropa padhai lii nare sèmi ne'e, nganga'a badha sèra aa'i-aa'i ra j'aj'i dènge ka."
GEN 1:31,"and god saw all the things which he had made, and they were full good or and they were very good. and the eventide and the morrowtide was made, the sixth day.","ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a. ne'e ne, lod'o ka èna kèna."
GEN 2:1,"therefore heavens and earth be made perfect, and all the ornament of those. and so the heavens and the earth, and all their ornaments, were finished.","dènge j'ara sèmi èèna ka, ama lamatua paj'aj'i dedha-liru, rai-haha, dènge isi ra aa'i-aa'i."
GEN 2:2,"and god ful filled in the seventh day his work which he made; and he rested in the seventh day from all his work which he had made; yea, god finished his work by the seventh day; and so he rested on the seventh day from all the work which he had done;","ropa na sab'a èle, asa bèli èèna, lèke dènge lod'o ka pidhu. hèia na ae nèti sasab'a-la'a na."
GEN 2:3,"and he blessed the seventh day, and hallowed it; for in that day god ceased of all his work which he made of nought, that he should make. and he blessed the seventh day, and made it holy; for on that day god ceased from all his work which he had made out of nothing, that he had intended to make.","dènge j'ara ne'e, na tao lod'o ka pidhu ne, lod'o dhu kapai risi nèti lod'o dhu leo sèra. na tao sèmi èèna, lula na pa'èle aa'i le sasab'a na, ka ètu d'ara lod'o ka pidhu na, na ae."
GEN 2:4,"these be the generations of heaven and of earth, in the day wherein the lord god made heaven and earth, these be the generations, or the creation, of the heavens and the earth, in the days when the lord god made the heavens and the earth,","d'ai sange ne'e ka, lii lolo ama lamatua paj'aj'i dedha-liru dènge rai-haha ne. lod'o ama lamatua heka paj'aj'i dedha-liru dènge rai-haha èèna,"
GEN 2:5-6,"and each little tree of the earth before that it sprang out in the earth; and he made each herb of the field before that it burgeoned. for the lord god had not yet rained on the earth, and no man there was that wrought the earth or and there was no man yet to work the earth; but a well went out of the earth, and moisted all the higher part of the earth. but a well, or a mist, went up out of the ground, and watered all the earth's surface.","dhae abhu mèka ana aaj'u, lula na papuru mèka èj'i. taa èèna, dhoka sèb'u èi di, mai nèti d'ara rai ho pabasa rai re dedha. aa abhu mèka dhèu rai-haha dhu tao oka-tedhe."
GEN 2:7,"therefore the lord god formed man of the slime of the earth, and breathed into his face the breathing of life; and man was made into a living soul. and so the lord god formed man out of the slime of the earth, and breathed into his face the breathe of life; and then the man was made into a living soul.","èle èèna ka, ama lamatua nare rai ciki, ka na paj'aj'i dhèu rai-haha. hèia na tiu a'ae na asa d'ara sahènga dhèu na, ka na mamuri dènge ka."
GEN 2:8,"forsooth the lord god planted at the beginning the paradise of liking, wherein he set man whom he had formed. and the lord god planted a garden in eden, in the east, and he put the man there whom he had formed.","hèia ama lamatua bhoke oka cue ètu rai eden, re bèka dhimu. hèia na hia dhèu ne pea ètu d'ara oka na."
GEN 2:9,"and the lord god brought forth out of the earth each tree fair in sight, and sweet to eat; also he brought forth the tree of life in the midst of paradise, and the tree of knowing of good and of evil, or and he brought forth the tree of life in the middle of the garden, and the tree of the knowledge of good and evil.","ètu d'ara oka èèna, na pamamuri rupa-rupa aj'u dhu be'a, dhu dhèu bisa ra'a. aa na pamamuri kahèi aj'u dua kapua ètu talora aae oka èèna. ladhe dhèu ra'e hua nèti aj'u èci, na mamuri taa-taa. aa ladhe dhèu ra'e hua nèti aj'u èci hari, ne'a hag'e mia dhu be'a, aa mia dhu karehe."
GEN 2:10,"and a river went out from the place of liking to moist paradise, which river is parted from thence into four heads. and a river went out from eden to water the garden, and this river was parted from there into four rivers.","ètu era èèna, abhu loko èci dhu hae nèti d'ara oka èèna. loko èèna, èpa kacanga."
GEN 2:11,"the name of the one river is pishon, that it is that compasseth all the land of havilah, where gold cometh forth, the name of the first river is pishon, and it encircleth all the land of havilah, where gold cometh from,","kacanga ka èci na, ngara na pison. nèngu ka dhu hae pale-lème rai hawila dhu abhu hualaa ae-ae."
GEN 2:12,"and the gold of that land is the best, and there is found bdellium, that is, a tree of spicery, and the stone onyx; and the gold of that land is the best, and bdellium, that is, a spice tree, is also found there, and the onyx stone as well;","ètu era èèna ka, abhu poe-pai, aj'u dhu raa na hèu mèngi, dènge hadhu kale'e."
GEN 2:13,"and the name of the second river is gihon, that it is that compasseth all the land of ethiopia or and it encircleth all the land of ethiopia;","kacanga ka dua, ngara na gihon. kacanga ne, hae pale-lème rai kus."
GEN 2:14,"forsooth the name of the third river is tigris, that goeth against assyrians or which floweth east of assyria; soothly the fourth river is that euphrates.","kacanga ka tèlu, ngara na tigris. kacanga ne'e ka, j'aj'i mi too rai asyur re ca bèka dhimu. kacanga ka èpa, ngara na efrat."
GEN 2:15,"therefore the lord god took man, and set him in the paradise of liking, that he should work and keep it. and so the lord god took the man, and put him in the garden of eden, so that he would work it, and care for it.","ka ama lamatua hia dhèu pea ètu d'ara eden, ho na ladhe-leru oka èèna."
GEN 2:16,"and god commanded to him and said, eat thou of each tree of paradise; and god commanded to him and said, thou can eat of every tree in the garden;","hèia na hia paredha mi dhèu ne, aku nèngu na, hua aaj'u aa'i-aa'i ètu d'ara oka ne, èu bisa mu'a."
GEN 2:17,"forsooth eat thou not of the tree of knowing of good and of evil; for in whatever day thou shalt eat thereof, thou shalt die by death. but thou shalt not eat of the tree of the knowledge of good and evil; for on the day that thou shalt eat of it, thou shalt die.","te ngaa èci dhu èu bisa boe mu'a. nuka hua nèti aj'u dhu ne'a hag'e mia dhu be'a, aa mia dhu karehe. ladhe mu'a, èu madhe dènge."
GEN 2:18,"and the lord god said, it is not good that a man be alone; make we to him an helper like to himself or let us make for him a helper like himself.","ka ama lamatua tuhu haru lii na, aku nèngu na, babe'a na aad'o, ladhe dhèu ne mamuri mesa na. de ja'a neo paj'aj'i hia ne, anga ca dhèu dhu pamèci dènge ne."
GEN 2:19-20,"and therefore when all living beasts of the earth, and all the volatiles of the heavens, were formed of the earth, the lord god brought those to adam, that he should see what he should call those; for all thing that adam called of living soul, that is the name thereof. and so when all the living beasts of the earth, and all the birds of the air, were formed from the earth, the lord god brought them to adam, to see what he would call them; for whatever name that adam called each thing with a living soul, that is its name. and adam called by their names all living things, and all volatiles of the heavens, and all unreasonable beasts of the earth. forsooth to adam was not found an helper like him. and so adam named all the living things, yea, all the birds of the air, and all the unreasoning beasts of the earth. but there was not found for adam a helper like himself.","lod'o èèna, ama lamatua nare rai ciki, ka na tao rupa-rupa badha dènge manu-bhui. hèia na pangèd'u si asa dhèu ne, sèna ka na pangare si. ka dhèu ne pangare badha se dènge manu-bhui aa'i-aa'i ra, èci-èci ka dènge ngara ra. te ngaa dhèu ne abhu mèka anga dhu pamèci dènge nèngu."
GEN 2:21,"therefore the lord god sent sleep into adam, and when he slept, god took one of his ribs, and filled flesh for it. and so the lord god sent sleep into adam, and while he slept, god took one of his ribs, and then closed up the flesh over that place.","hèia ama lamatua pabhèj'i luu dhèu ne'e. ropa na bhèj'i, ama lamatua nare rui karasa na calaa, ka na pakateme hari nu'a deo na."
GEN 2:22,"and the lord god builded the rib which he had taken from adam into a woman, and brought her to adam.","nèti rui ne, na paj'aj'i bhèni ca dhèu. hèia na pangèd'u bhèni ne mi dhèu èèna."
GEN 2:23,"and adam said, this is now a bone of my bones, and flesh of my flesh; this shall be called virago, for she is taken out of man, or she shall be called woman, for she was taken from man.","ropa ladhe nèdhi bhèni ne, ka dhèu na peka, aku nèngu na, waaa! ne'e ne ku! sèmi ne'e ku, heka pamèci dènge ja'a kèna! rui na, sama èci èèna ka dènge rui ja'a. aa isi na, sama kahèi dènge isi ja'a. lula nèngu ne, j'aj'i nèti dhèu mone, nèti èèna ka ja'a pangare ne, ‘dhèu bhèni'."
GEN 2:24,"wherefore a man shall forsake his father and mother, and shall cleave to his wife, and they shall be twain in one flesh or and two shall be in one flesh.","nèti èèna ka, dhèu mone hud'i tèke eele ku ina-ama na, ho la'e mamuri d'ara èci dènge dhèu èmu-kamali na, lula dua ra, j'aj'i le èci."
GEN 2:25,"forsooth ever either was naked, that is, adam and his wife, and they were not ashamed. and both of them were naked, that is, the man and his wife, but they were not ashamed.","lod'o èèna, dua ra dhu dènge boe mèdha-papake, te ngaa ra makae boe."
GEN 3:1,"but the serpent was feller than all living beasts of the earth, which the lord god had made. the which serpent said to the woman, why commanded god to you, that ye should not eat of each tree of paradise? and the serpent was more cunning than all the living beasts of the earth. and the serpent said to the woman, why hath god commanded you to not eat from any tree in the garden?","nèti badha aa'i-aa'i dhu ama lamatua paj'aj'i ètu rai-haha ne, mege ka dhu mèu risi kapod'e-kabèli. ca lod'o, mege karèi bhèni na, aku nèngu na, tare'a, do? ama lamatua kai miu baku mi'a hua aaj'u aa'i-aa'i ètu d'ara oka ne'e."
GEN 3:2-3,"to whom the woman answered, we eat of the fruit of trees that be in paradise; to whom the woman answered, we can eat of the fruit of the trees that be in the garden; soothly god commanded to us, that we should not eat of the fruit of the tree, which is in the midst of paradise or which is in the middle of the garden, and that we should not touch it, lest peradventure we die.","ka bhèni na b'ala, aad'o! ji'i bisa nga'a! dhodhoka aj'u ca kapua ètu talora oka ne, ama lamatua kai, baku nga'a hua na. na peka na, ji'i baku nga'a, aa baku g'ag'e hua èèna kahèi, te aad'o na, ji'i madhe!"
GEN 3:4,"forsooth the serpent said to the woman, ye shall not die by death or ye shall not die;","te ngaa mege na dhaa, aku nèngu na, waa! sèmi boe èèna! miu se madhe boe!"
GEN 3:5,"for why god knoweth that in whatever day ye shall eat thereof, your eyes shall be opened, and ye shall be as gods, knowing good and evil. for god knoweth that on whatever day ye shall eat of it, your eyes shall be opened, and ye shall be like gods, knowing good and evil.","ama lamatua mema kai tare'a sèmi èèna, lula dhu ne'a le, ladhe mi'e hua aaj'u èèna, miu j'aj'i d'èlu-mèu sèmi nèngu. ho èèna na me'a mia dhu be'a, aa mia dhu karehe."
GEN 3:6,"therefore the woman saw that the tree was good, and sweet to eat, and fair to the eyes, and delightable in beholding; and she took of the fruit thereof, and ate, and gave to her husband, and he ate.","aa bhèni ne ladhe na aj'u ne be'a titu kèna, dènge hua na ele boe kee. na ngee, ladhe ja'a ku'a hua aj'u ne'e, ja'a d'èlu-mèu. hèia puu nare ka hua aj'u èèna, ka na'e. na'e nare, nèti hia dhèu èmu na, ka na'a kahèi."
GEN 3:7,"and the eyes of both of them were opened; and when they knew that they were naked, they sewed together the leaves of a fig tree, and made breeches to themselves or and made breeches, or trousers, for themselves.","ra'a rare ka, heka re'a na rèngu dhu pake boe mèdha dhu hutu ua rèngu. nèti èèna ka, ra lui rèu aj'u ho pa'abhe era makae rèngu."
GEN 3:8,"and when they heard the voice of the lord god going in paradise at the wind after midday, adam and his wife hid themselves from the face of the lord god in the midst of the trees of paradise. and when they heard the sound of the lord god walking in the garden in the evening breeze, the man and his wife hid themselves from the face of the lord god among the trees of the garden.","d'ai lod'o nihia, dua ra tadèngi lii core haga ama lamatua ètu d'ara oka èèna. ka dua ra rai lasi lu'u asa ca bèka aj'u, sèna ka lamatua baku nèdhi si."
GEN 3:9,"and the lord god called adam, and said to him, where art thou?","te ngaa ama lamatua paroa mi dhèu mone èèna, aku nèngu na, adam! èu ètu mia?"
GEN 3:10,"and adam said, i heard thy voice in paradise, and i dreaded, for i was naked, and i hid me. and the man said, i heard the sound of you walking in the garden, and i was afraid, for i was naked, and so i hid myself.","hèia mone na dhaa, ja'a tadèngi lii lamatua ètu ne'e. te ngaa ja'a makae, lula ja'a pake boe mèdha ètu ua. nèti èèna ka, ja'a rai pahuni iisi."
GEN 3:11,"to whom the lord said, who showed to thee that thou were naked, no but for thou hast eaten of the tree of which i commanded to thee that thou shouldest not eat? to whom the lord said, who told thee that thou were naked? hast thou eaten of the tree which i commanded to thee that thou shouldest not eat?","ka lamatua peka na, cee ka dhu peka, na èu dhu pake boe mèdha-papake? de tasamia? tatu èu mu'a le hua aj'u dhu ja'a kai na, sina ma?"
GEN 3:12,"and adam said, the woman which thou gavest for fellowship to me, gave me of the tree, and i ate. and adam said, the woman whom thou gavest to me for fellowship, gave to me of the tree, and so i ate.","ka na b'ala, peka na, bhèni dhu èu hia ho pa'anga dènge ja'a èèna, ka dhu hia ja'a ku'a!"
GEN 3:13,"and the lord said to the woman, why didest thou this thing? the which answered, the serpent deceived me, and so i ate.","hèia ama lamatua peka dènge bhèni na, aku nèngu na, nga tao ka, èu ad'u madha j'ara èèna? ka bhèni ne dhaa, peka na, te mege ne ka dhu ag'o ja'a! nèti èèna ka, ja'a ku'a."
GEN 3:14,"and the lord god said to the serpent, for thou didest this, thou shalt be cursed among all the living things, and unreasonable beasts of the earth; thou shalt go on thy breast, and thou shalt eat earth in all the days of thy life. and the lord god said to the serpent, for thou didest this, thou shalt be cursed among all the living things, and unreasoning beasts of the earth; thou shalt go upon thy breast, and thou shalt eat dust all the days of thy life.","èle èèna ka, ama lamatua dhoo mege èèna, aku nèngu na, ja'a huku èu, lula tatao èu. nèti badha aa'i-aa'i, dhoka èu di dhu abhu huku sèmi ne'e. mulai nèti deo ne'e toke èu madhe, èu dhoka rod'o dènge kakara, aa mu'a ètu rai di."
GEN 3:15,"i shall set or put enmities betwixt thee and the woman, and betwixt thy seed and her seed; she shall break thine head, and thou shalt set ambushes to her heel. i shall put enmity between thee and the woman, and between thy seed and her seed; her seed shall break thy head, and thou shalt set ambush to her seed's heel.","ja'a tao sèna ka, èu loe boe pamusu dènge bhèni ne. aa ana-èpu miu dua mi sèmi èèna kahèi. ana-èpu èu, èèna na kadhi hui tèdhu dhèu. te ngaa ca dhèu nèti ana-èpu bhèni ne, èèna na dhedhe palaho kètu èu."
GEN 3:16,"also god said to the woman, i shall multiply thy wretchednesses and thy conceivings; in sorrow thou shalt bear thy children; and thou shalt be under the power of thine husband, and he shall be lord of thee.","èle èèna ka, ama lamatua peka dènge bhèni ne, èèna na, ja'a pasusa tabha èu, ropa èu dènge babia; lod'o mora iisi, èu asa tabha j'èra. masi ka sèmi èèna, d'ara èu d'èi taruu dhèu èmu èu, aa nèngu ka dhu ator èu."
GEN 3:17,"soothly god said to adam, for thou heardest the voice of thy wife, and hast eaten of the tree, of which i commanded to thee that thou shouldest not eat, the earth shall be cursed in thy work, that is, for thy sin; in travails thou shalt eat thereof in all the days of thy life; and god said to adam, for thou heardest thy wife's voice, and hast eaten of the tree, of which i commanded to thee that thou shouldest not eat, the ground shall be cursed on account of thee, that is, because of thy sin; only after much travail, or much labour, shalt thou get food from it all the days of thy life;","ka ama lamatua peka dènge mone ne, èu madhutu boe lii paredha ja'a, te ngaa èu nanene dhoka lii dhèu èmu èu di, ka èu mu'a hua aj'u dhu ja'a kai èèna. nèti èèna ka, èu abhu huku kahèi. aa rai lèke huku kahèi. nèti deo ne'e, toke d'ai èu madhe, hud'i èu kabèli rai, heka èu abhu nganga'a kèna. dènge sab'a bia sèmi ne'e ka, èu heka mamuri kèna."
GEN 3:18,"it shall bring forth thorns and briars to thee, and thou shalt eat the herbs of the earth;","masi ka èu sèle rupa-rupa hini èèna ka, te ngaa dhu muri mai dhodhoka dhudhu-sete di."
GEN 3:19,"in the sweat of thy cheer, or thy face, thou shalt eat thy bread, till thou turn again into the earth of which thou art taken; for thou art dust, and thou shalt turn again into dust. by the sweat of thy brow, thou shalt earn thy bread, until thou return to the earth of which thou art taken; for thou art dust, and thou shalt return to dust.","hud'i èu èi kabhèsu haa ku, heka rai hia èu nganga'a kèna. èu hud'i sab'a bia sèmi èèna ku, toke d'ai lod'o èu madhe. èu ne, ja'a paj'aj'i nèti rai. de ladhe èu madhe, èu j'aj'i hari rai."
GEN 3:20,"and adam called the name of his wife eve, for she was the mother of all men living or for she was the mother of all living people.","èle èèna ka, adam pangare dhèu èmu na ‘hawa' dhu sasoa na ‘dhu mamuri', te nèngu ka j'aj'i ina nèti dhèu dhu mamuri aa'i-aa'i."
GEN 3:21,"and the lord god made coats of skins to adam and eve his wife, and clothed them; and the lord god made coats out of skins for adam and eve his wife, and clothed them;","hèia ama lamatua tao mèdha-papake nèti ka'uri badha, ka papake dua ra."
GEN 3:22,"and said, lo! adam is made as one of us, and knoweth good and evil; now therefore see ye, lest peradventure he put out his hand, and take also of the tree of life, and eat, and live without end.","ka ama lamatua peka, limuri ne, dhèu re'a le, mia dhu be'a dènge mia dhu karehe, sèmi èdhi kahèi. de mage dhoka, rèngu ra'a hua aj'u dhu èci hari na, dhu hia mamuri taa-taa."
GEN 3:23,"and the lord god sent him out of the paradise of liking, that he should work the earth, of which he was taken. and so the lord god sent him out of the garden of eden, to work the earth, from which he was taken.","èle èèna ka, na babèga eele si nèti d'ara oka eden èèna, ho lasi asa era leo, sèna ka ra mamuri dènge sab'e oka-tedhe. lula dhèu j'aj'i nèti rai, de mamuri kahèi nèti rai."
GEN 3:24,"and god casted out adam, and setted before the paradise of liking cherubim, that is, he gave it unto the keeping of angels, and a sword of flame turning about to keep charge of the way of the tree of life. and so god cast out adam, and to the east of the garden of eden he placed cherubim, and a sword of flame which turned about, to guard the way to the tree of life.","babège nare si, ka lamatua paredha ana pajuu na nèti sorga, dhu dènge èla, ho lasi j'aga oka èèna re ca bèka dhimu. rèngu dènge samala dhu heo ha'a-ha'a, dhu seru la'e-mai. lamatua pua si bèdho eele j'ara la'e sa d'ara, te nèngu d'èi boe dhèu puu rare hua aj'u dhu hia ra mamuri taa-taa èèna."
GEN 4:1,"forsooth adam knew eve his wife, which conceived, and childed cain, and said, i have gotten a man by god. and adam knew his wife eve, who conceived, and bare cain, and she said, now, with the lord's help, i have begotten a man.","hèia adam j'unu dènge dhèu èmu na, hawa. ka bhèni ne dènge babia. hèia nara iisi ana mone ca dhèu. ka na peka, aku nèngu na, ja'a abhu le ana mone ca dhèu, lula ama lamatua soru nare le ja'a. ka na pangare ana ne, kaen dhu sasoa na ‘abhu'."
GEN 4:2,"and again she childed his brother abel. forsooth abel was a keeper of sheep, and cain was an earth-tiller. and then she bare his brother abel. and abel was a shepherd, and cain was a farmer, who worked the soil.","hèia hawa nara iisi hari ana mone èci. ka na pangare ne habel. dua ra kapai ka, habel j'aj'i dhèu madhenge badha. aa a'a na kaen, sab'a oka-tedhe."
GEN 4:3,"soothly it was done after many days, that cain offered gifts to the lord of the fruits of the earth;","ca lod'o, kaen nèti isi rai na cahag'e, ka hia lamatua."
GEN 4:4,"and abel offered of the first engendered of his flock, and of the fatness of those. and the lord beheld to abel and to the gifts of him;","habel nèti ana-ana uuru kahib'i-kalèbho na. na roro kahib'i-kalèbho se, ka nèti sisi dhu be'a hia lamatua. d'ara ama lamatua karej'e ropa ladhe nèdhi korban nèti habel ne."
