verse,source_text,target_text,pred_text
GEN 1:16,"and god made two great lights, the greater light that it should be before to the day, and the lesser light that it should be before to the night; and god made stars;","ka na tao ka mèdha kapai dua dhu pasaraa rai-haha. dhu kapai risi, pasaraa re mèu; aa dhu ako ana iiki, pasaraa re mèda. aa na tao hua-hètu kahèi.","Èle èèna ka, Ama Lamatua pajꞌajꞌi saraa dhu kapai, sèna ka jꞌajꞌi saraa dhu kapai, toke dꞌai mèda. Aa Ama Lamatua pajꞌajꞌi saraa dhu kapai, toke dꞌai mèda. Aa Ama Lamatua pajꞌajꞌi saraa dhu kapai, toke dꞌai mèda. Èle èèna ka, Ama Lamatua pajꞌajꞌi saraa dhu kapai, sèna ka jꞌajꞌi saraa dhu kapai. Aa Ama Lamatua pajꞌajꞌi saraa dhu kapai, toke dꞌai mèda. Aa Ama Lamatua pajꞌajꞌi saraa dhu kapai, sèna ka jꞌajꞌi saraa dhu kapai, toke dꞌai mèda."
GEN 1:17,"and setted them in the firmament of heaven, that they should shine on the earth,","na tèke mèdha dhu saraa sèra ètu dedha-liru, sèna ka loti mai asa rai-haha.","Èle èèna ka, Ama Lamatua hagꞌe nare si jꞌajꞌi saraa ètu dedha-liru, sèna ka jꞌajꞌi saraa ètu rai-haha ne."
GEN 1:18,"and that they should be before to the day and to the night, and should part light and darkness. and god saw that it was good.","ka mèdha se, pasaraa ka re mèu, aa pasaraa re mèda. dènge j'ara ne'e, na hag'e eele saraa nèti maroga. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi-aaꞌi ra. Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi-aaꞌi ra. Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi-aaꞌi ra. Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi-aaꞌi ra. Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi-aaꞌi ra. Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi-aaꞌi ra. Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi-aaꞌi ra."
GEN 1:19,"and the eventide and the morrow-tide was made, the fourth day.","ne'e ne, lod'o ka èpa kèna.","bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa, tèlu lodꞌo."
GEN 1:20,"also god said, the waters bring forth a reptile, either a creeping beast, of living soul, and a volatile, either a bird flying above the earth, under the firmament of heaven.","hèia ama lamatua padhai lii hari, peka na, hud'i abhu ku ae-ae dhu mamuri ètu d'ara èi. dènge hud'i abhu ku rupa-rupa manu-bhui dhu lela ètu dedha rai-haha ne.","Èle èèna ka, Ama Lamatua peka dènge jaꞌa, aku Nèngu na, ""Bèli-camèdꞌa ètu dꞌara èi, bèli-camèdꞌa ètu dꞌara èi, bèli-camèdꞌa ètu dedha-liru, bèli-camèdꞌa ètu dedha-liru, bèli-camèdꞌa ètu dedha-liru, bèli-camèdꞌa ètu dedha-liru. Ètu dꞌara èi, bèli-camèdꞌa ètu dedha-liru, bèli-camèdꞌa ètu dedha-liru, bèli-camèdꞌa ètu dedha-liru."""
GEN 1:21,"and god made of nought great whales, and each living soul and movable, which the waters have brought forth in their kinds; and god made of nought each volatile by his kind. and god saw that it was good;","ka na tao ka i'a aa'i-aa'i dènge badha kapai dhu mamuri ètu d'ara èi. na paj'aj'i kahèi manu-bhui aa'i-aa'i. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","Èle èèna ka, Ama Lamatua pajꞌajꞌi seꞌe: seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe, seꞌe."
GEN 1:22,"and blessed them, and said, wax ye, and be ye multiplied, and fill ye the waters of the sea, and the birds be multiplied on the earth.","ka na padhai lii ho sèna ka hia berkat mi aa'i-aa'i dhu mamuri, peka na, i'a se, hud'i laa bèba-kacanga sèna ka papènu èi ètu mia-mia. aa manu-bhui, asa tabha kahèi.","Èle èèna ka, Ama Lamatua hagꞌe nare lii manèngi-mangajꞌi sèra. Ka Na peka dènge si, aku Nèngu na, ""Bèli-camèdꞌa miu jꞌajꞌi dhèu ae-ae, aa jꞌajꞌi dhèu aaꞌi-aaꞌi ètu dꞌara dhasi, aa manu-bhui aaꞌi-aaꞌi ètu rai-haha ne jꞌajꞌi dhèu aaꞌi-aaꞌi."""
GEN 1:23,"and the eventide and the morrowtide was made, the fifth day.","ne'e ne, lod'o ka lèmi kèna.","bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa."
GEN 1:24-25,"and god said, the earth bring forth a living soul in his kind, work beasts, and reptiles, either creeping beasts, and unreasonable beasts of the earth, by their kinds; and it was done so. and god made unreasonable beasts of the earth by their kinds, and work beasts, and each creeping beast of the earth in his kind. and god saw that it was good;","ka ama lamatua peka hari, na, hud'i abhu ku rupa-rupa badha dhu mamuri ètu rai-dedha. sèmi: badha-manu dhu ani, badha hui, dènge badha dhu rod'o, èci-èci ka dènge rupa na. ropa padhai lii nare sèmi ne'e, badha aa'i-aa'i ra j'aj'i dènge ka. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","Èle èèna ka, Ama Lamatua peka dènge dhèu aaꞌi-aaꞌi sèra, aku Nèngu na, ""Dhèu aaꞌi-aaꞌi sèra tao badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi."" Èle èèna ka, Ama Lamatua tao badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi. Èle èèna ka dhu beꞌa."
GEN 1:26,"and said, make we man to our image and likeness, and be he sovereign to the fishes of the sea, and to the volatiles of heaven, and to the unreasonable beasts of the earth, and to each creature, and to each creeping beast or each reptile, which is moved in the earth.","ka ama lamatua peka hari, aku nèngu na, hua iia, mai ta paj'aj'i dhèu, madhutu rupa èdhi. hud'i laa ra leru dènge ator i'a aa'i-aa'i ètu d'ara dhasi, manu-bhui aa'i-aa'i ètu dedha-liru, badha-manu dhu ani, dènge badha leo aa'i-aa'i ra dhu mamuri ètu rai-haha ne.","Hèia ra padhai lii, aku rèngu na, ""Mai ka jiꞌi tao dhèu, sèna ka jꞌajꞌi sama sèmi jiꞌi. Jiꞌi hudꞌi jꞌajꞌi dhèu aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi-aaꞌi, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi-aaꞌi."""
GEN 1:27,"and god made of nought a man to his image and likeness; god made of nought a man, to the image of god; god made of nought them, male and female.","hèia na paj'aj'i dhèu rai-haha ne madhutu rupa na. na paj'aj'i si, dhèu mone dènge dhèu bhèni.","Èle èèna ka, Ama Lamatua pajꞌajꞌi dhèu rai-haha, madhutu dadꞌèi Na. Ama Lamatua pajꞌajꞌi dhèu rai-haha, madhutu dadꞌèi Na. Ama Lamatua pajꞌajꞌi dhèu mone dènge dhèu bhèni."
GEN 1:28,"and god blessed them, and said, increase ye, and be ye multiplied, and fill ye the earth, and make ye it subject; and be ye lords to the fishes of the sea, and to the volatiles of heaven, and to all living beasts that be moved on the earth.","ka na padhai lii ho sèna ka hia berkat mi rèngu, aku nèngu na, miu hud'i bèba-kacanga ku, sèna ka pea papènu rai-haha ne, ho mi ator ne. ja'a hia miu koasa, sèna ka mi ator i'a, manu-bhui, dènge badha-manu aa'i-aa'i ra ètu rai-haha ne.","Èle èèna ka, Ama Lamatua bꞌala si, ka Na peka dènge si, aku Nèngu na, ""Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne."""
GEN 1:29,"and god said, lo! i have given to you each herb bearing seed on the earth, and all trees that have in themselves the seed of their kind, that they be into meat to you;","mi nanene paie-iie! ja'a hia miu rupa-rupa nganga'a ètu rai-haha ne'e. sèmi: ana aaj'u dhu dènge hua, dhu dènge lamusi, aa dhu dènge rèu mangèru.","Èle èèna ka, Ama Lamatua peka dènge dhèu aaꞌi-aaꞌi sèra, aku Nèngu na, ""Sèmi neꞌe: Jaꞌa hia miu aaꞌi-aaꞌi, hua-hela aaꞌi-aaꞌi ètu rai-haha. Aa aaꞌi-aaꞌi dhu abhu hua-hela aaꞌi-aaꞌi ètu rai-haha. Aa aaꞌi-aaꞌi dhu abhu hua-hela aaꞌi-aaꞌi ètu rai-haha ne, sèna ka miu bisa raꞌa."
GEN 1:30,"and to all living beasts of the earth, and to each bird of heaven, and to all things that be moved in the earth, and in which is a living soul, that they have to eat; and it was done so.","ja'a hia rupa-rupa ana aaj'u kahèi sèna ka j'aj'i nganga'a badha. nganga'a hia badha-manu dhu ani, badha hui, badha dhu rod'o, dènge manu-bhui. ropa padhai lii nare sèmi ne'e, nganga'a badha sèra aa'i-aa'i ra j'aj'i dènge ka.","Jaꞌa hia badha aaꞌi-aaꞌi dhu mamuri ètu rai-haha, dènge manu-bhui aaꞌi-aaꞌi ètu dedha-liru, dènge badha aaꞌi-aaꞌi dhu kabꞌua ètu rai-haha, sèna ka raꞌa-rinu. Hèia raꞌa-rinu aaꞌi-aaꞌi raꞌa-rinu. Ka raꞌa-rinu aaꞌi-aaꞌi raꞌa-rinu aaꞌi-aaꞌi raꞌa-rinu. Ka raꞌa-rinu aaꞌi-aaꞌi raꞌa-rinu aaꞌi-aaꞌi raꞌa-rinu. Ka raꞌa-rinu aaꞌi-aaꞌi raꞌa-rinu aaꞌi-aaꞌi raꞌa-rinu aaꞌi-aaꞌi raꞌa-rinu aaꞌi-aaꞌi raꞌa-rinu."
GEN 1:31,"and god saw all things which he made, and they were full good. and the eventide and the morrowtide was made, the sixth day.","ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a. ne'e ne, lod'o ka èna kèna.","Èle èèna ka, Ama Lamatua ladhe-leru aaꞌi-aaꞌi dhu Na pajꞌajꞌi, aa ladhe-leru aaꞌi-aaꞌi. Èle èèna ka, Ama Lamatua pajꞌajꞌi mèu-mèu, aa bèli-camèdꞌa jꞌajꞌi mèu-mèu."
GEN 2:1,"therefore heavens and earth be made perfect, and all the ornament of those or them.","dènge j'ara sèmi èèna ka, ama lamatua paj'aj'i dedha-liru, rai-haha, dènge isi ra aa'i-aa'i.","Nèti èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi-aaꞌi ètu dedha-liru dènge aaꞌi-aaꞌi ra."
GEN 2:2,and god ful filled in the seventh day his work which he made; and he rested in the seventh day from all his work which he had made;,"ropa na sab'a èle, asa bèli èèna, lèke dènge lod'o ka pidhu. hèia na ae nèti sasab'a-la'a na.","Èle èèna ka, dꞌai ka pidhu lodꞌo, Ama Lamatua puri-paꞌèle aaꞌi-aaꞌi dhu Na tao. Nèti èèna ka, dꞌai ka pidhu lodꞌo, Na lèpa hari nèti sasabꞌa-laꞌa Na aaꞌi-aaꞌi dhu Na tao."
GEN 2:3,"and he blessed the seventh day, and hallowed it; for in that day god ceased of all his work which he made of nought, that he should make.","dènge j'ara ne'e, na tao lod'o ka pidhu ne, lod'o dhu kapai risi nèti lod'o dhu leo sèra. na tao sèmi èèna, lula na pa'èle aa'i le sasab'a na, ka ètu d'ara lod'o ka pidhu na, na ae.","Èle èèna ka, Ama Lamatua puri-paꞌèle hari aaꞌi-aaꞌi dhu Na tao ètu rai-haha ne. Nèti èèna ka, Ama Lamatua puri-paꞌèle hari aaꞌi-aaꞌi dhu Na tao ètu rai-haha ne. Nèti èèna ka, Ama Lamatua puri-paꞌèle hari aaꞌi-aaꞌi dhu Na tao ètu rai-haha ne."
GEN 2:4,"these be the generations of heaven and of earth, in the day wherein the lord god made heaven and earth,","d'ai sange ne'e ka, lii lolo ama lamatua paj'aj'i dedha-liru dènge rai-haha ne. lod'o ama lamatua heka paj'aj'i dedha-liru dènge rai-haha èèna,","Lodꞌo Lamatua pajꞌajꞌi dedha-liru dènge rai-haha,"
GEN 2:5-6,"and each little tree of the earth before that it sprang out in the earth; and he made each herb of the field before that it burgeoned. for the lord god had not rained on the earth, and no man there was that wrought or might work the earth; but a well went out of the earth, and moisted all the higher part of the earth.","dhae abhu mèka ana aaj'u, lula na papuru mèka èj'i. taa èèna, dhoka sèb'u èi di, mai nèti d'ara rai ho pabasa rai re dedha. aa abhu mèka dhèu rai-haha dhu tao oka-tedhe.","Na ladhe-leru aaꞌi-aaꞌi dhu ètu rai-haha ne, aa aaꞌi-aaꞌi dhu ètu dꞌara rai-haha ne, aa aaꞌi-aaꞌi dhu ètu dꞌara rai-haha ne, aaꞌi-aaꞌi dhu ètu dꞌara rai-haha ne, aaꞌi-aaꞌi dhu ètu dꞌara rai-haha ne, aaꞌi-aaꞌi dhu ètu dꞌara rai-haha ne, aaꞌi-aaꞌi dhu ètu dꞌara rai-haha ne. Te ngaa abhu boe ca dhèu sa dhu bisa tao ètu dꞌara rai-haha ne, aa abhu boe ca dhèu sa dhu bisa tao ètu dꞌara rai-haha ne. Nèti èèna ka, ètu dꞌara rai-haha ne, bèli-camèdꞌa ètu dedha rai-haha."
GEN 2:7,"therefore the lord god formed man of the slime of the earth, and breathed into his face the breathing of life; and man was made into a living soul.","èle èèna ka, ama lamatua nare rai ciki, ka na paj'aj'i dhèu rai-haha. hèia na tiu a'ae na asa d'ara sahènga dhèu na, ka na mamuri dènge ka.","Èle èèna ka, Lamatua pajꞌajꞌi dhèu rai-haha ne, nèti papèdꞌa rai-haha. Hèia Na bhèlu asa dꞌara dhèu rai-haha ne, sèna ka nèngu bisa mamuri. Èle èèna ka, dhèu rai-haha ne jꞌajꞌi dhèu aaꞌi-aaꞌi."
GEN 2:8,"forsooth the lord god planted at the beginning paradise of liking or the garden of eden, wherein he set man whom he had formed.","hèia ama lamatua bhoke oka cue ètu rai eden, re bèka dhimu. hèia na hia dhèu ne pea ètu d'ara oka na.","Karèi nèti uru ka, Ama Lamatua pajꞌajꞌi dhèu rai-haha ètu dꞌara rae Eden. Hèia Na pajꞌajꞌi dhèu rai-haha ne ètu dꞌara rae ne."
GEN 2:9,"and the lord god brought forth of the earth each tree fair in sight, and sweet to eat; also he brought forth the tree of life in the midst of paradise, and the tree of knowing of good and of evil.","ètu d'ara oka èèna, na pamamuri rupa-rupa aj'u dhu be'a, dhu dhèu bisa ra'a. aa na pamamuri kahèi aj'u dua kapua ètu talora aae oka èèna. ladhe dhèu ra'e hua nèti aj'u èci, na mamuri taa-taa. aa ladhe dhèu ra'e hua nèti aj'u èci hari, ne'a hag'e mia dhu be'a, aa mia dhu karehe.","Èle èèna ka, Ama Lamatua pajꞌajꞌi aaꞌi ajꞌu aaꞌi-aaꞌi ètu rai-haha. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara dꞌara dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka. Aa ajꞌu aaꞌi-aaꞌi ètu dꞌara oka."
GEN 2:10,"and a river went out from the place of liking or eden to moist paradise or the garden, which river is parted from thence into four heads.","ètu era èèna, abhu loko èci dhu hae nèti d'ara oka èèna. loko èèna, èpa kacanga.","Èle èèna, bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa bèli-camèdꞌa."
GEN 2:11,"the name of the one river is pishon, that it is that encompasseth all the land of havilah, where gold cometh forth,","kacanga ka èci na, ngara na pison. nèngu ka dhu hae pale-lème rai hawila dhu abhu hualaa ae-ae.","Rèngu èci, ngara na Pison. Rèngu neꞌe ka dhu jꞌajꞌi bèi-baki ètu dꞌara rai Havila. Rèngu neꞌe ka dhu jꞌajꞌi bèi-baki ètu dꞌara rai Havila."
GEN 2:12,"and the gold of that land is the best, and there is found bdellium, that is, a tree of spicery, and the stone onyx;","ètu era èèna ka, abhu poe-pai, aj'u dhu raa na hèu mèngi, dènge hadhu kale'e.","Ètu dꞌara kota ne, abhu mèdha aae dhu kabꞌua. Abhu mèdha aae dhu kabꞌua risi nèti dꞌara kota ne. Abhu mèdha aae dhu kabꞌua risi nèti dꞌara kota ne. Abhu mèdha aae dhu kabꞌua risi nèti dꞌara kota ne. Abhu mèdha aae dhu kabꞌua risi nèti dꞌara kota ne. Abhu mèdha aae dhu kabꞌua risi nèti dꞌara kota ne. Abhu mèdha aae dhu kabꞌua risi nèti dꞌara kota ne. Abhu mèdha aae dhu kabꞌua risi nèti dꞌara kota ne. Abhu mèdha aae dhu kabꞌua risi nèti dꞌara kota ne."
GEN 2:13,"and the name of the second river is gihon, that it is that encompasseth all the land of ethiopia;","kacanga ka dua, ngara na gihon. kacanga ne, hae pale-lème rai kus.","Rèngu ka dua, ngara na Gihon. Rèngu neꞌe ka dhu jꞌajꞌi propensi Etiopia aaꞌi-aaꞌi."
GEN 2:14,"forsooth the name of the third river is tigris, that goeth against assyrians; soothly the fourth river is that euphrates.","kacanga ka tèlu, ngara na tigris. kacanga ne'e ka, j'aj'i mi too rai asyur re ca bèka dhimu. kacanga ka èpa, ngara na efrat.","Nèti èèna ka, ngiꞌu ka tèlu, ngara na Tigris, dhu laꞌe paraga dènge dhèu Asuri. Aa ngiꞌu ka èpa, ngara na Efrat."
GEN 2:15,"therefore the lord god took man, and set him in paradise of liking, that he should work and keep it.","ka ama lamatua hia dhèu pea ètu d'ara eden, ho na ladhe-leru oka èèna.","Èle èèna ka, Lamatua pajꞌujꞌu dhèu rai-haha ne, sèna ka na pajꞌujꞌu rai-haha ne, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi ètu dꞌara rai-haha ne. Nèti èèna ka, Lamatua pajꞌujꞌu dhèu aaꞌi-aaꞌi ètu dꞌara rai-haha ne, sèna ka dhèu aaꞌi-aaꞌi bisa ladhe-leru rai-haha ne."
