src_text,tgt_text,pred_tgt_text,post_edited_tgt_txt,translated_tgt_txt,src_lang,tgt_lang,src_lang_name,tgt_lang_name,spbleu_improvement,chrf3_improvement,chrfpp_improvement
"and the earth brought forth green herb and making seed by his kind, and a tree making fruit, and each having seed by his kind. and god saw that it was good. and the earth brought forth green herbs, which make seed after their kind, and trees making fruit, and each having seed after its kind. and god saw that it was good.","ètu dedha-rai, ana aaj'u se hua-hela ka madhutu rupa rèngu. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","Ropa tadèngi lii padhai Ama Lamatua sèmi èèna, Lamatua ladhe nèdhi, na, aaꞌi-aaꞌi ètu rai-haha ne beꞌa. Nèngu ladhe nèdhi, na, aaꞌi-aaꞌi ètu rai-haha ne beꞌa.","Aa rai-haha tao tumbuan mangèru aa tao hini sèmi nèngu jèra, aa aj'u tao hua, aa èci-èci nèdhi hini sèmi nèngu jèra. Aa Lamatua ladhe nèdhi, na, ne beꞌa.",,eng,nfa,English,Dhao,-1.077,-0.4045,-1.044
"and the eventide and the morrowtide was made, the third day.","ne'e ne, lod'o ka tèlu kèna.","Nèti èèna ka, bèli-camèdꞌa dꞌai tèlu lodꞌo.","Nèti èèna ka, bèli-camèdꞌa ka-tèlu lod'o.",,eng,nfa,English,Dhao,3.4418,6.7674,5.0855
"forsooth god said, lights be made in the firmament of the heavens, and part they the day and the night; and be they into signs, and times, and days, and years; and shine those in the firmament of the heavens, and lighten they the earth; and it was done so.","hèia ama lamatua lii hari, aku nèngu na, re bèka dedha, hud'i abhu ku mèdha dhu saraa, ho pasaraa rai-haha ne. hud'i abhu mèdha dhu pasaraa re mèu, aa abhu kahèi dhu pasaraa re mèda. rèngu aa'i-aa'i se, j'aj'i tadha, ho sèna ka bisa ige lod'o, hèru, dènge tèu. ropa padhai lii nare sèmi ne'e, mèdha dhu heo aa'i-aa'i ra j'aj'i dènge ka.","Èle èèna ka, Ama Lamatua peka hari, aku Nèngu na, ""Sèmi neꞌe: Ama Lamatua peka na, 'Sèmi neꞌe! Jaꞌa neo hia mèdha-panyau ètu dedha-liru, sèna ka paꞌèci lodꞌo dènge lodꞌo. Jaꞌa neo hia mèdha-panyau dènge lodꞌo. Jaꞌa neo hia mèdha-panyau ètu dedha-liru, sèna ka paꞌèci dènge lodꞌo-lodꞌo. Jaꞌa neo hia mèdha-panyau ètu rai-haha ne.' Hèia jꞌajꞌi sèmi èèna.","Èle èèna ka, Ama Lamatua peka na, ""Mèdha-panyau jꞌajꞌi ètu dedha-liru, aa paꞌèci lodꞌo dènge mèda; aa jꞌajꞌi sèmi dhana, aa lodꞌo, aa lodꞌo, aa tèu; aa sèra saraa ètu dedha-liru, aa sèra saraa rai-haha."" Hèia jꞌajꞌi sèmi èèna.",,eng,nfa,English,Dhao,-2.3961,-5.0387,-3.8467
"and god made two great lights, the greater light that it should be before to the day, and the lesser light that it should be before to the night; and god made the stars;","ka na tao ka mèdha kapai dua dhu pasaraa rai-haha. dhu kapai risi, pasaraa re mèu; aa dhu ako ana iiki, pasaraa re mèda. aa na tao hua-hètu kahèi.","Èle èèna ka, Ama Lamatua pajꞌajꞌi saraa dhu kapai, sèna ka jꞌajꞌi saraa dhu kapai, toke dꞌai mèda. Aa Ama Lamatua pajꞌajꞌi saraa dhu kapai, toke dꞌai mèda. Aa Ama Lamatua pajꞌajꞌi saraa dhu kapai, toke dꞌai mèda. Èle èèna ka, Ama Lamatua pajꞌajꞌi saraa dhu kapai, sèna ka jꞌajꞌi saraa dhu kapai. Aa Ama Lamatua pajꞌajꞌi saraa dhu kapai, toke dꞌai mèda. Aa Ama Lamatua pajꞌajꞌi saraa dhu kapai, sèna ka jꞌajꞌi saraa dhu kapai, toke dꞌai mèda.","Èle èèna ka, Ama Lamatua pajꞌajꞌi saraa dhu dua kapai, saraa dhu kapai èèna sèna ka jꞌajꞌi lod'o, aa saraa dhu kura èèna sèna ka jꞌajꞌi mèda; aa Ama Lamatua pajꞌajꞌi hua hètu.",,eng,nfa,English,Dhao,2.0225,3.5818,7.389
"and setted them in the firmament of the heavens, so that they should shine on the earth,","na tèke mèdha dhu saraa sèra ètu dedha-liru, sèna ka loti mai asa rai-haha.","Ama Lamatua pajꞌujꞌu aaꞌi-aaꞌi ra ètu dedha-liru, sèna ka ra jꞌajꞌi saraa ètu rai-haha.","Ama Lamatua pajꞌujꞌu aaꞌi-aaꞌi ra ètu dedha-liru, sèna ka ra jꞌajꞌi saraa ètu rai-haha.",,eng,nfa,English,Dhao,0.0,0.0,0.0
"and that they should be before to the day and beforeto the night, and should part the light and the darkness. and god saw that it was good.","ka mèdha se, pasaraa ka re mèu, aa pasaraa re mèda. dènge j'ara ne'e, na hag'e eele saraa nèti maroga. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi mèdha-panyau sèra. Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi mèdha-panyau sèra. Èle èèna ka, Ama Lamatua ladhe-leru aaꞌi mèdha-panyau sèra. Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi mèdha-panyau sèra. Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi mèdha-panyau sèra. Èle èèna ka, Ama Lamatua pajꞌujꞌu aaꞌi mèdha-panyau sèra.","aa nèngu paredha lod'o aa paredha mèda, aa pakula samaa aa maroga. aa Ama Lamatua ladhe nèngu lèke.",,eng,nfa,English,Dhao,1.2069,-0.2229,1.4356
"and the eventide and the morrowtide was made, the fourth day.","ne'e ne, lod'o ka èpa kèna.","bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa, tèlu lodꞌo.","aa bèli-camèdꞌa, èpa lod'o.",,eng,nfa,English,Dhao,12.2562,11.7866,13.4136
"also god said or and god said, the waters bring forth a reptile, either a creeping beast, of living soul, and a volatile, either a bird flying above the earth, under the firmament of the heavens.","hèia ama lamatua padhai lii hari, peka na, hud'i abhu ku ae-ae dhu mamuri ètu d'ara èi. dènge hud'i abhu ku rupa-rupa manu-bhui dhu lela ètu dedha rai-haha ne.","Èle èèna ka, Ama Lamatua peka dènge dhèu aaꞌi-aaꞌi, aku Nèngu na, ""Bèli-camèdꞌa ètu dꞌara èi èèna, abhu rupa-rupa badha, badha, manu-bhui, dènge manu-bhui dhu pakèdꞌi ètu dedha-liru.""","Aa Ama Lamatua peka, ""Bèli-camèdꞌa ètu dꞌara èi èèna, abhu badha dhu loro dènge manadu, aa manu-bhui dhu pakèdꞌi ètu dedha-liru.""",,eng,nfa,English,Dhao,3.4558,-5.4661,-3.5343
"and god made of nought great whales, and each living soul and movable, which the waters have brought forth in their kinds; and god made of nought each volatile by his kind. and god saw that it was good; and god made out of nothing great whales, and each living soul that moveth, which the waters brought forth after their kind; and god made out of nothing each bird after its kind. and god saw that it was good;","ka na tao ka i'a aa'i-aa'i dènge badha kapai dhu mamuri ètu d'ara èi. na paj'aj'i kahèi manu-bhui aa'i-aa'i. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","Èle èèna ka, Ama Lamatua pajꞌujꞌu dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu. Èle èèna ka, Ama Lamatua pajꞌujꞌu dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu. Èle èèna ka, Ama Lamatua pajꞌujꞌu dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae. Èle èèna ka, Ama Lamatua pajꞌajꞌi dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae-dhèu aae.","Aa Ama Lamatua paj'uj'u ikan aae-aae, aa nèti manadu mèdha aa nèti sa'a èso èmu wèè paj'uj'u nèti èmu èmu. Aa Ama Lamatua paj'uj'u nèti manu-bhui nèti èmu èmu. Aa Ama Lamatua madha de èèna mèu.",,eng,nfa,English,Dhao,5.234,8.7126,7.4262
"and blessed them, and said, wax ye, and be ye multiplied, and fill ye the waters of the sea, and the birds be multiplied on the earth.","ka na padhai lii ho sèna ka hia berkat mi aa'i-aa'i dhu mamuri, peka na, i'a se, hud'i laa bèba-kacanga sèna ka papènu èi ètu mia-mia. aa manu-bhui, asa tabha kahèi.","Èle èèna ka, Ama Lamatua pakabꞌua si, ka Na peka dènge si, aku Nèngu na, ""Miu aaꞌi-aaꞌi mi! Jꞌajꞌi dhèu ae-ae ètu dꞌara dhasi, aa manu-bhui aaꞌi-aaꞌi ra ae-ae ètu rai-haha ne.""","Èle èèna ka, Ama Lamatua pakabꞌua si, ka Na peka dènge si, aku Nèngu na, ""Miu jꞌajꞌi ae-ae, aa isi mi dꞌara dhasi, aa manu-bhui aaꞌi-aaꞌi ra ae-ae ètu rai-haha ne.""",,eng,nfa,English,Dhao,0.9101,-0.3965,-0.1046
"and the eventide and the morrowtide was made, the fifth day.","ne'e ne, lod'o ka lèmi kèna.","bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa, bèli-camèdꞌa.",aa lod'o kalima,,eng,nfa,English,Dhao,7.0598,22.8902,17.9043
"and god said, the earth bring forth a living soul in his kind, work beasts, and reptiles, either creeping beasts, and unreasonable beasts of the earth, by their kinds; and it was done so. and god said, let the earth bring forth living souls after their kind, yea, work beasts, and reptiles, or creeping beasts, and unreasoning beasts of the earth, all after their kind; and it was done so. and god made unreasonable beasts of the earth by their kinds, and work beasts, and each creeping beast of the earth in his kind. and god saw that it was good; and god made the unreasoning beasts of the earth after their kind, and the work beasts, and the reptiles of the earth, each after its kind. and god saw that it was good;","ka ama lamatua peka hari, na, hud'i abhu ku rupa-rupa badha dhu mamuri ètu rai-dedha. sèmi: badha-manu dhu ani, badha hui, dènge badha dhu rod'o, èci-èci ka dènge rupa na. ropa padhai lii nare sèmi ne'e, badha aa'i-aa'i ra j'aj'i dènge ka. ropa nèdhi aa'i-aa'i se, d'ara na karej'e, lula ngaa dhu na ad'u, mema be'a.","Èle èèna ka, Ama Lamatua paredha Ama Lamatua, aku Nèngu na, ""Ladhe sèmi èèna, aaꞌi-aaꞌi ètu rai-haha ne jꞌajꞌi rupa-rupa. Ètu rai-haha ne, jꞌajꞌi rupa-rupa badha, badha, badha, dènge badha aaꞌi-aaꞌi ètu rai-haha ne jꞌajꞌi rupa-rupa."" Èle èèna ka, Ama Lamatua ladhe sèmi èèna, ka Ama Lamatua pajꞌajꞌi rupa-rupa badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi ètu rai-haha ne jꞌajꞌi rupa-rupa. Ka Ama Lamatua ladhe sèmi èèna, hèia Ama Lamatua pajꞌajꞌi rupa-rupa badha aaꞌi-aaꞌi, badha aaꞌi-aaꞌi ètu rai-haha ne jꞌajꞌi rupa-rupa. Hèia Ama Lamatua ladhe sèmi èèna, ka Ama Lamatua pajꞌajꞌi rupa-rupa badha aaꞌi-aaꞌi dènge badha aaꞌi-aaꞌi ètu rai-haha ne.","Aa Ama Lamatua paredha, ""Hudi rai-haha tèti manadu sèmi rupa nèngu, badha saba, aa loro badha do badha rodo, aa badha rai-haha, baka sèmi rupa nèngu."" Aa de mami sèmi èèna. Aa Ama Lamatua paredha, ""Hudi rai-haha tèti manadu rarahai sèmi rupa nèngu, ya, badha saba, aa loro badha do badha rodo, aa badha rai-haha, aa'i sèmi rupa nèngu."" Aa de mami sèmi èèna. Aa Ama Lamatua paj'aj'i badha rai-haha sèmi rupa nèngu, aa badha saba, aa baka badha rodo ètu rai-haha sèmi rupa nèngu. Aa Ama Lamatua ladhe de lèke. Aa Ama Lamatua paj'aj'i badha rai-haha sèmi rupa nèngu, aa badha saba, aa loro badha ètu rai-haha, baka sèmi rupa nèngu. Aa Ama Lamatua ladhe de lèke.",,eng,nfa,English,Dhao,-2.247,-2.0894,-3.302
"and said, make we man to our image and likeness, and be he sovereign to the fishes of the sea, and to the volatiles of the heavens, and to the unreasonable beasts of the earth, and to each creature, and to each creeping beast/each reptile, which is moved in the earth. and said, let us make man in our image and likeness, and be he sovereign over the fishes of the sea, and over the birds of the air, and over the unreasoning beasts of the earth, yea, over each creature, and over each reptile which creepeth on the earth.","ka ama lamatua peka hari, aku nèngu na, hua iia, mai ta paj'aj'i dhèu, madhutu rupa èdhi. hud'i laa ra leru dènge ator i'a aa'i-aa'i ètu d'ara dhasi, manu-bhui aa'i-aa'i ètu dedha-liru, badha-manu dhu ani, dènge badha leo aa'i-aa'i ra dhu mamuri ètu rai-haha ne.","Ka ana pajuu se peka, aku rèngu na, ""Hudꞌi laa! Jiꞌi neo tao dhèu, sèna ka jꞌajꞌi madhutu dadꞌèi jiꞌi. Jiꞌi neo jꞌajꞌi dhèu, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi ra. Jiꞌi neo jꞌajꞌi dhèu aaꞌi-aaꞌi ra, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi ra. Jiꞌi neo jꞌajꞌi dhèu aaꞌi-aaꞌi ra, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi ra. Jiꞌi neo jꞌajꞌi dhèu aaꞌi-aaꞌi ra, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi ra, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi ra. Jiꞌi neo jꞌajꞌi dhèu aaꞌi-aaꞌi ra, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi ra, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi ra, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi ra, sèna ka jꞌajꞌi dhèu aaꞌi-aaꞌi-aaꞌi ra.""","Ka sèngu peka, ""Hud'i ji'i tao dhèu, sèna ka nèngu j'aj'i madhutu dad'èi ji'i, aa sèna ka nèngu paredha ètu i'a dhasi, aa ètu manu-bhui ètu langi, aa ètu binatang rai, aa ètu baka makluk, aa ètu baka loro sèna ka nèngu rodo ètu rai.""",,eng,nfa,English,Dhao,7.9839,5.4738,6.7266
"and god made of nought a man to his image and likeness; god made of nought a man, to the image of god; god made of nought them, male and female. and so god made out of nothing a man in his image and likeness; god made out of nothing a man in the image of god; yea, god made them out of nothing, male and female.","hèia na paj'aj'i dhèu rai-haha ne madhutu rupa na. na paj'aj'i si, dhèu mone dènge dhèu bhèni.","Èle èèna ka, Ama Lamatua pajꞌajꞌi dhèu rai-haha, madhutu dadꞌèi Na. Ama Lamatua pajꞌajꞌi dhèu rai-haha, dhèu mone dènge dhèu bhèni.","Èle èèna ka, Ama Lamatua pajꞌajꞌi dhèu rai-haha nèti aad'o, madhutu dadꞌèi Na. Ama Lamatua pajꞌajꞌi dhèu rai-haha nèti aad'o, dhèu mone dènge dhèu bhèni.",,eng,nfa,English,Dhao,-4.3971,1.0212,-0.4737
"and god blessed them, and said, increase ye, and be ye multiplied, and fill ye the earth, and make ye it subject; and be ye lords to the fishes of the sea, and to the volatiles of the heavens, and to all living beasts that be moved on the earth, or and be ye lords, or rule ye, over the fishes of the sea, and the birds of the air, and all the living beasts that move on the earth.","ka na padhai lii ho sèna ka hia berkat mi rèngu, aku nèngu na, miu hud'i bèba-kacanga ku, sèna ka pea papènu rai-haha ne, ho mi ator ne. ja'a hia miu koasa, sèna ka mi ator i'a, manu-bhui, dènge badha-manu aa'i-aa'i ra ètu rai-haha ne.","Èle èèna ka, Ama Lamatua pua-paleha si, ka Na peka dènge si, aku Nèngu na, ""Bèli-camèdꞌa miu jꞌajꞌi dhèu ae-ae, sèna ka miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Bèli-camèdꞌa miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne.""","Èle èèna ka, Ama Lamatua pua-paleha si, ka Na peka dènge si, aku Nèngu na, ""Bèli-camèdꞌa miu jꞌajꞌi dhèu ae-ae, sèna ka miu jꞌajꞌi dhèu aaꞌi-aaꞌi ètu rai-haha ne. Aa miu paredha rai-haha ne. Aa miu paredha i'a ètu dhasi, aa manu-bhui ètu langi, aa aa'i ngara sèna ka eso ètu rai-haha ne.""",,eng,nfa,English,Dhao,10.0476,8.5759,9.3038
"and god said, lo! i have given to you each herb bearing seed on the earth, and all the trees that have in themselves the seed of their kind, that they be into meat to you or so that they can be food for you;","mi nanene paie-iie! ja'a hia miu rupa-rupa nganga'a ètu rai-haha ne'e. sèmi: ana aaj'u dhu dènge hua, dhu dènge lamusi, aa dhu dènge rèu mangèru.","Èle èèna ka, Lamatua peka dènge ra, aku Nèngu na, ""Jaꞌa pangèdꞌu miu aaꞌi-aaꞌi ra, nuka sèmi hua-hela aaꞌi-aaꞌi ètu rai-haha. Aa Jaꞌa pangèdꞌu miu aaꞌi-aaꞌi ra, nuka sèmi hua-hela aaꞌi-aaꞌi ètu rai-haha ne.","Èle èèna ka, Lamatua peka, ""Ja'a hia miu aa'i-aa'i hela dènge hini ètu rai-haha, aa aa'i-aa'i aj'u dènge hini nèngu punya jenis, sèmi miu punya ku'a.""",,eng,nfa,English,Dhao,6.8415,3.8606,5.1563
