verse,source_text,target_text
MAT 2:1,"jesus was born in bethlehem town in judea province during the time mty that king herod the great ruled there. some time after jesus was born, some men who studied the stars and who lived in a country east of judea came to jerusalem.","lod'o rara iisi yesus ètu rae betlehem, ètu propensi yudea, dhèu aae herodes dhu nèd'u paredha ètu èèna. lod'o èèna, dhèu pèri-pèri nèti era kaj'èu, mai nèti bèka dhimu asa kota yerusalem. rèngu se, dhu re'a mèu ladhe hua-hètu."
MAT 2:2,"they asked people, where is the one who has been born in order that he might be the king of you jews? we believe that your new king has been born, because we have seen the star that we believe indicated that he has been born. we saw it while we were in our country east of here. so we have come to worship him.","ropa ra d'ai yerusalem dhèu se pakarèi, aku rèngu na, dhèu aae nèti dhèu yahudi, dhu heka rara iisi hiu èèna, era na buli mia, ee? ji'i ngèdhi hua-hètu cue ètu bèka dhimu, dhu j'aj'i mi tadha dhu peka na, rara iisi le nèngu. nèti èèna ka, ji'i mai neo pahaha iisi mi nèngu."
MAT 2:3,"when king herod heard what those men were asking, he became worried that someone else might be proclaimed {people might proclaim someone else} king of the jews to replace him. many of the people of jerusalem mty, hyp also became worried because they were afraid of what king herod might do.","ropa dhèu aae herodes tadèngi lii ne'e, hèia d'ara na susa. nèti èèna ka, dhèu aa'i-aa'i ètu yerusalem sèra, d'ara ra susa kahèi."
MAT 2:4,then herod gathered together all the ruling priests and men who taught the people the jewish laws and he asked them where the prophets had predicted that the messiah was to be born.,"èle èèna ka, dhèu aae herodes paroa nare kètu agama yahudi dènge mese agama aa'i-aa'i sèra, ka na karèi si, peka na, miu peka sèku dènge ja'a la! kristus, dhu ama lamatua padhadha tèke èèna, rara iisi ne ètu mia?"
MAT 2:5,"they said to him, he will be born in bethlehem, here in judea province, because it was written by the prophet micah {the prophet micah wrote} long ago what god said:","hèia ra dhaa, aku rèngu na, ètu rae betlehem, propensi yudea. te ca dhèu nèti lii padhai ama lamatua, ngara na mika, dhu suri tèke le karèi nèti uru ka, na:"
MAT 2:6,"‘you who live in bethlehem apo, in judea province, your town is certainly very important lit, because a man from your town will become a ruler. he will guide my people who live in israel. '","‘wee! miu dhèu betlehem ètu propensi yudea sèra. baku pangee na, rae miu ne, ca rae iiki dhu dhèu ige boe. te bèli-camèd'a dhèu kapai ca dhèu cèu mai nèti rae ne'e. èèna na nèngu j'aj'i dhèu madhenga mi dhèu ja'a, dhèu isra'el. '"
MAT 2:7,"then king herod secretly summoned those men who studied the stars. he asked them exactly when the star first appeared. by what they told him, he was able to know the approximate age of the baby.","ropa tadèngi nare sèmi èèna, hèia dhèu aae herodes paroa mau-mau dhèu dhu d'èlu-mèu ladhe hua-hètu sèra. ka na karèi, na, lod'o mia miu ladhe mèdhi hua-hètu ne cèu ètu dedha-liru? hèia ra peka dènge ne."
MAT 2:8,"then he concealed what he really planned to do and said to them, go to bethlehem and inquire thoroughly where the infant is. when you have found him, come back and report to me so that i, myself, can go there and worship him, too.","èle ka, na hia si lasi asa betlehem. na moa dènge ra, peka na, lami ho tenge palème era, ètu mia ana ne. ladhe miu rage, na, lèpa hari mai sèna ka peka dènge ja'a. te ja'a neo laku pahaha iisi mi nèngu kahèi."
MAT 2:9,"after the men heard what the king told them, they went toward bethlehem. to their surprise, the star that they had seen while they were in the eastern country went ahead of them again until it stood above the house where the child was.","ropa tadèngi rare lii padhai dhèu aae, hèia lasi dènge ka. kaca'a laa, rèngu rèdhi hari hua-hètu dhu uru èèna rèdhi ètu bèka dhimu. hua-hètu ne cèu ètu madha rèngu, na kako uru nèti rèngu, hèia tèja ètu dedha era ana ne pea."
MAT 2:10,"when they saw the star, they rejoiced greatly and followed it.","ropa rèdhi, hèia ra karej'e titu kèna."
MAT 2:11,"they found the house and entered it and saw the child and his mother, mary. they bowed down and worshipped him. then they opened their treasure boxes mty and they gave gold, costly frankincense, and myrrh to him.","èle ka lasi asa d'ara èmu, hèia ladhe rèdhi ana ne dènge ina na maria. hèia ra patitu kètu urutuu ho pahaha iisi mi ana ne. ka dhèu se bhoke mèdha dhu kab'ua rèti hia ana ne. ra hia hualaa, kemenyan dènge raa aj'u hèu mèngi."
MAT 2:12,"because god knew that king herod planned to kill jesus, in a dream the men who studied the stars were warned {he warned the men who studied the stars} that they should not return to king herod. so they returned to their country, but instead of traveling back on the same road, they went on a different road.","nèbhu boe, ka dhèu se abhu nii nèti ama lamatua, peka na, lami ia ka asa dhèu aae herodes. nèti èèna ka, ra lèpa hari asa rai rèngu re j'ara leo."
MAT 2:13,"after the men who studied the stars left bethlehem, an angel from the lord appeared to joseph in a dream. he said, get up, take the child and his mother, and flee to egypt. stay there until i tell you sg that you should leave, because king herod is about to send soldiers to look for the child so that they can kill him.","lod'o dhèu d'èlu-mèu ladhe hua-hètu se lèpa, hèia ana pajuu lamatua èci nèti sorga, mai peka dènge yusuf ètu d'ara nii, aku nèngu na, yusuf! pakèd'i dènge ka d'ara lai-lai ne! mèti ana ne dènge ina na lami asa masir. pea ètu nèi, toke ja'a peka d'ai lod'o mia miu lèpa hari. te dhèu aae herodes tenge j'ara ho pamadhe ana ne!"
MAT 2:14,"so joseph got up, he took the child and his mother that night, and they fled to egypt.","hèia yusuf kèd'i nèti bhèj'i. ka mèda èèna kahèi, nèti dhèu èmu na dènge ana ne, rai lasi asa masir."
MAT 2:15,"they stayed there until king herod died, and then they left egypt. by doing that, it was {they} fulfilled what the prophet hosea wrote, which had been said by the lord {which the lord had said}, i have told my son to come out of egypt.","ra pea ètu nèi toke dhèu aae herodes madhe. j'ara èèna, nuka sèmi ca dhèu nèti lii padhai ama lamatua, ngara na hosea, suri tèke karèi nèti uru ka, na, ja'a paroa hari ana ku, ho lèpa ka nèti masir."
MAT 2:16,"while king herod was still living, because he realized that he had been tricked by the men who studied the stars {the men who studied the stars had tricked him}, he became furious. then, assuming that jesus was still in bethlehem or the surrounding regions, herod sent soldiers there to kill all the boy babies two years old and younger. herod calculated how old the baby was, according to what the men who studied the stars told him about when the star first appeared.","ropa dhèu aae herodes ne'a nare, na, dhèu d'èlu-mèu ladhe hua-hètu sèra leko-monya ne, hèia na nasa titu kèna. na paredha sordad'u na sèra, aku nèngu na, lami asa rae betlehem nèi, aa asa rae-rae leo dhu padètu ètu èèna. pamadhe aa'i ana mone iiki dhu dua tèu asa haha mai. herodes hia paredha ne, lula na sanèd'e lii lolo nèti dhèu d'èlu-mèu sèra. na ige karèi nèti rèngu rèdhi hiu-hiu hua-hètu cèu ètu dedha-liru."
MAT 2:17,"because bethlehem and ramah towns were in the area where the descendants of jacob's wife rachel lived, when soldiers killed the infant boys, they fulfilled what jeremiah the prophet wrote,","j'ara se'e aa'i-aa'i j'aj'i madhutu ngaa dhu dhèu nèti lii padhai ama lamatua, ngara na yermia, suri tèke, peka na,"
MAT 2:18,"women in ramah were weeping and wailing loudly. women who were the descendants of rachel, the ancestor of the women there syn, were grieving for what happened to their children. even though people tried to comfort them, they would not be comforted {stop mourning}, because their children were dead.","abhu lii tangi dènge lii roma iisi dhèu nèti kota rama. rahel tangi d'ara pèd'a, lula ana-ana na madhe aa'i. na d'èi boe ca dhèu sa mai pamako ne, lula ana-ana na, aad'o heka ca dhèu sa."
MAT 2:19,"after herod died and while joseph and his family were still in egypt, an angel that the lord had sent appeared to joseph in egypt in a dream.","nèbhu-nèbhu ka, dhèu aae herodes madhe. lod'o èèna, yusuf si ètu masir era. hèia ama lamatua pua ana pajuu na ca dhèu mai nèti sorga, pad'elo rèhu na mi nèngu ètu d'ara nii."
MAT 2:20,"he said to joseph, take the child and his mother and go back to israel to live, because the people who were looking for the child in order to kill him have died.","ana pajuu ne lii, aku nèngu na, yusuf! kèd'i ka! mèti ka ana ne dènge ina na asa isra'el. te dhèu dhu neo pamadhe ana ne, madhe le."
MAT 2:21,"so joseph took the child and his mother, and they went back to israel.","ropa tadèngi nare, hèia yusuf kèd'i. èle ka nèti si asa rai isra'el."
MAT 2:22,"when joseph heard that archaelaus now ruled in judea district instead of his father, king herod the great, he was afraid to go there. because he was warned {god warned joseph} in a dream that it was still dangerous for them to live in judea, he and mary and jesus went to galilee district","te ngaa ropa yusuf tadèngi na, arkalaus, ana dhèu aae herodes, dhu j'aj'i dhèu aae limuri ne ètu propensi yudea, ka na madha'u la'e asa yudea. èle èèna ka, ama lamatua peka hari dènge ne ètu d'ara nii, na, yusuf, èu baku pea ètu yudea. nèti èèna ka, lasi pea asa propensi galilea,"
MAT 2:23,"to nazareth to live there. the result was that what had been said by the ancient prophets {what the ancient prophets had said} about the messiah, that he would be called {people would call him} a nazareth-man, was fulfilled {came true}.","ètu rae nasaret. dènge j'ara ne lii padhai ama lamatua lèke tare'a, nuka sèmi ngaa dhu dhèu rèti lii padhai na suri tèke, na bèli-camèd'a dhèu paroa ne, dhèu nasaret."
MAT 3:1,"while jesus was still in nazareth town, john, whom the people called the baptizer, went to a desolate place in judea district.","lod'o yesus dhu kapai le, hèia yohanis tuka sarani mulai aj'a-nori dhèu ètu era dhu dhèu pea boe ètu propensi yudea."
MAT 3:2,"he was preaching to the people who came there. he kept saying, you need to turn away from your sinful behavior, because god met will soon begin to rule over people, and he will reject you if you do not turn away from your sinful life.","na aj'a peka na, a'ari pasue! miu hud'i mangaku aa tèke eele ku sasala-sasigo miu, ho lèpa asa ama lamatua. te limuri ne dhèu aa'i-aa'i bisa j'aj'i dhèu unu ama lamatua."
MAT 3:3,"john was the person who fulfilled what was said by isaiah the prophet {what isaiah the prophet predicted when he said}, long ago: in a desolate area ◄people will hear someone/someone will be heard► shouting to the people who pass by, prepare yourselves to receive the lord when he comes! make yourselves ready so that you will be prepared when he comes met, dou, just like people improve and straighten out the road for an important official!","uru èèna, ca dhèu nèti lii padhai ama lamatua, ngara na yesaya, suri le lula-nèti yohanis ne, aku nèngu na, bèli-camèd'a abhu dhèu pa'oo-parodha ètu d'ara mamoo, peka na, ‘dhèu aa'i-aa'i pa'èra sèna ka tao pabe'a j'ara, ho sèmi mamai ama lamatua! tao pamola j'ara hia ne! '"
MAT 3:4,"john wore coarse clothing made from camel's hair. and as the prophet elijah did long ago, he wore a leather belt around his waist. his food was only grasshoppers and honey that he found in that desolate area.","j'ara mamuri yohanis ne, ca ropa dènge dhèu rèti lii padhai ama lamatua uru sèra. mèdha-papake na tao nèti rèu badha onta. dhari hake na nèti ka'uri badha. nganga'a na, kabara dènge dhua nasu oni."
MAT 3:5,"people who lived in jerusalem city mty, many hyp people who lived in other places in judea district mty, and many hyp people who lived in the area around the jordan river mty came to john to hear him preach.","lod'o èèna, dhèu ae mai neo paraga dènge yohanis. rèngu mai nèti kota yerusalem, nèti kabarai propensi yudea aa'i-aa'i, dènge nèti rae-rae dhu dètu loko yarden."
MAT 3:6,"after they heard him tell them to turn away from their sinful behavior, they openly confessed their sins, and as a result they were baptized by john {john baptized them} in the jordan river.","ra bhoka d'ara ra, aa mangaku sasala-sasigo aa'i-aa'i, èle ka yohanis sarani si ètu d'ara loko yarden."
MAT 3:7,"after john noted that many men of the pharisee religious group and of the sadducee religious group were coming to him to be baptized {in order that he would baptize them}, he said to them, you people are evil like poisonous snakes met! i warn you that god will some day punish mty everyone who sins. ◄and do not think that you can escape from his punishing you mty if you do not turn from your sinful behavior! /did someone tell you that you can escape from his punishing you mty if you do not turn from your sinful behavior? ► rhq","lod'o èèna, dhèu ae nèti partei agama parisi dènge dhèu partei agama saduki, lasi asa era èèna kahèi, manèngi yohanis sarani si. te ngaa ropa yohanis ladhe nèdhi si, hèia na jèke si, peka na, heeh! miu se cakaraa mege dhu kapod'e-kabèli. bèli-camèd'a ama lamatua huku mi, lula tatao miu dhu bhelu-katub'a sèra. mage mi pangee na, miu bisa rai nèti hahuku na."
MAT 3:8,do what is appropriate idm for people who have truly turned away from their sinful behavior before you come to me in order to be baptized {that i baptize you}.,"de be'a risi miu lèpa sa ama lamatua, aa tèke eele sasala miu sèra. èle na, tao j'ara-j'ara dhu be'a, sèmi aj'u dhu hua be'a."
MAT 3:9,"god promised to give abraham many descendants. in order to fulfill that promise, god does not need you! i tell you that he can change these stones to make them descendants of abraham. so do not start to say to yourselves, ‘since we are descendants of our ancestor abraham, god will not punish us even though we have sinned. '","mage mi pangee na, miu se abhu mamuri, lula j'aj'i ana-èpu abraham. mi sanèd'e lii ja'a, ee! te ama lamatua bisa tao hadhu se j'aj'i ana-èpu abraham kahèi."
MAT 3:10,"god is ready to punish you if you do not turn away from your sinful behavior, just like a man who lays his axe at the roots of a fruit tree in order to chop it down and throw it into the fire if it does not produce good fruit met.","baku pamud'e! te abhu dhu kèpe mema kataka, pa'èra patue aa'i-aa'i aj'u dhu hua be'a boe, sèna ka core asa d'ara ai."
MAT 3:11,"as for me, i am not very important, because i baptize you only with water. i baptize you because of your feeling sorry that you have sinned. but someone else will come soon who is very great; he will do powerful deeds or, act powerfully. because he is superior to me, i am not worthy even to do a menial task for him, such as to carry his sandals. he will put his holy spirit within you to truly change the way you live met, and he will judge others of you and punish you in the fire in hell.","limuri ne, ja'a sarani miu pake èi, ho j'aj'i mi tadha dhu peka na, miu se tèke eele sasala-sasala miu. te ngaa pe abhu ca dhèu dhu kapai risi nèti ja'a, bèli-camèd'a mai. masi ka j'aj'i ana pua-paleha na, ja'a nia boe sa hèi. èèna na, nèngu papènu d'ara miu dènge roh ama lamatua dhu mola-mèci. nèngu tao miu j'aj'i mola-mèci kahèi, sama sèmi dhèu pake ai ho bhubhu maruru."
MAT 3:12,"he is like a farmer who wants to clear away the grain that is on the ground where it has been threshed {they have threshed it}. that farmer uses a huge fork to throw the grain into the air to separate the wheat from the chaff met, and then he cleans up the threshing area. similarly, god will separate righteous people from the evil people like a farmer who gathers the wheat into his storage area, and then god will burn the people who are like chaff with a fire that will never be put out met.","te nèngu dhu nèd'u kokotai dènge laludhu ètu d'ara, ho neo tatai eele èto na. èle èèna, na bhori laludhu asa d'ara soka. te ngaa èto sèra, na dutu asa d'ara ai dhu heo robhe-robhe dhu madhe boe."
MAT 3:13,"during that time, jesus went from galilee district to the jordan river, where john was. he did that in order to be baptized by john {in order to ask that john would baptize him}.","lod'o èèna, yesus puru mai nèti galilea, la'e asa loko yarden. na mai sèna ka manèngi yohanis sarani ne."
MAT 3:14,"when jesus asked john to baptize him, john objected, saying, i need to be baptized by you {you to baptize me} because you are superior to me. since you are not a sinner, ◄yousg should not come to me to be baptized by me {to ask that i baptize yousg}! /why do you come to me to be baptized by me {ask that i baptize yousg} rhq? ►","te ngaa yohanis no'o boe. na pab'ala peka na, tasamia ka ja'a sarani èu? sale ne, sina ma? hud'i èu ku dhu sarani ja'a. te èèna ka dhu ja'a parluu!"
MAT 3:15,"but jesus said to him, baptize me at this time, because in this way we two will do everything that god requires. then john consented to baptize him.","te ngaa yesus dhaa, aku nèngu na, pangee ia ka. te ngaa doe ne'e, hud'i laa èu di dhu sarani ja'a. dènge j'ara sèmi ne'e, èdhi tao madhutu dad'èi ama lamatua. ropa tadèngi nare, ka yohanis b'ala, aku nèngu na, sad'i aku èu hèia yohanis sarani yesus."
MAT 3:16,"after he was baptized {john baptized jesus}, jesus immediately came up out of the water. just then, it was as though the sky was opened {split apart}. then jesus saw god's spirit coming down upon him. he came in the form of a dove.","ropa sarani èle, ka yesus kalua nèti d'ara loko. cag'ag'a laa, liru bhoke eele. hèia ladhe nèdhi roh ama lamatua puru mai, nuka sèmi koro j'aha dhu mai tèka mi nèngu."
MAT 3:17,"then god syn spoke from heaven, saying, this is my son. i love him. i am very pleased with him.","hèia ra tadèngi lii ama lamatua nèti dedha-liru, peka na, nèngu ne, ana pasue ja'a. nèngu pakarej'e taruu d'ara ja'a."
MAT 4:1,then jesus was led by the spirit {god's spirit led jesus} into a desolate area to be tempted by the devil {in order that the devil would tempt him}.,"èle ka, roh ama lamatua nèti yesus asa d'ara mamoo, sèna ka dhèu aae nidhu sèku ne."
MAT 4:2,"after he did not eat food for 40 days, and 40 nights. he was hungry.","ètu era ne'e, yesus na'a-ninu boe èpa nguru lod'o mèu-mèda. hèia na manganga titu kèna."
MAT 4:3,"satan, the tempter, came to him and said, because you claim that you have a relationship with god as a son has with his father met, prove it by commanding these stones to become bread so that you can eat them!","ropa na manganga sèmi èèna, hèia dhèu aae nidhu mai sèku ne, peka na, èu ne tare'a-re'a ana ama lamatua, do? ladhe tare'a, na, paredha hadhu se, ho j'aj'i nganga'a."
MAT 4:4,"but jesus said to him, no! i will not change stones into bread, because it is written in the scriptures {in the scriptures moses wrote}, ‘eating food syn sustains people physically, but it does not sustain them spiritually syn. instead, paying attention to everything that god has spoken to them is what sustains people spiritually. '","te ngaa yesus dhaa, na, dhu suri ètu d'ara sasuri mola-mèci ama lamatua, peka na: ‘dhèu rai-haha mamuri mesa boe nèti nganga'a di. te ngaa rèngu hud'i nanene ku lii holo-nori ama lamatua, aa tao madhutu dad'èi na kahèi. '"
MAT 4:5,"then the devil took jesus to jerusalem, the city that is dedicated to god. he set him on the highest part of the temple,","ka dhèu aae nidhu nèti yesus asa kota yerusalem, kota lamatua dhu mola-mèci èèna. èle ka, na nèti yesus asa era dhu dedha risi ètu èmu kapua manèngi-mangaj'i."
MAT 4:6,"and said to him, because you claim that you have a relationship with god as a son has with his father, prove it by jumping down to the ground. you will not be hurt, because it is written in the scriptures, ‘god will command his angels to protect you. they will lift you up in their hands when you are falling, in order that you will not get hurt. you will not even strike your foot on a stone. '","hèia nidhu ne, peka, ladhe èu ne tare'a-re'a ana ama lamatua, èu ridhu sèku asa haha nèi. te dhu suri tèke ètu d'ara sasuri mola-mèci ama lamatua, na, ‘pe ama lamatua pua ana pajuu nèti sorga, sèna ka j'aga èu. ' aa ètu d'ara sasuri mola-mèci ama lamatua, dhu suri kahèi, ‘pe ra kanata ai ra, ho sibhe èu, sèna ka ngi'u èu pèd'a boe, aa haga èu goi lèke boe hadhu sa hèi. '"
MAT 4:7,"but jesus said, no! i will not jump down, because in another place in the scriptures it is written {there are these words that moses wrote}: ‘do not try to test the lord your god to see if he will prevent something bad from happening to you when you do something foolish! '","te ngaa yesus b'ala, aku nèngu na, abhu kahèi dhu suri tèke ètu d'ara sasuri mola-mèci ama lamatua, dhu peka na, ‘ama lamatua èèna, lamatua èu. de èu baku pua ne pake koasa na, sèna ka pad'elo bukti, peka na, nèngu èèna, tare'a-re'a ama lamatua. '"
MAT 4:8,then the devil took him on top of a very high mountain. there he showed him all the nations in the world and the magnificent things in those nations.,"èle èèna ka, dhèu aae nidhu ne nèti hari yesus asa kolo ledhe dhu dedha aae. hèia na pad'elo aa'i saraga dènge babe'a negara aa'i-aa'i ètu rai-haha ne."
MAT 4:9,"and then he said to him, i will let you rule all these nations and give you the magnificent things in them if you bow down and worship me.","ropa na pad'elo nare, hèia dhèu aae nidhu ne peka, aku nèngu na, sad'i èu patitu kètu urutuu, sèna ka pahaha iisi mi ja'a, pe ja'a hia aa'i se'e se mi èu."
MAT 4:10,"but jesus said to him, no, i will not worship you, satan, so go away! it is written in the scriptures, ‘it is the lord your god whom you pl must worship, and you pl must serve only him! '","te ngaa yesus jèke ne, peka na, he, nidhu! pakaj'èu nèti era ne'e ne! te sasuri mola-mèci ama lamatua, suri na, ‘èu hud'i pahaha iisi mi ama lamatua, aa èu ne hud'i sab'a ku dhoka hia nèngu di. '"
MAT 4:11,"then the devil went away, and right away, angels came to jesus and took care of him.","ropa dhèu aae nidhu tadèngi lii ne, hèia na tèke eele yesus. te ngaa ana pajuu ama lamatua nèti sorga mai uri ne."
MAT 4:12,"while jesus was in judea, john the baptizer's disciples told him that john had been put in prison and kept there {that herod antipas had put john the baptizer in prison and kept him there}. so jesus returned to galilee district. while he was in galilee, he first went to nazareth town.","tèu èèna, dhèu aae herodes pamaso yohanis tuka sarani asa d'ara èmu bèdho. ropa yesus tadèngi, hèia na lèpa asa galilea."
MAT 4:13,then he left nazareth and went to capernaum city in order to live there. capernaum is located beside galilee lake in the region which was formerly the regions of the tribes of zebulun and naphtali.,"la'e asa rae na nasaret, èle ka la'e taruu pea ètu rae kapernaum. rae èèna ètu sebhe dano galilea, ètu rai sebulon dènge naftali."
MAT 4:14,one reason that he went there was so that these words that were written by the prophet isaiah might be fulfilled {so that he might fulfill these words that the prophet isaiah wrote}:,"dènge j'ara ne, na tao madhutu ngaa dhu dhèu nèti lii padhai ama lamatua, ngara na yesaya, suri tèke, peka na,"
MAT 4:15,zebulun region and naphtali region are on the road which is near galilee lake and on the eastern side of the jordan river. they are the regions in galilee district where many non-jews are living.,rai sebulon dènge rai naftali dhu padètu dènge dano galilea ètu sebhe haa loko yarden. dhèu yahudi boe pea ètu era sèra kahèi.
MAT 4:16,"although the people there will be like people who sit in a dark place met, they will suddenly perceive clearly a new teaching, as people who have seen a big light shining on them met perceive everything clearly. the people who are located in a dangerous met region will suddenly perceive clearly what god teaches, as people on whom a light shines perceive things clearly met, dou.","rèngu dhu mamuri ètu d'ara maroga, te ngaa limuri ne, rèdhi le saraa. aa saraa ne heo le palème mi dhèu aa'i-aa'i dhu tadhe mèka ama lamatua."
