verse,source_text,target_text
GEN 2:7,"and jehovah god formed man of the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul.","èle èèna ka, ama lamatua nare rai ciki, ka na paj'aj'i dhèu rai-haha. hèia na tiu a'ae na asa d'ara sahènga dhèu na, ka na mamuri dènge ka."
GEN 2:8,"and jehovah god planted a garden eastward, in eden; and there he put the man whom he had formed.","hèia ama lamatua bhoke oka cue ètu rai eden, re bèka dhimu. hèia na hia dhèu ne pea ètu d'ara oka na."
GEN 2:9,"and out of the ground made jehovah god to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of the knowledge of good and evil.","ètu d'ara oka èèna, na pamamuri rupa-rupa aj'u dhu be'a, dhu dhèu bisa ra'a. aa na pamamuri kahèi aj'u dua kapua ètu talora aae oka èèna. ladhe dhèu ra'e hua nèti aj'u èci, na mamuri taa-taa. aa ladhe dhèu ra'e hua nèti aj'u èci hari, ne'a hag'e mia dhu be'a, aa mia dhu karehe."
GEN 2:10,"and a river went out of eden to water the garden; and from thence it was parted, and became four heads.","ètu era èèna, abhu loko èci dhu hae nèti d'ara oka èèna. loko èèna, èpa kacanga."
GEN 2:11,"the name of the first is pishon: that is it which compasseth the whole land of havilah, where there is gold;","kacanga ka èci na, ngara na pison. nèngu ka dhu hae pale-lème rai hawila dhu abhu hualaa ae-ae."
GEN 2:12,and the gold of that land is good: there is bdellium and the onyx stone.,"ètu era èèna ka, abhu poe-pai, aj'u dhu raa na hèu mèngi, dènge hadhu kale'e."
GEN 2:13,and the name of the second river is gihon: the same is it that compasseth the whole land of cush.,"kacanga ka dua, ngara na gihon. kacanga ne, hae pale-lème rai kus."
GEN 2:14,and the name of the third river is hiddekel: that is it which goeth in front of assyria. and the fourth river is the euphrates.,"kacanga ka tèlu, ngara na tigris. kacanga ne'e ka, j'aj'i mi too rai asyur re ca bèka dhimu. kacanga ka èpa, ngara na efrat."
GEN 2:15,"and jehovah god took the man, and put him into the garden of eden to dress it and to keep it.","ka ama lamatua hia dhèu pea ètu d'ara eden, ho na ladhe-leru oka èèna."
GEN 2:16,"and jehovah god commanded the man, saying, of every tree of the garden thou mayest freely eat:","hèia na hia paredha mi dhèu ne, aku nèngu na, hua aaj'u aa'i-aa'i ètu d'ara oka ne, èu bisa mu'a."
GEN 2:17,"but of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die.","te ngaa èci dhu èu bisa boe mu'a. nuka hua nèti aj'u dhu ne'a hag'e mia dhu be'a, aa mia dhu karehe. ladhe mu'a, èu madhe dènge."
GEN 2:18,"and jehovah god said, it is not good that the man should be alone; i will make him a help meet for him.","ka ama lamatua tuhu haru lii na, aku nèngu na, babe'a na aad'o, ladhe dhèu ne mamuri mesa na. de ja'a neo paj'aj'i hia ne, anga ca dhèu dhu pamèci dènge ne."
GEN 2:19-20,"and out of the ground jehovah god formed every beast of the field, and every bird of the heavens; and brought them unto the man to see what he would call them: and whatsoever the man called every living creature, that was the name thereof. and the man gave names to all cattle, and to the birds of the heavens, and to every beast of the field; but for man there was not found a help meet for him.","lod'o èèna, ama lamatua nare rai ciki, ka na tao rupa-rupa badha dènge manu-bhui. hèia na pangèd'u si asa dhèu ne, sèna ka na pangare si. ka dhèu ne pangare badha se dènge manu-bhui aa'i-aa'i ra, èci-èci ka dènge ngara ra. te ngaa dhèu ne abhu mèka anga dhu pamèci dènge nèngu."
GEN 2:21,"and jehovah god caused a deep sleep to fall upon the man, and he slept; and he took one of his ribs, and closed up the flesh instead thereof:","hèia ama lamatua pabhèj'i luu dhèu ne'e. ropa na bhèj'i, ama lamatua nare rui karasa na calaa, ka na pakateme hari nu'a deo na."
GEN 2:22,"and the rib, which jehovah god had taken from the man, made he a woman, and brought her unto the man.","nèti rui ne, na paj'aj'i bhèni ca dhèu. hèia na pangèd'u bhèni ne mi dhèu èèna."
GEN 2:23,"and the man said, this is now bone of my bones, and flesh of my flesh: she shall be called woman, because she was taken out of man.","ropa ladhe nèdhi bhèni ne, ka dhèu na peka, aku nèngu na, waaa! ne'e ne ku! sèmi ne'e ku, heka pamèci dènge ja'a kèna! rui na, sama èci èèna ka dènge rui ja'a. aa isi na, sama kahèi dènge isi ja'a. lula nèngu ne, j'aj'i nèti dhèu mone, nèti èèna ka ja'a pangare ne, ‘dhèu bhèni'."
GEN 2:24,"therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.","nèti èèna ka, dhèu mone hud'i tèke eele ku ina-ama na, ho la'e mamuri d'ara èci dènge dhèu èmu-kamali na, lula dua ra, j'aj'i le èci."
GEN 2:25,"and they were both naked, the man and his wife, and were not ashamed.","lod'o èèna, dua ra dhu dènge boe mèdha-papake, te ngaa ra makae boe."
GEN 3:1,"now the serpent was more subtle than any beast of the field which jehovah god had made. and he said unto the woman, yea, hath god said, ye shall not eat of any tree of the garden?","nèti badha aa'i-aa'i dhu ama lamatua paj'aj'i ètu rai-haha ne, mege ka dhu mèu risi kapod'e-kabèli. ca lod'o, mege karèi bhèni na, aku nèngu na, tare'a, do? ama lamatua kai miu baku mi'a hua aaj'u aa'i-aa'i ètu d'ara oka ne'e."
GEN 3:2-3,"and the woman said unto the serpent, of the fruit of the trees of the garden we may eat: but of the fruit of the tree which is in the midst of the garden, god hath said, ye shall not eat of it, neither shall ye touch it, lest ye die.","ka bhèni na b'ala, aad'o! ji'i bisa nga'a! dhodhoka aj'u ca kapua ètu talora oka ne, ama lamatua kai, baku nga'a hua na. na peka na, ji'i baku nga'a, aa baku g'ag'e hua èèna kahèi, te aad'o na, ji'i madhe!"
GEN 3:4,"and the serpent said unto the woman, ye shall not surely die:","te ngaa mege na dhaa, aku nèngu na, waa! sèmi boe èèna! miu se madhe boe!"
GEN 3:5,"for god doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as god, knowing good and evil.","ama lamatua mema kai tare'a sèmi èèna, lula dhu ne'a le, ladhe mi'e hua aaj'u èèna, miu j'aj'i d'èlu-mèu sèmi nèngu. ho èèna na me'a mia dhu be'a, aa mia dhu karehe."
GEN 3:6,"and when the woman saw that the tree was good for food, and that it was a delight to the eyes, and that the tree was to be desired to make one wise, she took of the fruit thereof, and did eat; and she gave also unto her husband with her, and he did eat.","aa bhèni ne ladhe na aj'u ne be'a titu kèna, dènge hua na ele boe kee. na ngee, ladhe ja'a ku'a hua aj'u ne'e, ja'a d'èlu-mèu. hèia puu nare ka hua aj'u èèna, ka na'e. na'e nare, nèti hia dhèu èmu na, ka na'a kahèi."
GEN 3:7,"and the eyes of them both were opened, and they knew that they were naked; and they sewed fig-leaves together, and made themselves aprons.","ra'a rare ka, heka re'a na rèngu dhu pake boe mèdha dhu hutu ua rèngu. nèti èèna ka, ra lui rèu aj'u ho pa'abhe era makae rèngu."
GEN 3:8,and they heard the voice of jehovah god walking in the garden in the cool of the day: and the man and his wife hid themselves from the presence of jehovah god amongst the trees of the garden.,"d'ai lod'o nihia, dua ra tadèngi lii core haga ama lamatua ètu d'ara oka èèna. ka dua ra rai lasi lu'u asa ca bèka aj'u, sèna ka lamatua baku nèdhi si."
GEN 3:9,"and jehovah god called unto the man, and said unto him, where art thou?","te ngaa ama lamatua paroa mi dhèu mone èèna, aku nèngu na, adam! èu ètu mia?"
GEN 3:10,"and he said, i heard thy voice in the garden, and i was afraid, because i was naked; and i hid myself.","hèia mone na dhaa, ja'a tadèngi lii lamatua ètu ne'e. te ngaa ja'a makae, lula ja'a pake boe mèdha ètu ua. nèti èèna ka, ja'a rai pahuni iisi."
GEN 3:11,"and he said, who told thee that thou wast naked? hast thou eaten of the tree, whereof i commanded thee that thou shouldest not eat?","ka lamatua peka na, cee ka dhu peka, na èu dhu pake boe mèdha-papake? de tasamia? tatu èu mu'a le hua aj'u dhu ja'a kai na, sina ma?"
GEN 3:12,"and the man said, the woman whom thou gavest to be with me, she gave me of the tree, and i did eat.","ka na b'ala, peka na, bhèni dhu èu hia ho pa'anga dènge ja'a èèna, ka dhu hia ja'a ku'a!"
GEN 3:13,"and jehovah god said unto the woman, what is this thou hast done? and the woman said, the serpent beguiled me, and i did eat.","hèia ama lamatua peka dènge bhèni na, aku nèngu na, nga tao ka, èu ad'u madha j'ara èèna? ka bhèni ne dhaa, peka na, te mege ne ka dhu ag'o ja'a! nèti èèna ka, ja'a ku'a."
GEN 3:14,"and jehovah god said unto the serpent, because thou hast done this, cursed art thou above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:","èle èèna ka, ama lamatua dhoo mege èèna, aku nèngu na, ja'a huku èu, lula tatao èu. nèti badha aa'i-aa'i, dhoka èu di dhu abhu huku sèmi ne'e. mulai nèti deo ne'e toke èu madhe, èu dhoka rod'o dènge kakara, aa mu'a ètu rai di."
GEN 3:15,"and i will put enmity between thee and the woman, and between thy seed and her seed: he shall bruise thy head, and thou shalt bruise his heel.","ja'a tao sèna ka, èu loe boe pamusu dènge bhèni ne. aa ana-èpu miu dua mi sèmi èèna kahèi. ana-èpu èu, èèna na kadhi hui tèdhu dhèu. te ngaa ca dhèu nèti ana-èpu bhèni ne, èèna na dhedhe palaho kètu èu."
GEN 3:16,"unto the woman he said, i will greatly multiply thy pain and thy conception; in pain thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.","èle èèna ka, ama lamatua peka dènge bhèni ne, èèna na, ja'a pasusa tabha èu, ropa èu dènge babia; lod'o mora iisi, èu asa tabha j'èra. masi ka sèmi èèna, d'ara èu d'èi taruu dhèu èmu èu, aa nèngu ka dhu ator èu."
GEN 3:17,"and unto adam he said, because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which i commanded thee, saying, thou shalt not eat of it: cursed is the ground for thy sake; in toil shalt thou eat of it all the days of thy life;","ka ama lamatua peka dènge mone ne, èu madhutu boe lii paredha ja'a, te ngaa èu nanene dhoka lii dhèu èmu èu di, ka èu mu'a hua aj'u dhu ja'a kai èèna. nèti èèna ka, èu abhu huku kahèi. aa rai lèke huku kahèi. nèti deo ne'e, toke d'ai èu madhe, hud'i èu kabèli rai, heka èu abhu nganga'a kèna. dènge sab'a bia sèmi ne'e ka, èu heka mamuri kèna."
GEN 3:18,thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field;,"masi ka èu sèle rupa-rupa hini èèna ka, te ngaa dhu muri mai dhodhoka dhudhu-sete di."
GEN 3:19,"in the sweat of thy face shalt thou eat bread, till thou return unto the ground; for out of it wast thou taken: for dust thou art, and unto dust shalt thou return.","hud'i èu èi kabhèsu haa ku, heka rai hia èu nganga'a kèna. èu hud'i sab'a bia sèmi èèna ku, toke d'ai lod'o èu madhe. èu ne, ja'a paj'aj'i nèti rai. de ladhe èu madhe, èu j'aj'i hari rai."
GEN 3:20,and the man called his wife's name eve; because she was the mother of all living.,"èle èèna ka, adam pangare dhèu èmu na ‘hawa' dhu sasoa na ‘dhu mamuri', te nèngu ka j'aj'i ina nèti dhèu dhu mamuri aa'i-aa'i."
GEN 3:21,"and jehovah god made for adam and for his wife coats of skins, and clothed them.","hèia ama lamatua tao mèdha-papake nèti ka'uri badha, ka papake dua ra."
GEN 3:22,"and jehovah god said, behold, the man is become as one of us, to know good and evil; and now, lest he put forth his hand, and take also of the tree of life, and eat, and live for ever-","ka ama lamatua peka, limuri ne, dhèu re'a le, mia dhu be'a dènge mia dhu karehe, sèmi èdhi kahèi. de mage dhoka, rèngu ra'a hua aj'u dhu èci hari na, dhu hia mamuri taa-taa."
GEN 3:23,"therefore jehovah god sent him forth from the garden of eden, to till the ground from whence he was taken.","èle èèna ka, na babèga eele si nèti d'ara oka eden èèna, ho lasi asa era leo, sèna ka ra mamuri dènge sab'e oka-tedhe. lula dhèu j'aj'i nèti rai, de mamuri kahèi nèti rai."
GEN 3:24,"so he drove out the man; and he placed at the east of the garden of eden the cherubim, and the flame of a sword which turned every way, to keep the way of the tree of life.","babège nare si, ka lamatua paredha ana pajuu na nèti sorga, dhu dènge èla, ho lasi j'aga oka èèna re ca bèka dhimu. rèngu dènge samala dhu heo ha'a-ha'a, dhu seru la'e-mai. lamatua pua si bèdho eele j'ara la'e sa d'ara, te nèngu d'èi boe dhèu puu rare hua aj'u dhu hia ra mamuri taa-taa èèna."
GEN 4:1,"and the man knew eve his wife; and she conceived, and bare cain, and said, i have gotten a man with the help of jehovah.","hèia adam j'unu dènge dhèu èmu na, hawa. ka bhèni ne dènge babia. hèia nara iisi ana mone ca dhèu. ka na peka, aku nèngu na, ja'a abhu le ana mone ca dhèu, lula ama lamatua soru nare le ja'a. ka na pangare ana ne, kaen dhu sasoa na ‘abhu'."
GEN 4:2,"and again she bare his brother abel. and abel was a keeper of sheep, but cain was a tiller of the ground.","hèia hawa nara iisi hari ana mone èci. ka na pangare ne habel. dua ra kapai ka, habel j'aj'i dhèu madhenge badha. aa a'a na kaen, sab'a oka-tedhe."
GEN 4:3,"and in process of time it came to pass, that cain brought of the fruit of the ground an offering unto jehovah.","ca lod'o, kaen nèti isi rai na cahag'e, ka hia lamatua."
GEN 4:4,"and abel, he also brought of the firstlings of his flock and of the fat thereof. and jehovah had respect unto abel and to his offering:","habel nèti ana-ana uuru kahib'i-kalèbho na. na roro kahib'i-kalèbho se, ka nèti sisi dhu be'a hia lamatua. d'ara ama lamatua karej'e ropa ladhe nèdhi korban nèti habel ne."
GEN 4:5,"but unto cain and to his offering he had not respect. and cain was very wroth, and his countenance fell.","te ngaa na d'èi boe korban unu kaen. hèia kaen nasa bia, ka rèhu na mare boe."
GEN 4:6,"and jehovah said unto cain, why art thou wroth? and why is thy countenance fallen?","ka lamatua lii dènge kaen, aku nèngu na, kaen! nga tao ka èu nasa sèmi èèna, ka rèhu èu mare boe?"
GEN 4:7,"if thou doest well, shall it not be lifted up? and if thou doest not well, sin coucheth at the door; and unto thee shall be its desire; but do thou rule over it.","ladhe tatao èu be'a, na ja'a sèmi èu dènge hua iia. de mu pangee uuru ku! ladhe èu tao bhelu, na bhabhelu èèna na'e hari èu, sama sèmi meo neo pacèli maraho. de sèmi èu neo tao bhabhelu, be'a risi core eele ka!"
GEN 4:8,"and cain told abel his brother. and it came to pass, when they were in the field, that cain rose up against abel his brother, and slew him.","ca tèka, kaen gale habel, na peka na, mai lati ngad'o oka, we. ropa dua ra d'ai d'ara oka, kaen kalabhe pamadhe ari na."
GEN 4:9,"and jehovah said unto cain, where is abel thy brother? and he said, i know not: am i my brother's keeper?","ka lamatua karèi kaen, aku nèngu na, kaen! ari mu ka mia? hèia kaen dhaa, aku nèngu na, ja'a ke'a boe na ètu mia! èu ngee na, ja'a dhèu kèpe haga na, do?"
GEN 4:10,"and he said, what hast thou done? the voice of thy brother's blood crieth unto me from the ground.","ka lamatua b'ala, nga tao ka èu bhelu sèmi èèna? baku pangee na, èu pahuni more le raa ari èu ètu d'ara rai, te ja'a dhu kèdhi aa'i-aa'i le!"
GEN 4:11,"and now cursed art thou from the ground, which hath opened its mouth to receive thy brother's blood from thy hand;","de lii dhoo lèke le mi dedha èu. lod'o èu pamadhe ari èu, rai sakid'o nare raa na. de limuri ne, rai bisa heka nèti mamuri mi èu."
GEN 4:12,"when thou tillest the ground, it shall not henceforth yield unto thee its strength; a fugitive and a wanderer shalt thou be in the earth.","de ladhe èu sab'a oka-tedhe, rai ne hia heka èu ngaa-ngaa. nèti deo ne'e, èu lu'u sa haa-sa dhimu, sèmi dhèu dhu dènge boe era paleo-palu'u."
GEN 4:13,"and cain said unto jehovah, my punishment is greater than i can bear.","te ngaa kaen b'ala lamatua, aku nèngu na, haii! ama lamatua, ee! lamatua dhoo ja'a bia titu kèna, de ja'a pasae mèke boe nga."
GEN 4:14,"behold, thou hast driven me out this day from the face of the ground; and from thy face shall i be hid; and i shall be a fugitive and a wanderer in the earth; and it will come to pass, that whosoever findeth me will slay me.","lula lamatua bège eele ja'a nèti era ne'e, ja'a kaj'èu nèti ama lamatua. ja'a kako lole-laa asa mia-mia. de ladhe paraga dènge dhèu, èèna na ra pamadhe ja'a."
GEN 4:15,"and jehovah said unto him, therefore whosoever slayeth cain, vengeance shall be taken on him sevenfold. and jehovah appointed a sign for cain, lest any finding him should smite him.","te ngaa lamatua dhaa na, aad'o sèmi èèna! dhèu cee dhu pamadhe èu, èèna na ja'a huku ne, babia na pidhu hari risi nèti èu. hèia lamatua tao tadha mi kaen, sèna ka dhèu re'a ho baku pamadhe ne."
GEN 4:16,"and cain went out from the presence of jehovah, and dwelt in the land of nod, on the east of eden.","hèia kaen tèke eele dènge era èèna. la'e pakaj'èu nèti lamatua, asa era èci, ètu bèka dhimu oka eden. era ne'e, ngara na nod dhu sasoa na, ‘lole-laa'. ka na pea ètu era èèna."
GEN 4:17,"and cain knew his wife; and she conceived, and bare enoch: and he builded a city, and called the name of the city, after the name of his son, enoch.","hèia kaen leo-èmu, ka dhèu èmu na dènge babia. ka nara iisi ana mone ca dhèu, dhu pangare na henok. hèia kaen patitu rae cue, ngara na henok, madhutu ngara ana na."
GEN 4:18,and unto enoch was born irad: and irad begat mehujael; and mehujael begat methushael; and methushael begat lamech.,"ka henok matana irad. hèia irad matana mehuyael. mehuyael matana metusael. aa ana metusael, lamek."
GEN 4:19,"and lamech took unto him two wives: the name of the one was adah, and the name of the other zillah.","dhèu èmu lamek, dhèu dua. èci ngara na ada, aa ca dhèu hari, ngara na sila."
GEN 4:20,and adah bare jabal: he was the father of such as dwell in tents and have cattle.,"ana ada, ngara na yabal. ana-èpu na, j'aj'i dhèu piara badha. mamuri ra ètu boe ca era, aa ra pea dhoka ètu d'ara paleo di."
GEN 4:21,and his brother's name was jubal: he was the father of all such as handle the harp and pipe.,"ari yabal, ngara na yubal. ana-èpu yubal, j'aj'i dhèu gai sasadhu, dènge tiu sakino."
GEN 4:22,"and zillah, she also bare tubal-cain, the forger of every cutting instrument of brass and iron: and the sister of tubal-cain was naamah.","dhèu èmu lamek èci hari, sila, nara iisi tubal kaen. ana-èpu na j'aj'i tuka bèsi, ka ra tuku mèdha ae-ae tao nèti bèsi, dènge tabaga. ana hèni tubal kaen, ngara na na'ama."
