verse,source_text,target_text,pred_target_text
MAT 1:20,"Akan tetapi, ketika Yusuf sedang mempertimbangkan hal ini, lihat, malaikat Tuhan tampak kepadanya dalam mimpi dan berkata, “Yusuf, anak Daud, jangan takut untuk mengambil Maria sebagai istrimu karena Anak yang dikandungnya adalah dari Roh Kudus.","Te ngaa lodꞌo dhu na pangee era, dꞌara ca mèda sa, ka nèngu nii. Ètu dꞌara nii ne, ladhe nèdhi ana pajuu Ama Lamatua nèti sorga mai peka dènge ne, aku nèngu na, “Yusuf! Èu ne, ana-èpu dhèu aae Daud. Èu mage makae leo dènge Maria. Te ana dhu na kadꞌo èèna, jꞌajꞌi nèti Roh Ama Lamatua.","Te ngaa lodꞌo dhu na pangee era, dꞌara nii èèna, ka nèngu tadèngi ana pajuu Ama Lamatua nèti sorga mai peka dènge ne, aku nèngu na, Yusuf! Èu ne, ana-èpu dhèu aae Daud. Èu baku madhaꞌu leo dènge Maria. Te ana dhu na kadꞌo èèna, jꞌajꞌi nèti Roh Ama Lamatua."
MAT 1:21,Dia akan melahirkan seorang Anak laki-laki dan engkau akan menamai Dia Yesus karena Dia akan menyelamatkan umat-Nya dari dosa-dosa mereka.”,"Bèli-camèdꞌa Maria nara iisi ana mone ca dhèu. Aa èu hudꞌi pangare Ne, Yesus, te Nèngu ka dhu patabuli dhèu unu Ama Lamatua nèti koasa sasala-sasigo ra.”","Bèli-camèdꞌa Maria nara iisi ana mone ca dhèu. Èu hudꞌi pangare Ne, Yesus, te Nèngu ka dhu patabuli dhèu unu Ama Lamatua nèti koasa sasala-sasigo ra."
MAT 1:22,"Semua hal ini terjadi untuk menggenapi yang difirmankan oleh Tuhan melalui nabi-Nya,","Jꞌara ne jꞌajꞌi sèmi èèna, lula Ama Lamatua dhu peka mema nèti uru ka, re dhèu nèti lii padhai Na, ngara na Yesaya, dhu suri, peka na,","Jꞌara ne jꞌajꞌi sèmi èèna, lula Ama Lamatua dhu peka mema nèti uru ka, re dhèu nèti lii padhai Na, ngara na Yesaya, dhu suri tèke, peka na,"
MAT 1:23,"“Lihatlah, seorang perawan akan mengandung dan akan melahirkan seorang anak laki-laki. Mereka akan menyebut nama-Nya Imanuel,” yang artinya: “Allah beserta kita”.","“Mi nanene! Bèli-camèdꞌa abhu ana bhèni ca dhèu dhu kalora iisi, teꞌa boe na, nèngu dhu dènge babia le. Èèna na nara iisi Ana Mone ca dhèu. Ka ra pangare Ne, Imanuel.” (Lii Ibrani, ‘Imanuel’ sasoa na: Ama Lamatua bera-bera dènge èdhi.)","Bèli-camèdꞌa, ana bhèni ca dhèu nara iisi, ho na nara iisi ana mone ca dhèu. Ka ra pangare Ne, Imanuel, dhu sasoa na, Ama Lamatua bera-bera dènge èdhi."
MAT 1:24,"Ketika Yusuf bangun dari tidurnya, dia melakukan seperti yang malaikat Tuhan perintahkan kepadanya, dan dia mengambil istri baginya","Ropa nii èle, Yusuf kèdꞌi nèti bhèjꞌi na. Ka na madhutu ka lii padhai Ama Lamatua dhu na tadèngi ètu dꞌara nii deo na. Ka nare Maria jꞌajꞌi dhèu èmu na.","Ropa Yusuf bhèjꞌi nèti bhèjꞌi na, hèia na kèdꞌi nèti bhèjꞌi. Ka na madhutu ka lii padhai Ama Lamatua dhu na tadèngi ètu dꞌara nii na. Ka nare Maria jꞌajꞌi dhèu èmu na."
MAT 1:25,"tetapi tidak bersetubuh dengan Maria sampai dia melahirkan Anak laki-lakinya. Dan, Yusuf menamai-Nya, Yesus.","Te ngaa na jꞌunu paꞌèci boe dènge Maria, toke Maria nara iisi aaꞌi. Nara iisi nare ka, Yusuf pangare Ana ne, Yesus.","Te ngaa nèngu jꞌunu boe dènge Maria, toke na nara iisi Ana mone ca dhèu. Ka Yusuf pangare Ana ne, Yesus."
MAT 2:1,"Sekarang, setelah Yesus lahir di Betlehem, di Yudea, pada zaman Raja Herodes, lihat, orang-orang Majus dari timur datang ke Yerusalem.","Lodꞌo rara iisi Yesus ètu rae Betlehem, ètu propensi Yudea, dhèu aae Herodes dhu nèdꞌu paredha ètu èèna. Lodꞌo èèna, dhèu pèri-pèri nèti era kajꞌèu, mai nèti bèka dhimu asa kota Yerusalem. Rèngu se, dhu reꞌa mèu ladhe hua-hètu.","Lodꞌo rara iisi Yesus ètu rae Betlehem, ètu propensi Yudea, dhèu aae Herodes dhu nèdꞌu paredha ètu èèna. Lodꞌo èèna, dhèu pèri-pèri nèti era kajꞌèu, mai nèti bèka dhimu asa kota Yerusalem. Dhèu seꞌe, dhèu dꞌèlu-mèu ladhe hua-hètu."
MAT 2:2,"Mereka bertanya, “Di manakah Dia, Raja orang Yahudi yang dilahirkan itu? Sebab, kami telah melihat bintang-Nya di timur dan kami datang untuk menyembah-Nya.”","Ropa ra dꞌai Yerusalem dhèu se pakarèi, aku rèngu na, “Dhèu Aae nèti dhèu Yahudi, dhu heka rara iisi hiu èèna, era na buli mia, ee? Jiꞌi ngèdhi hua-hètu cue ètu bèka dhimu, dhu jꞌajꞌi mi tadha dhu peka na, rara iisi le Nèngu. Nèti èèna ka, jiꞌi mai neo pahaha iisi mi Nèngu.”","Dhèu se mai karèi, peka na, Dhèu Aae nèti dhèu Yahudi dhu heka rara iisi hiu ne, era na mia? Jiꞌi ngèdhi hua-hètu cue ètu bèka dhimu, dhu patitu kètu hadhu, sèna ka neo pahaha iisi mi Nèngu."
MAT 2:3,"Ketika Raja Herodes mendengar hal ini, gelisahlah dia dan seluruh Yerusalem bersamanya.","Ropa dhèu aae Herodes tadèngi lii neꞌe, hèia dꞌara na susa. Nèti èèna ka, dhèu aaꞌi-aaꞌi ètu Yerusalem sèra, dꞌara ra susa kahèi.","Ropa dhèu aae Herodes tadèngi lii neꞌe, hèia dꞌara na susa. Nèti èèna ka, dhèu aaꞌi-aaꞌi ètu Yerusalem sèra, dꞌara ra susa kahèi."
MAT 2:4,"Lalu, dia mengumpulkan semua imam kepala dan ahli-ahli Taurat bangsa itu. Dia bertanya kepada mereka di mana Kristus dilahirkan.","Èle èèna ka, dhèu aae Herodes paroa nare kètu agama Yahudi dènge mese agama aaꞌi-aaꞌi sèra, ka na karèi si, peka na, “Miu peka sèku dènge jaꞌa la! Kristus, dhu Ama Lamatua padhadha tèke èèna, rara iisi Ne ètu mia?”","Èle èèna ka, dhèu aae Herodes paroa nare kètu agama Yahudi dènge mese agama aaꞌi-aaꞌi sèra, ka na karèi si, peka na, Miu peka ku laa! Kristus, dhu Ama Lamatua padhadha tèke èèna, rara iisi Ne ètu mia?"
MAT 2:5,"Mereka menjawab, “Di Betlehem, wilayah Yudea, karena beginilah yang ditulis oleh nabi:","Hèia ra dhaa, aku rèngu na, “Ètu rae Betlehem, propensi Yudea. Te ca dhèu nèti lii padhai Ama Lamatua, ngara na Mika, dhu suri tèke le karèi nèti uru ka, na:","Ka ra dhaa, peka na, Ètu rae Betlehem, propensi Yudea. Te dhèu nèti lii padhai Ama Lamatua èci, ngara na Mika, dhu suri tèke le karèi nèti uru ka, na:"
MAT 2:6,"‘Tetapi engkau, hai Betlehem Efrata, di tanah Yehuda, engkau bukanlah yang terkecil di antara penguasa Yehuda, karena darimu akan bangkit bagi-Ku, seorang yang akan memerintah Israel.’”","‘Wee! Miu dhèu Betlehem ètu propensi Yudea sèra. Baku pangee na, rae miu ne, ca rae iiki dhu dhèu ige boe. Te bèli-camèdꞌa dhèu kapai ca dhèu cèu mai nèti rae neꞌe. Èèna na Nèngu jꞌajꞌi dhèu madhenga mi dhèu Jaꞌa, dhèu Israꞌel.’ ”","Wee! Miu dhèu Betlehem ètu propensi Yudea sèra. Baku pangee, na, miu se ca rae iiki dhu dhèu ige boe. Te bèli-camèdꞌa dhèu èci mai nèti rae neꞌe, ho jꞌajꞌi dhèu paredha mi dhèu Jaꞌa, dhèu Israꞌel."
MAT 2:7,"Kemudian, Herodes diam-diam memanggil orang-orang Majus itu, meminta kepastian dari mereka tentang waktu bersinarnya bintang itu.","Ropa tadèngi nare sèmi èèna, hèia dhèu aae Herodes paroa mau-mau dhèu dhu dꞌèlu-mèu ladhe hua-hètu sèra. Ka na karèi, na, “Lodꞌo mia miu ladhe mèdhi hua-hètu ne cèu ètu dedha-liru?” Hèia ra peka dènge ne.","Hèia dhèu aae Herodes paroa mau-mau dhèu dhu dꞌèlu-mèu ladhe hua-hètu sèra. Ka na karèi, peka na, Miu aaꞌi-aaꞌi mi meꞌa mèu lodꞌo mia miu ladhe mèdhi hua-hètu ne cèu ètu dedha-liru?"
MAT 2:8,"Lalu, dia menyuruh mereka ke Betlehem dan berkata, “Pergi dan selidikilah dengan teliti tentang Anak itu. Dan, kalau kamu sudah menemukan-Nya, beritahukanlah kepadaku supaya aku juga bisa datang dan menyembah-Nya.”","Èle ka, na hia si lasi asa Betlehem. Na moa dènge ra, peka na, “Lami ho tenge palème era, ètu mia Ana ne. Ladhe miu rage, na, lèpa hari mai sèna ka peka dènge jaꞌa. Te jaꞌa neo laku pahaha iisi mi Nèngu kahèi.”","Èle ka, na hia si lasi asa Betlehem. Na moa dènge ra, aku nèngu na, Lami ho tenge paie-iie era pea Ana ne. Ladhe miu rage, na, lèpa hari mai peka dènge jaꞌa. Te jaꞌa neo laku pahaha iisi mi Nèngu kahèi."
MAT 2:9,"Setelah mendengarkan raja, mereka pergi. Dan, lihat, bintang yang mereka lihat di timur itu menuntun mereka sampai tiba dan berhenti di atas tempat Anak itu berada.","Ropa tadèngi rare lii padhai dhèu aae, hèia lasi dènge ka. Kacaꞌa laa, rèngu rèdhi hari hua-hètu dhu uru èèna rèdhi ètu bèka dhimu. Hua-hètu ne cèu ètu madha rèngu, na kako uru nèti rèngu, hèia tèja ètu dedha era Ana ne pea.","Ropa tadèngi rare lii padhai dhèu aae, hèia lasi dènge ka. Cagꞌagꞌa laa, rèngu rèdhi hari hua-hètu dhu uru èèna rèdhi ètu bèka dhimu. Hua-hètu ne kako uru nèti rèngu, ka titu ètu dedha era Ana ne pea."
MAT 2:10,"Ketika melihat bintang itu, mereka bersukacita dengan sukacita yang sangat besar.","Ropa rèdhi, hèia ra karejꞌe titu kèna.","Ropa rèdhi, hèia ra karejꞌe titu kèna."
MAT 2:11,"Setelah masuk ke dalam rumah, mereka menemukan Anak itu bersama Maria, ibu-Nya. Lalu, mereka tersungkur dan menyembah-Nya. Kemudian, mereka membuka tempat-tempat harta mereka dan mempersembahkan hadiah-hadiah kepada-Nya, yaitu emas, kemenyan, dan mur.","Èle ka lasi asa dꞌara èmu, hèia ladhe rèdhi Ana ne dènge ina Na Maria. Hèia ra patitu kètu urutuu ho pahaha iisi mi Ana ne. Ka dhèu se bhoke mèdha dhu kabꞌua rèti hia Ana ne. Ra hia hualaa, kemenyan dènge raa ajꞌu hèu mèngi.","Èle ka lasi asa dꞌara èmu, hèia ladhe rèdhi Ana ne dènge ina Na Maria. Ka ra patitu kètu urutuu ho pahaha iisi mi Ana ne. Ka dhèu se bhoke mèdha dhu kabꞌua ètu dꞌara gudꞌa ra. Ra hia Ana ne mèdha hualaa, kemenyan dènge raa ajꞌu hèu mèngi."
MAT 2:12,"Dan, sesudah diperingatkan dalam mimpi agar jangan kembali kepada Herodes, mereka kembali ke negerinya melalui jalan lain.","Nèbhu boe, ka dhèu se abhu nii nèti Ama Lamatua, peka na, “Lami ia ka asa dhèu aae Herodes.” Nèti èèna ka, ra lèpa hari asa rai rèngu re jꞌara leo.","Nèti èèna ka, Ama Lamatua pasanèdꞌe si ètu dꞌara nii, peka na, Lami ia ka asa dhèu aae Herodes. Nèti èèna ka, ra lèpa hari asa rai rèngu re jꞌara leo."
MAT 2:13,"Setelah orang-orang Majus itu pergi, lihat, malaikat Tuhan tampak kepada Yusuf dalam mimpi dan berkata, “Bangunlah! Bawa Anak itu bersama ibu-Nya dan larilah ke Mesir. Tinggallah di sana sampai Aku berbicara kepadamu karena Herodes ingin mencari Anak itu untuk membinasakan-Nya.”","Lodꞌo dhèu dꞌèlu-mèu ladhe hua-hètu se lèpa, hèia ana pajuu Lamatua èci nèti sorga, mai peka dènge Yusuf ètu dꞌara nii, aku nèngu na, “Yusuf! Pakèdꞌi dènge ka dꞌara lai-lai ne! Mèti Ana ne dènge ina Na lami asa Masir. Pea ètu nèi, toke Jaꞌa peka dꞌai lodꞌo mia miu lèpa hari. Te dhèu aae Herodes tenge jꞌara ho pamadhe Ana ne!”","Ropa dhèu dꞌèlu-mèu ladhe hua-hètu se lèpa, hèia ana pajuu Ama Lamatua nèti sorga, mai peka dènge Yusuf ètu dꞌara nii, aku nèngu na, Yusuf! Kèdꞌi ka! Mèti Ana ne dènge ina Na lami asa Masir. Pea ètu nèi, toke Jaꞌa peka dꞌai lodꞌo mia èèna ka. Te dhèu aae Herodes tenge jꞌara ho pamadhe Ana ne."
MAT 2:14,"Kemudian, Yusuf bangun dan membawa Anak itu dengan ibu-Nya pada waktu malam untuk pergi ke Mesir,","Hèia Yusuf kèdꞌi nèti bhèjꞌi. Ka mèda èèna kahèi, nèti dhèu èmu na dènge Ana ne, rai lasi asa Masir.","Ka Yusuf kèdꞌi nèti bhèjꞌi. Ka mèda èèna kahèi, nèti dhèu èmu na dènge Ana ne, rai lasi asa Masir."
MAT 2:15,dan tinggal di sana sampai Herodes mati supaya digenapilah yang difirmankan Tuhan melalui nabi: “Dan dari Mesir Kupanggil Anak-Ku.”,"Ra pea ètu nèi toke dhèu aae Herodes madhe. Jꞌara èèna, nuka sèmi ca dhèu nèti lii padhai Ama Lamatua, ngara na Hosea, suri tèke karèi nèti uru ka, na, “Jaꞌa paroa hari Ana Ku, ho lèpa ka nèti Masir.”","Ra pea ètu nèi toke dhèu aae Herodes madhe. Jꞌara ne jꞌajꞌi sèmi èèna, madhutu ngaa dhu dhèu nèti lii padhai Ama Lamatua, ngara na Yesaya, suri tèke, peka na, Jaꞌa paroa hari Ana Ku, ho lèpa ka nèti Masir."
MAT 2:16,"Kemudian, ketika Herodes tahu bahwa dia sudah diperdaya oleh orang-orang Majus, dia sangat murka dan memerintahkan untuk membunuh semua anak laki-laki di Betlehem dan seluruh wilayah di sekitarnya, yang berumur dua tahun ke bawah, sesuai dengan waktu yang sudah ia pastikan dari orang-orang Majus.","Ropa dhèu aae Herodes neꞌa nare, na, dhèu dꞌèlu-mèu ladhe hua-hètu sèra leko-monya ne, hèia na nasa titu kèna. Na paredha sordadꞌu na sèra, aku nèngu na, “Lami asa rae Betlehem nèi, aa asa rae-rae leo dhu padètu ètu èèna. Pamadhe aaꞌi ana mone iiki dhu dua tèu asa haha mai.” Herodes hia paredha ne, lula na sanèdꞌe lii lolo nèti dhèu dꞌèlu-mèu sèra. Na ige karèi nèti rèngu rèdhi hiu-hiu hua-hètu cèu ètu dedha-liru.","Ropa Herodes neꞌa nare, na, dhèu dꞌèlu-mèu ladhe hua-hètu sèra leko-monya ne, hèia na nasa titu kèna. Na paredha sordadꞌu na sèra, peka na, Lami asa rae Betlehem dènge rae-rae leo dhu padètu ètu èèna. Pamadhe aaꞌi ana mone iiki dhu dua tèu asa haha mai. Herodes paredha sèmi èèna, lula na parisa le nèti dhèu dꞌèlu-mèu sèra."
MAT 2:17,"Maka, genaplah yang disampaikan oleh Nabi Yeremia:","Jꞌara seꞌe aaꞌi-aaꞌi jꞌajꞌi madhutu ngaa dhu dhèu nèti lii padhai Ama Lamatua, ngara na Yermia, suri tèke, peka na,","Jꞌara seꞌe aaꞌi-aaꞌi jꞌajꞌi madhutu ngaa dhu dhèu nèti lii padhai Ama Lamatua, ngara na Yermia, suri tèke, peka na,"
MAT 2:18,"“Suatu suara terdengar di Rama, tangisan dan ratapan yang sangat sedih. Rahel menangisi anak-anaknya, dan tidak mau dihibur karena mereka sudah tiada.”","“Abhu lii tangi dènge lii roma iisi dhèu nèti kota Rama. Rahel tangi dꞌara pèdꞌa, lula ana-ana na madhe aaꞌi. Na dꞌèi boe ca dhèu sa mai pamako ne, lula ana-ana na, aadꞌo heka ca dhèu sa.”","Abhu lii tangi dhu mèdhu ètu kota Rama. Rahel tangi dꞌara pèdꞌa, lula ana-ana na madhe aaꞌi. Na dꞌèi boe dhèu mai pamako ne, lula ana-ana na, aadꞌo heka ca dhèu sa."
MAT 2:19,"Namun, ketika Herodes mati, lihat, malaikat Tuhan menampakkan diri dalam mimpi kepada Yusuf di Mesir,","Nèbhu-nèbhu ka, dhèu aae Herodes madhe. Lodꞌo èèna, Yusuf si ètu Masir era. Hèia Ama Lamatua pua ana pajuu Na ca dhèu mai nèti sorga, padꞌelo rèhu na mi nèngu ètu dꞌara nii.","Nèbhu boe ka dhèu aae Herodes madhe. Lodꞌo èèna, Yusuf ètu Masir era. Hèia Ama Lamatua pua ana pajuu Na ca dhèu mai nèti sorga, padꞌelo iisi na mi nèngu ètu dꞌara nii."
MAT 2:20,"dan berkata, “Bangunlah, bawa Anak itu dengan ibu-Nya dan pergilah ke tanah Israel karena orang-orang yang berusaha membunuh nyawa Anak itu sudah mati.”","Ana pajuu ne lii, aku nèngu na, “Yusuf! Kèdꞌi ka! Mèti ka Ana ne dènge ina Na asa Israꞌel. Te dhèu dhu neo pamadhe Ana ne, madhe le.”","Ana pajuu ne lii, aku nèngu na, Yusuf! Kèdꞌi ka! Mèti ka Ana ne dènge ina Na asa Israꞌel. Te dhèu dhu neo pamadhe Ana ne, madhe le."
MAT 2:21,"Lalu, dia bangun dan membawa Anak itu beserta ibu-Nya dan kembali ke tanah Israel.","Ropa tadèngi nare, hèia Yusuf kèdꞌi. Èle ka nèti si asa rai Israꞌel.","Ropa tadèngi nare, hèia Yusuf kèdꞌi. Ka nèti si asa rai Israꞌel."
MAT 2:22,"Akan tetapi, ketika dia mendengar bahwa Arkhelaus memerintah di Yudea menggantikan Herodes, ayahnya, Yusuf takut pergi ke sana. Setelah diperingatkan dalam mimpi, dia pergi ke wilayah Galilea.","Te ngaa ropa Yusuf tadèngi na, Arkalaus, ana dhèu aae Herodes, dhu jꞌajꞌi dhèu aae limuri ne ètu propensi Yudea, ka na madhaꞌu laꞌe asa Yudea. Èle èèna ka, Ama Lamatua peka hari dènge ne ètu dꞌara nii, na, “Yusuf, èu baku pea ètu Yudea.” Nèti èèna ka, lasi pea asa propensi Galilea,","Te ngaa ropa Yusuf tadèngi na, Arkalaus, dhèu aae Herodes, dhu jꞌajꞌi dhèu aae limuri ne ètu propensi Yudea, ka na madhaꞌu laꞌe asa Yudea. Lula Ama Lamatua peka le dènge ne ètu dꞌara nii, hèia na pakèdꞌi laꞌe asa propensi Galilea."
MAT 2:23,"Dia tiba dan tinggal di sebuah kota yang bernama Nazaret supaya genaplah yang disampaikan para nabi, “Dia akan disebut ‘Orang Nazaret’.”","ètu rae Nasaret. Dènge jꞌara ne lii padhai Ama Lamatua lèke tareꞌa, nuka sèmi ngaa dhu dhèu rèti lii padhai Na suri tèke, na “Bèli-camèdꞌa dhèu paroa Ne, Dhèu Nasaret.”","laꞌe pea ètu rae Nasaret. Seꞌe se jꞌajꞌi madhutu ngaa dhu dhèu rèti lii padhai Ama Lamatua suri tèke, peka na, Bèli-camèdꞌa dhèu paroa Ne, dhèu Nasaret."
MAT 3:1,"Pada hari-hari itu, muncullah Yohanes Pembaptis, berkhotbah di padang belantara Yudea.","Lodꞌo Yesus dhu kapai le, hèia Yohanis tuka sarani mulai ajꞌa-nori dhèu ètu era dhu dhèu pea boe ètu propensi Yudea.","Lodꞌo Yesus mamuri era, Yohanis tuka sarani mulai ajꞌa-nori dhèu ètu era dhu dhèu pea boe ètu propensi Yudea."
MAT 3:2,"Dia berkata, “Bertobatlah karena Kerajaan Surga sudah dekat.”","Na ajꞌa peka na, “Aꞌari pasue! Miu hudꞌi mangaku aa tèke eele ku sasala-sasigo miu, ho lèpa asa Ama Lamatua. Te limuri ne dhèu aaꞌi-aaꞌi bisa jꞌajꞌi dhèu unu Ama Lamatua.”","Na ajꞌa peka na, Miu hudꞌi tèke eele ku sasala-sasigo miu aa tèke eele sasala-sasigo miu, ho lèpa asa Ama Lamatua. Te limuri ne dhèu aaꞌi-aaꞌi bisa jꞌajꞌi dhèu unu Ama Lamatua."
