verse,source_text,target_text
MAT 1:20,"but when he thought about these things, behold, an angel of the lord appeared to him in a dream, saying, joseph, son of david, don't be afraid to take to yourself mary as your wife, for that which is conceived in her is of the holy spirit.","te ngaa lod'o dhu na pangee era, d'ara ca mèda sa, ka nèngu nii. ètu d'ara nii ne, ladhe nèdhi ana pajuu ama lamatua nèti sorga mai peka dènge ne, aku nèngu na, yusuf! èu ne, ana-èpu dhèu aae daud. èu mage makae leo dènge maria. te ana dhu na kad'o èèna, j'aj'i nèti roh ama lamatua."
MAT 1:21,"she shall give birth to a son. you shall name him jesus, for it is he who shall save his people from their sins.","bèli-camèd'a maria nara iisi ana mone ca dhèu. aa èu hud'i pangare ne, yesus, te nèngu ka dhu patabuli dhèu unu ama lamatua nèti koasa sasala-sasigo ra."
MAT 1:22,"now all this has happened that it might be fulfilled which was spoken by the lord through the prophet, saying,","j'ara ne j'aj'i sèmi èèna, lula ama lamatua dhu peka mema nèti uru ka, re dhèu nèti lii padhai na, ngara na yesaya, dhu suri, peka na,"
MAT 1:23,"behold, the virgin shall be with child, and shall give birth to a son. they shall call his name immanuel, which is, being interpreted, god with us.","mi nanene! bèli-camèd'a abhu ana bhèni ca dhèu dhu kalora iisi, te'a boe na, nèngu dhu dènge babia le. èèna na nara iisi ana mone ca dhèu. ka ra pangare ne, imanuel. lii ibrani, ‘imanuel' sasoa na: ama lamatua bera-bera dènge èdhi."
MAT 1:24,"joseph arose from his sleep, and did as the angel of the lord commanded him, and took his wife to himself;","ropa nii èle, yusuf kèd'i nèti bhèj'i na. ka na madhutu ka lii padhai ama lamatua dhu na tadèngi ètu d'ara nii deo na. ka nare maria j'aj'i dhèu èmu na."
MAT 1:25,and didn't know her sexually until she had given birth to her firstborn son. he named him jesus.,"te ngaa na j'unu pa'èci boe dènge maria, toke maria nara iisi aa'i. nara iisi nare ka, yusuf pangare ana ne, yesus."
MAT 2:1,"now when jesus was born in bethlehem of judea in the days of king herod, behold, wise men from the east came to jerusalem, saying,","lod'o rara iisi yesus ètu rae betlehem, ètu propensi yudea, dhèu aae herodes dhu nèd'u paredha ètu èèna. lod'o èèna, dhèu pèri-pèri nèti era kaj'èu, mai nèti bèka dhimu asa kota yerusalem. rèngu se, dhu re'a mèu ladhe hua-hètu."
MAT 2:2,"where is he who is born king of the jews? for we saw his star in the east, and have come to worship him.","ropa ra d'ai yerusalem dhèu se pakarèi, aku rèngu na, dhèu aae nèti dhèu yahudi, dhu heka rara iisi hiu èèna, era na buli mia, ee? ji'i ngèdhi hua-hètu cue ètu bèka dhimu, dhu j'aj'i mi tadha dhu peka na, rara iisi le nèngu. nèti èèna ka, ji'i mai neo pahaha iisi mi nèngu."
MAT 2:3,"when king herod heard it, he was troubled, and all jerusalem with him.","ropa dhèu aae herodes tadèngi lii ne'e, hèia d'ara na susa. nèti èèna ka, dhèu aa'i-aa'i ètu yerusalem sèra, d'ara ra susa kahèi."
MAT 2:4,"gathering together all the chief priests and scribes of the people, he asked them where the christ would be born.","èle èèna ka, dhèu aae herodes paroa nare kètu agama yahudi dènge mese agama aa'i-aa'i sèra, ka na karèi si, peka na, miu peka sèku dènge ja'a la! kristus, dhu ama lamatua padhadha tèke èèna, rara iisi ne ètu mia?"
MAT 2:5,"they said to him, in bethlehem of judea, for this is written through the prophet,","hèia ra dhaa, aku rèngu na, ètu rae betlehem, propensi yudea. te ca dhèu nèti lii padhai ama lamatua, ngara na mika, dhu suri tèke le karèi nèti uru ka, na:"
MAT 2:6,"‘you bethlehem, land of judah, are in no way least among the princes of judah; for out of you shall come a governor who shall shepherd my people, israel. '","‘wee! miu dhèu betlehem ètu propensi yudea sèra. baku pangee na, rae miu ne, ca rae iiki dhu dhèu ige boe. te bèli-camèd'a dhèu kapai ca dhèu cèu mai nèti rae ne'e. èèna na nèngu j'aj'i dhèu madhenga mi dhèu ja'a, dhèu isra'el. '"
MAT 2:7,"then herod secretly called the wise men, and learned from them exactly what time the star appeared.","ropa tadèngi nare sèmi èèna, hèia dhèu aae herodes paroa mau-mau dhèu dhu d'èlu-mèu ladhe hua-hètu sèra. ka na karèi, na, lod'o mia miu ladhe mèdhi hua-hètu ne cèu ètu dedha-liru? hèia ra peka dènge ne."
MAT 2:8,"he sent them to bethlehem, and said, go and search diligently for the young child. when you have found him, bring me word, so that i also may come and worship him.","èle ka, na hia si lasi asa betlehem. na moa dènge ra, peka na, lami ho tenge palème era, ètu mia ana ne. ladhe miu rage, na, lèpa hari mai sèna ka peka dènge ja'a. te ja'a neo laku pahaha iisi mi nèngu kahèi."
MAT 2:9,"they, having heard the king, went their way; and behold, the star, which they saw in the east, went before them until it came and stood over where the young child was.","ropa tadèngi rare lii padhai dhèu aae, hèia lasi dènge ka. kaca'a laa, rèngu rèdhi hari hua-hètu dhu uru èèna rèdhi ètu bèka dhimu. hua-hètu ne cèu ètu madha rèngu, na kako uru nèti rèngu, hèia tèja ètu dedha era ana ne pea."
MAT 2:10,"when they saw the star, they rejoiced with exceedingly great joy.","ropa rèdhi, hèia ra karej'e titu kèna."
MAT 2:11,"they came into the house and saw the young child with mary, his mother, and they fell down and worshiped him. opening their treasures, they offered to him gifts: gold, frankincense, and myrrh.","èle ka lasi asa d'ara èmu, hèia ladhe rèdhi ana ne dènge ina na maria. hèia ra patitu kètu urutuu ho pahaha iisi mi ana ne. ka dhèu se bhoke mèdha dhu kab'ua rèti hia ana ne. ra hia hualaa, kemenyan dènge raa aj'u hèu mèngi."
MAT 2:12,"being warned in a dream not to return to herod, they went back to their own country another way.","nèbhu boe, ka dhèu se abhu nii nèti ama lamatua, peka na, lami ia ka asa dhèu aae herodes. nèti èèna ka, ra lèpa hari asa rai rèngu re j'ara leo."
MAT 2:13,"now when they had departed, behold, an angel of the lord appeared to joseph in a dream, saying, arise and take the young child and his mother, and flee into egypt, and stay there until i tell you, for herod will seek the young child to destroy him.","lod'o dhèu d'èlu-mèu ladhe hua-hètu se lèpa, hèia ana pajuu lamatua èci nèti sorga, mai peka dènge yusuf ètu d'ara nii, aku nèngu na, yusuf! pakèd'i dènge ka d'ara lai-lai ne! mèti ana ne dènge ina na lami asa masir. pea ètu nèi, toke ja'a peka d'ai lod'o mia miu lèpa hari. te dhèu aae herodes tenge j'ara ho pamadhe ana ne!"
MAT 2:14,"he arose and took the young child and his mother by night and departed into egypt,","hèia yusuf kèd'i nèti bhèj'i. ka mèda èèna kahèi, nèti dhèu èmu na dènge ana ne, rai lasi asa masir."
MAT 2:15,"and was there until the death of herod, that it might be fulfilled which was spoken by the lord through the prophet, saying, out of egypt i called my son.","ra pea ètu nèi toke dhèu aae herodes madhe. j'ara èèna, nuka sèmi ca dhèu nèti lii padhai ama lamatua, ngara na hosea, suri tèke karèi nèti uru ka, na, ja'a paroa hari ana ku, ho lèpa ka nèti masir."
MAT 2:16,"then herod, when he saw that he was mocked by the wise men, was exceedingly angry, and sent out and killed all the male children who were in bethlehem and in all the surrounding countryside, from two years old and under, according to the exact time which he had learned from the wise men.","ropa dhèu aae herodes ne'a nare, na, dhèu d'èlu-mèu ladhe hua-hètu sèra leko-monya ne, hèia na nasa titu kèna. na paredha sordad'u na sèra, aku nèngu na, lami asa rae betlehem nèi, aa asa rae-rae leo dhu padètu ètu èèna. pamadhe aa'i ana mone iiki dhu dua tèu asa haha mai. herodes hia paredha ne, lula na sanèd'e lii lolo nèti dhèu d'èlu-mèu sèra. na ige karèi nèti rèngu rèdhi hiu-hiu hua-hètu cèu ètu dedha-liru."
MAT 2:17,"then that which was spoken by jeremiah the prophet was fulfilled, saying,","j'ara se'e aa'i-aa'i j'aj'i madhutu ngaa dhu dhèu nèti lii padhai ama lamatua, ngara na yermia, suri tèke, peka na,"
MAT 2:18,"a voice was heard in ramah, lamentation, weeping and great mourning, rachel weeping for her children; she wouldn't be comforted, because they are no more.","abhu lii tangi dènge lii roma iisi dhèu nèti kota rama. rahel tangi d'ara pèd'a, lula ana-ana na madhe aa'i. na d'èi boe ca dhèu sa mai pamako ne, lula ana-ana na, aad'o heka ca dhèu sa."
MAT 2:19,"but when herod was dead, behold, an angel of the lord appeared in a dream to joseph in egypt, saying,","nèbhu-nèbhu ka, dhèu aae herodes madhe. lod'o èèna, yusuf si ètu masir era. hèia ama lamatua pua ana pajuu na ca dhèu mai nèti sorga, pad'elo rèhu na mi nèngu ètu d'ara nii."
MAT 2:20,"arise and take the young child and his mother, and go into the land of israel, for those who sought the young child's life are dead.","ana pajuu ne lii, aku nèngu na, yusuf! kèd'i ka! mèti ka ana ne dènge ina na asa isra'el. te dhèu dhu neo pamadhe ana ne, madhe le."
MAT 2:21,"he arose and took the young child and his mother, and came into the land of israel.","ropa tadèngi nare, hèia yusuf kèd'i. èle ka nèti si asa rai isra'el."
MAT 2:22,"but when he heard that archelaus was reigning over judea in the place of his father, herod, he was afraid to go there. being warned in a dream, he withdrew into the region of galilee,","te ngaa ropa yusuf tadèngi na, arkalaus, ana dhèu aae herodes, dhu j'aj'i dhèu aae limuri ne ètu propensi yudea, ka na madha'u la'e asa yudea. èle èèna ka, ama lamatua peka hari dènge ne ètu d'ara nii, na, yusuf, èu baku pea ètu yudea. nèti èèna ka, lasi pea asa propensi galilea,"
MAT 2:23,and came and lived in a city called nazareth; that it might be fulfilled which was spoken through the prophets that he will be called a nazarene.,"ètu rae nasaret. dènge j'ara ne lii padhai ama lamatua lèke tare'a, nuka sèmi ngaa dhu dhèu rèti lii padhai na suri tèke, na bèli-camèd'a dhèu paroa ne, dhèu nasaret."
MAT 3:1,"in those days, john the baptizer came, preaching in the wilderness of judea, saying,","lod'o yesus dhu kapai le, hèia yohanis tuka sarani mulai aj'a-nori dhèu ètu era dhu dhèu pea boe ètu propensi yudea."
MAT 3:2,"repent, for the kingdom of heaven is at hand!","na aj'a peka na, a'ari pasue! miu hud'i mangaku aa tèke eele ku sasala-sasigo miu, ho lèpa asa ama lamatua. te limuri ne dhèu aa'i-aa'i bisa j'aj'i dhèu unu ama lamatua."
MAT 3:3,"for this is he who was spoken of by isaiah the prophet, saying, the voice of one crying in the wilderness, make the way of the lord ready! make his paths straight!","uru èèna, ca dhèu nèti lii padhai ama lamatua, ngara na yesaya, suri le lula-nèti yohanis ne, aku nèngu na, bèli-camèd'a abhu dhèu pa'oo-parodha ètu d'ara mamoo, peka na, ‘dhèu aa'i-aa'i pa'èra sèna ka tao pabe'a j'ara, ho sèmi mamai ama lamatua! tao pamola j'ara hia ne! '"
MAT 3:4,now john himself wore clothing made of camel's hair with a leather belt around his waist. his food was locusts and wild honey.,"j'ara mamuri yohanis ne, ca ropa dènge dhèu rèti lii padhai ama lamatua uru sèra. mèdha-papake na tao nèti rèu badha onta. dhari hake na nèti ka'uri badha. nganga'a na, kabara dènge dhua nasu oni."
MAT 3:5,"then people from jerusalem, all of judea, and all the region around the jordan went out to him.","lod'o èèna, dhèu ae mai neo paraga dènge yohanis. rèngu mai nèti kota yerusalem, nèti kabarai propensi yudea aa'i-aa'i, dènge nèti rae-rae dhu dètu loko yarden."
MAT 3:6,"they were baptized by him in the jordan, confessing their sins.","ra bhoka d'ara ra, aa mangaku sasala-sasigo aa'i-aa'i, èle ka yohanis sarani si ètu d'ara loko yarden."
MAT 3:7,"but when he saw many of the pharisees and sadducees coming for his baptism, he said to them, you offspring of vipers, who warned you to flee from the wrath to come?","lod'o èèna, dhèu ae nèti partei agama parisi dènge dhèu partei agama saduki, lasi asa era èèna kahèi, manèngi yohanis sarani si. te ngaa ropa yohanis ladhe nèdhi si, hèia na jèke si, peka na, heeh! miu se cakaraa mege dhu kapod'e-kabèli. bèli-camèd'a ama lamatua huku mi, lula tatao miu dhu bhelu-katub'a sèra. mage mi pangee na, miu bisa rai nèti hahuku na."
MAT 3:8,therefore produce fruit worthy of repentance!,"de be'a risi miu lèpa sa ama lamatua, aa tèke eele sasala miu sèra. èle na, tao j'ara-j'ara dhu be'a, sèmi aj'u dhu hua be'a."
MAT 3:9,"don't think to yourselves, ‘we have abraham for our father, ' for i tell you that god is able to raise up children to abraham from these stones.","mage mi pangee na, miu se abhu mamuri, lula j'aj'i ana-èpu abraham. mi sanèd'e lii ja'a, ee! te ama lamatua bisa tao hadhu se j'aj'i ana-èpu abraham kahèi."
MAT 3:10,"even now the ax lies at the root of the trees. therefore every tree that doesn't produce good fruit is cut down, and cast into the fire.","baku pamud'e! te abhu dhu kèpe mema kataka, pa'èra patue aa'i-aa'i aj'u dhu hua be'a boe, sèna ka core asa d'ara ai."
MAT 3:11,"i indeed baptize you in water for repentance, but he who comes after me is mightier than i, whose sandals i am not worthy to carry. he will baptize you in the holy spirit.","limuri ne, ja'a sarani miu pake èi, ho j'aj'i mi tadha dhu peka na, miu se tèke eele sasala-sasala miu. te ngaa pe abhu ca dhèu dhu kapai risi nèti ja'a, bèli-camèd'a mai. masi ka j'aj'i ana pua-paleha na, ja'a nia boe sa hèi. èèna na, nèngu papènu d'ara miu dènge roh ama lamatua dhu mola-mèci. nèngu tao miu j'aj'i mola-mèci kahèi, sama sèmi dhèu pake ai ho bhubhu maruru."
MAT 3:12,"his winnowing fork is in his hand, and he will thoroughly cleanse his threshing floor. he will gather his wheat into the barn, but the chaff he will burn up with unquenchable fire.","te nèngu dhu nèd'u kokotai dènge laludhu ètu d'ara, ho neo tatai eele èto na. èle èèna, na bhori laludhu asa d'ara soka. te ngaa èto sèra, na dutu asa d'ara ai dhu heo robhe-robhe dhu madhe boe."
MAT 3:13,"then jesus came from galilee to the jordan to john, to be baptized by him.","lod'o èèna, yesus puru mai nèti galilea, la'e asa loko yarden. na mai sèna ka manèngi yohanis sarani ne."
MAT 3:14,"but john would have hindered him, saying, i need to be baptized by you, and you come to me?","te ngaa yohanis no'o boe. na pab'ala peka na, tasamia ka ja'a sarani èu? sale ne, sina ma? hud'i èu ku dhu sarani ja'a. te èèna ka dhu ja'a parluu!"
MAT 3:15,"but jesus, answering, said to him, allow it now, for this is the fitting way for us to fulfill all righteousness. then he allowed him.","te ngaa yesus dhaa, aku nèngu na, pangee ia ka. te ngaa doe ne'e, hud'i laa èu di dhu sarani ja'a. dènge j'ara sèmi ne'e, èdhi tao madhutu dad'èi ama lamatua. ropa tadèngi nare, ka yohanis b'ala, aku nèngu na, sad'i aku èu hèia yohanis sarani yesus."
MAT 3:16,"jesus, when he was baptized, went up directly from the water: and behold, the heavens were opened to him. he saw the spirit of god descending as a dove, and coming on him.","ropa sarani èle, ka yesus kalua nèti d'ara loko. cag'ag'a laa, liru bhoke eele. hèia ladhe nèdhi roh ama lamatua puru mai, nuka sèmi koro j'aha dhu mai tèka mi nèngu."
MAT 3:17,"behold, a voice out of the heavens said, this is my beloved son, with whom i am well pleased.","hèia ra tadèngi lii ama lamatua nèti dedha-liru, peka na, nèngu ne, ana pasue ja'a. nèngu pakarej'e taruu d'ara ja'a."
MAT 4:1,then jesus was led up by the spirit into the wilderness to be tempted by the devil.,"èle ka, roh ama lamatua nèti yesus asa d'ara mamoo, sèna ka dhèu aae nidhu sèku ne."
MAT 4:2,"when he had fasted forty days and forty nights, he was hungry afterward.","ètu era ne'e, yesus na'a-ninu boe èpa nguru lod'o mèu-mèda. hèia na manganga titu kèna."
MAT 4:3,"the tempter came and said to him, if you are the son of god, command that these stones become bread.","ropa na manganga sèmi èèna, hèia dhèu aae nidhu mai sèku ne, peka na, èu ne tare'a-re'a ana ama lamatua, do? ladhe tare'a, na, paredha hadhu se, ho j'aj'i nganga'a."
MAT 4:4,"but he answered, it is written, ‘man shall not live by bread alone, but by every word that proceeds out of god's mouth. '","te ngaa yesus dhaa, na, dhu suri ètu d'ara sasuri mola-mèci ama lamatua, peka na: ‘dhèu rai-haha mamuri mesa boe nèti nganga'a di. te ngaa rèngu hud'i nanene ku lii holo-nori ama lamatua, aa tao madhutu dad'èi na kahèi. '"
MAT 4:5,"then the devil took him into the holy city. he set him on the pinnacle of the temple,","ka dhèu aae nidhu nèti yesus asa kota yerusalem, kota lamatua dhu mola-mèci èèna. èle ka, na nèti yesus asa era dhu dedha risi ètu èmu kapua manèngi-mangaj'i."
MAT 4:6,"and said to him, if you are the son of god, throw yourself down, for it is written, ‘he will command his angels concerning you, ' and, ‘on their hands they will bear you up, so that you don't dash your foot against a stone. '","hèia nidhu ne, peka, ladhe èu ne tare'a-re'a ana ama lamatua, èu ridhu sèku asa haha nèi. te dhu suri tèke ètu d'ara sasuri mola-mèci ama lamatua, na, ‘pe ama lamatua pua ana pajuu nèti sorga, sèna ka j'aga èu. ' aa ètu d'ara sasuri mola-mèci ama lamatua, dhu suri kahèi, ‘pe ra kanata ai ra, ho sibhe èu, sèna ka ngi'u èu pèd'a boe, aa haga èu goi lèke boe hadhu sa hèi. '"
MAT 4:7,"jesus said to him, again, it is written, ‘you shall not test the lord, your god. '","te ngaa yesus b'ala, aku nèngu na, abhu kahèi dhu suri tèke ètu d'ara sasuri mola-mèci ama lamatua, dhu peka na, ‘ama lamatua èèna, lamatua èu. de èu baku pua ne pake koasa na, sèna ka pad'elo bukti, peka na, nèngu èèna, tare'a-re'a ama lamatua. '"
MAT 4:8,"again, the devil took him to an exceedingly high mountain, and showed him all the kingdoms of the world and their glory.","èle èèna ka, dhèu aae nidhu ne nèti hari yesus asa kolo ledhe dhu dedha aae. hèia na pad'elo aa'i saraga dènge babe'a negara aa'i-aa'i ètu rai-haha ne."
MAT 4:9,"he said to him, i will give you all of these things, if you will fall down and worship me.","ropa na pad'elo nare, hèia dhèu aae nidhu ne peka, aku nèngu na, sad'i èu patitu kètu urutuu, sèna ka pahaha iisi mi ja'a, pe ja'a hia aa'i se'e se mi èu."
MAT 4:10,"then jesus said to him, get behind me, satan! for it is written, ‘you shall worship the lord your god, and you shall serve him only. '","te ngaa yesus jèke ne, peka na, he, nidhu! pakaj'èu nèti era ne'e ne! te sasuri mola-mèci ama lamatua, suri na, ‘èu hud'i pahaha iisi mi ama lamatua, aa èu ne hud'i sab'a ku dhoka hia nèngu di. '"
MAT 4:11,"then the devil left him, and behold, angels came and served him.","ropa dhèu aae nidhu tadèngi lii ne, hèia na tèke eele yesus. te ngaa ana pajuu ama lamatua nèti sorga mai uri ne."
MAT 4:12,"now when jesus heard that john was delivered up, he withdrew into galilee.","tèu èèna, dhèu aae herodes pamaso yohanis tuka sarani asa d'ara èmu bèdho. ropa yesus tadèngi, hèia na lèpa asa galilea."
MAT 4:13,"leaving nazareth, he came and lived in capernaum, which is by the sea, in the region of zebulun and naphtali,","la'e asa rae na nasaret, èle ka la'e taruu pea ètu rae kapernaum. rae èèna ètu sebhe dano galilea, ètu rai sebulon dènge naftali."
MAT 4:14,"that it might be fulfilled which was spoken through isaiah the prophet, saying,","dènge j'ara ne, na tao madhutu ngaa dhu dhèu nèti lii padhai ama lamatua, ngara na yesaya, suri tèke, peka na,"
MAT 4:15,"the land of zebulun and the land of naphtali, toward the sea, beyond the jordan, galilee of the gentiles,",rai sebulon dènge rai naftali dhu padètu dènge dano galilea ètu sebhe haa loko yarden. dhèu yahudi boe pea ètu era sèra kahèi.
MAT 4:16,"the people who sat in darkness saw a great light; to those who sat in the region and shadow of death, to them light has dawned.","rèngu dhu mamuri ètu d'ara maroga, te ngaa limuri ne, rèdhi le saraa. aa saraa ne heo le palème mi dhèu aa'i-aa'i dhu tadhe mèka ama lamatua."
MAT 4:17,"from that time, jesus began to preach, and to say, repent! for the kingdom of heaven is at hand.","karèi nèti lod'o èèna, yesus mulai aj'a-nori dhèu, peka na, miu hud'i soro kabodho aa tèke eele sasala-sasigo miu, ho mamuri ka dènge mola-mèci! te limuri ne dhèu aa'i-aa'i bisa le j'aj'i dhèu unu ama lamatua."
MAT 4:18,"walking by the sea of galilee, he saw two brothers: simon, who is called peter, and andrew, his brother, casting a net into the sea; for they were fishermen.","ca tèka, yesus kako re sebhe dano galilea. na paraga dènge dhèu dua dhu pa'a'ari. èci ngara na simon, dhu tema paroa ne, petrus. aa ari na, anderias. dua ra dhu pèku i'a ètu dano galilea, lula dua ra dhèu sab'a dhasi."
MAT 4:19,"he said to them, come after me, and i will make you fishers for men.","hèia yesus paroa si, aku nèngu na, mai ku madhutu ja'a! miu biasa tenge i'a, te ngaa limuri ne ja'a neo aj'a miu ho j'aj'i tuka tenge dhèu."
MAT 4:20,they immediately left their nets and followed him.,"ropa ra tadèngi rare, hèia dua ra tèke eele dènge ka pèku ra, lasi madhutu yesus."
MAT 4:21,"going on from there, he saw two other brothers, james the son of zebedee, and john his brother, in the boat with zebedee their father, mending their nets. he called them.","èle ka, yesus kako hari ciki, hèia ladhe nèdhi ana sabadeus, dhèu dua. a'a, ngara na yakobis, aa ari na, yohanis. dua ra dhu lalau paie pèku ètu dedha koha sama-sama dènge ama ra. hèia yesus paroa dua ra, sèna ka madhutu ne."
MAT 4:22,"they immediately left the boat and their father, and followed him.","ropa ra tadèngi rare, hèia ra tèke eele ama dènge koha ra, lasi madhutu ne."
MAT 4:23,"jesus went about in all galilee, teaching in their synagogues, preaching the good news of the kingdom, and healing every disease and every sickness among the people.","èle ka, yesus si kako palème propensi galilea, ho na aj'a-nori dhèu ètu d'ara èmu sabaj'a dhèu yahudi. na aj'a lii lolo be'a ama lamatua, aa na peka j'ara-j'ara tasamia, sèna ka dhèu bisa madhutu paredha ama lamatua. aa na puri-pa'èle kahèi dhèu nèti rupa-rupa papèd'a-tarègu."
MAT 4:24,"the report about him went out into all syria. they brought to him all who were sick, afflicted with various diseases and torments, possessed with demons, epileptics, and paralytics; and he healed them.","nèbhu boe ka, tatao yesus ne dhèu lolo palème toke d'ai propensi siria aa'i-aa'i. hèia dhèu rèti dhèu ra dhu lèke rupa-rupa papèd'a asa yesus. dhèu se rèti kahèi dhèu dhu nidhu tao, dhu huj'u kahib'i, dènge dhu karuku. ka na puri-pa'èle aa'i si."
MAT 4:25,"great multitudes from galilee, decapolis, jerusalem, judea, and from beyond the jordan followed him.","lod'o èèna, dhèu ae-ae mai madhutu ne. dhèu se mai nèti propensi galilea, aa nèti rai canguru kota, dhu ra peka na, dekapolis. dhèu cahag'e mai nèti kota yerusalem, nèti propensi yudea, aa nèti cabèka dhimu loko yarden."
MAT 5:1,"seeing the multitudes, he went up onto the mountain. when he had sat down, his disciples came to him.","ropa yesus ladhe nèdhi dhèu ae-ae mai madhutu ne, hèia na ca'e la'e asa ledhe iiki cue, ka na madhèdi ètu èèna. ana-ana madhutu dhu na hag'e nare sèra, mai padètu sèna ka nanene ne."
MAT 5:2,"he opened his mouth and taught them, saying,","hèia na aj'a-nori si, peka na,"
MAT 5:3,"blessed are the poor in spirit, for theirs is the kingdom of heaven.","dhèu kasia, rèngu oto, lula ama lamatua mesa na, ka dhèu aae rèngu dhu hua iia."
MAT 5:4,"blessed are those who mourn, for they shall be comforted.","dhèu dhu ètu d'ara sasusa, rèngu oto, lula ama lamatua mesa na ka dhu pamaho'o d'ara si."
MAT 5:5,"blessed are the gentle, for they shall inherit the earth.","dhèu haha oto, lula rèngu ka dhu bèli-camèd'a sèmi rare mèngi-nale aa'i-aa'i dhu ama lamatua moa tèke."
MAT 5:6,"blessed are those who hunger and thirst for righteousness, for they shall be filled.","dhèu dhu d'ara kateme dènge ama lamatua, rèngu oto, lula èèna na, nèngu ka dhu hia si ngaa dhu ra neo."
MAT 5:7,"blessed are the merciful, for they shall obtain mercy.","dhèu dhu pad'elo rasa kasia mi dhèu leo, rèngu oto, lula èèna na, ama lamatua kasia rèngu kahèi."
MAT 5:8,"blessed are the pure in heart, for they shall see god.","dhèu dhu d'ara mola-mèci, rèngu oto, lula èèna na, rèngu unu ra ladhe rèdhi ama lamatua."
MAT 5:9,"blessed are the peacemakers, for they shall be called children of god.","dhèu dhu tema padame dhèu, rèngu oto, lula èèna na ama lamatua ka dhu peka na, ‘rèngu se'e ka, ana ja'a. '"
MAT 5:10,"blessed are those who have been persecuted for righteousness' sake, for theirs is the kingdom of heaven.","dhèu dhu pasae j'aj'èra, lula ra madhutu ama lamatua, rèngu oto, lula lamatua mesa na ka, dhèu aae rèngu dhu hua iia."
